SoftSkillName|id
Gestão de fornecedores|cv1893.xml
Bom relacionamento interpessoal|cv1893.xml
Comunicação verbal e escrita|cv1893.xml
Organização|cv1893.xml
Liderança|cv1893.xml
Dinamismo|cv1893.xml
Comprometimento|cv1893.xml
Capacidade de negociação|cv1893.xml
Gestão de cronogramas e prazos|cv1893.xml
|cv27036.xml
|cv29416.xml
|cv11172.xml
|cv19748.xml
Habilidades|cv37456.xml
Comunicativo|cv21960.xml
grande facilidade em lidar com pessoas|cv21960.xml
determinado|cv21960.xml
novas tecnologias|cv10338.xml
gerenciamento de equipe de suporte|cv12363.xml
acompanhamento|cv12363.xml
|cv29070.xml
|cv29144.xml
|cv22020.xml
|cv5715.xml
|cv9173.xml
|cv283.xml
|cv20863.xml
|cv23406.xml
|cv25820.xml
|cv25362.xml
|cv735.xml
|cv8865.xml
|cv17465.xml
|cv10724.xml
|cv12543.xml
|cv806.xml
|cv28874.xml
|cv36192.xml
|cv3733.xml
|cv29885.xml
|cv18614.xml
|cv8337.xml
|cv19783.xml
|cv39392.xml
|cv15571.xml
|cv21414.xml
|cv28921.xml
Capacidade para trabalhar em equipe|cv14370.xml
ótimo nível de relacionamento|cv14370.xml
|cv2356.xml
|cv22304.xml
|cv20709.xml
|cv25048.xml
|cv15651.xml
|cv4962.xml
|cv24020.xml
|cv29807.xml
|cv18289.xml
|cv9423.xml
|cv29561.xml
|cv21406.xml
iniciativa|cv8941.xml
objetividade|cv8941.xml
dinamismo|cv8941.xml
bom relacionamento interpessoal|cv8941.xml
facilidade em trabalhar em equipe|cv8941.xml
rápida absorção de conhecimentos|cv8941.xml
ótima capacidade de adaptação|cv8941.xml
facilidades em aprender|cv3512.xml
|cv16204.xml
|cv27630.xml
|cv34396.xml
capacidade analítica|cv37718.xml
estrategista|cv37718.xml
Habilidades em desenvolver|cv19957.xml
implementar|cv19957.xml
|cv1690.xml
|cv13886.xml
|cv19786.xml
|cv38508.xml
|cv17412.xml
|cv3840.xml
Bom relacionamento interpessoal|cv36523.xml
trabalho em equipe|cv36523.xml
Boa comunicação verbal e escrita|cv36523.xml
Dinamismo|cv36523.xml
capacidade organizacional|cv36523.xml
preparado para trabalho em equipe|cv36523.xml
profissional|cv38832.xml
|cv17524.xml
|cv27417.xml
|cv10178.xml
|cv33992.xml
|cv15686.xml
|cv25695.xml
Comunicativo|cv2661.xml
Paciente|cv2661.xml
Entusiasmado|cv2661.xml
Criativo|cv2661.xml
procura de novos desafios|cv2661.xml
|cv12913.xml
|cv4884.xml
|cv2996.xml
|cv23137.xml
habilidade para ler, escrever e se comunicar|cv34422.xml
habilidade para ler|cv34422.xml
escrever e falar|cv34422.xml
|cv13709.xml
|cv38394.xml
|cv1530.xml
|cv1172.xml
Forte habilidade empreendedora|cv19179.xml
comercial|cv19179.xml
relacionamento com cliente|cv19179.xml
Foco em resultado|cv19179.xml
|cv21475.xml
|cv14836.xml
Atencioso|cv33993.xml
proativo|cv33993.xml
determinado|cv33993.xml
comunicativo|cv33993.xml
inteligente|cv33993.xml
organizado|cv33993.xml
vontade|cv33993.xml
espaço para adquirir novos conhecimentos|cv33993.xml
|cv16182.xml
|cv14014.xml
|cv13831.xml
|cv3498.xml
comprometimento|cv4482.xml
agilidade|cv4482.xml
concentração|cv4482.xml
organização no trabalho|cv4482.xml
boa comunicação|cv4482.xml
relacionamento interpessoal|cv4482.xml
trabalho em equipe|cv4482.xml
|cv25367.xml
|cv26328.xml
Pró-atividade|cv5540.xml
empreendedorismo|cv5540.xml
foco no desenvolvimento, empreendedorismo trazendo novas ideias|cv5540.xml
padrões de desenvolvimento|cv5540.xml
|cv18098.xml
|cv11264.xml
|cv25440.xml
|cv2475.xml
|cv33568.xml
|cv34325.xml
comprometimento|cv18608.xml
organização|cv18608.xml
iniciativa|cv18608.xml
pró-atividade|cv18608.xml
trabalho em equipe|cv18608.xml
fácil adaptabilidade em equipe de trabalho|cv18608.xml
grandes desafios|cv18608.xml
|cv15647.xml
|cv23340.xml
pró-ativo|cv16213.xml
autodidata|cv16213.xml
facilidade para trabalhos em equipe|cv16213.xml
|cv13706.xml
|cv16139.xml
|cv24190.xml
|cv5078.xml
|cv13767.xml
|cv7128.xml
|cv37582.xml
|cv19466.xml
|cv22085.xml
Facilidade de relacionamento interpessoal e de comunicação|cv14531.xml
Espírito de cooperação|cv14531.xml
Pró-atividade no âmbito profissional|cv14531.xml
Facilidade|cv14531.xml
rapidez na assimilação de novos conceitos|cv14531.xml
Dinamismo|cv14531.xml
|cv13003.xml
|cv11793.xml
|cv11152.xml
facilidade de trabalhar em equipe ou isoladamente|cv33520.xml
iniciativa|cv33520.xml
bom relacionamento interpessoal e flexibilidade|cv33520.xml
|cv3804.xml
|cv22624.xml
facilidade de comunicação|cv30057.xml
foco em resultados|cv30057.xml
|cv8697.xml
|cv21037.xml
|cv15137.xml
Facilidade de relação interpessoal|cv36229.xml
|cv34099.xml
|cv21749.xml
|cv26428.xml
|cv22359.xml
|cv13892.xml
|cv36981.xml
Criatividade|cv7688.xml
liderança|cv7688.xml
responsabilidade|cv7688.xml
determinação|cv7688.xml
objetividade|cv7688.xml
dedicação ao|cv7688.xml
comunicativo|cv7688.xml
Capacidade para identificar, diagnosticar e|cv12422.xml
|cv37469.xml
|cv22496.xml
|cv6165.xml
interesse em trabalhar|cv2335.xml
|cv5958.xml
|cv29031.xml
fácil relação interpessoal|cv18566.xml
gosto de trabalhar em equipe|cv18566.xml
esforçado|cv18566.xml
autodidático|cv18566.xml
dinâmico|cv18566.xml
Gosto de desafios|cv18566.xml
|cv6635.xml
|cv1710.xml
|cv37351.xml
|cv26389.xml
Motivar|cv3830.xml
treinar e dirigir equipe de vendas|cv3830.xml
Definir os objetivos e quantificar metas, tornando-os claros e práticos|cv3830.xml
definindo sempre o prazo|cv3830.xml
limite|cv3830.xml
Distribuir as tarefas|cv3830.xml
Criar um ambiente de trabalho|cv3830.xml
|cv23994.xml
|cv34492.xml
|cv1713.xml
|cv29612.xml
|cv2026.xml
|cv19080.xml
|cv20551.xml
capacidade de liderança|cv15262.xml
habilidade de negociação|cv15262.xml
visão estratégica|cv15262.xml
resiliência|cv15262.xml
|cv9098.xml
|cv27673.xml
|cv5767.xml
Facilidade de interação com o público|cv37775.xml
|cv20454.xml
|cv26221.xml
|cv10912.xml
|cv34978.xml
|cv37602.xml
|cv15488.xml
|cv4580.xml
|cv31130.xml
|cv23144.xml
|cv38857.xml
|cv2147.xml
Excelente relacionamento interpessoal|cv38892.xml
|cv22648.xml
|cv22701.xml
Facilidade de produzir, planejar e|cv1678.xml
Boa capacidade de comunicação|cv1678.xml
boa comunicação|cv1678.xml
objetivo|cv1678.xml
Responsabilidade|cv1678.xml
aprender|cv1678.xml
|cv1985.xml
criatividade|cv1709.xml
inovação para transformar problemas em oportunidades|cv1709.xml
empenho em aprender novas tecnologias|cv1709.xml
processos|cv1709.xml
relacionamento interpessoal|cv1709.xml
extremamente comprometido|cv1709.xml
flexível|cv1709.xml
apto à mudanças|cv1709.xml
dinâmico|cv12447.xml
proativo|cv12447.xml
acadêmicos|cv13961.xml
experiência em atendimento ao público|cv13961.xml
senso de equipe e de liderança|cv13961.xml
bom relacionamento interpessoal|cv13961.xml
criativo|cv13961.xml
organizado|cv13961.xml
pontual|cv13961.xml
dinâmico|cv13961.xml
Facilidade para trabalho em equipe e em aceitar desafios|cv13961.xml
|cv33363.xml
|cv27884.xml
|cv22726.xml
|cv11901.xml
LINQ to SQL intermediário|cv32991.xml
|cv38719.xml
|cv2617.xml
|cv14327.xml
criterioso|cv18563.xml
criativo|cv18563.xml
comunicativo|cv18563.xml
Facilidade com escrita|cv27651.xml
|cv29348.xml
|cv39333.xml
|cv18606.xml
|cv34437.xml
facilidade de comunicação e no trabalho em equipe|cv6875.xml
dinamismo|cv6875.xml
pró-atividade|cv6875.xml
agilidade|cv6875.xml
Trabalho em grupo|cv12248.xml
|cv4805.xml
|cv1947.xml
|cv24072.xml
|cv32722.xml
|cv24231.xml
|cv4713.xml
|cv27073.xml
|cv22732.xml
|cv10167.xml
|cv15557.xml
|cv12125.xml
|cv15236.xml
|cv32941.xml
|cv29989.xml
|cv8272.xml
|cv21176.xml
|cv12792.xml
comunicativo|cv3797.xml
gosto de trabalhar em equipe|cv3797.xml
sinto|cv3797.xml
|cv27626.xml
|cv10947.xml
|cv19773.xml
|cv14806.xml
|cv1321.xml
|cv15362.xml
|cv22494.xml
|cv1132.xml
equipe|cv34018.xml
facilidade|cv34018.xml
gosto de aprender novas|cv34018.xml
|cv11602.xml
|cv30956.xml
adaptar|cv19543.xml
Boa relação|cv19543.xml
|cv8232.xml
|cv17602.xml
Adaptável ao trabalho em equipe|cv1717.xml
agilidade|cv1717.xml
Identificar novas tecnologias que possam ser|cv1717.xml
Facilidade de aprendizado, Comprometimento|cv1717.xml
Comunicação e Execução de novas tarefas|cv1717.xml
Capacidade de relacionamento interpessoal|cv17473.xml
Liderança em equipe|cv17473.xml
Hábil na gestão de pessoas|cv17473.xml
bom relacionamento com pessoas|cv33851.xml
responsabilidade|cv33851.xml
|cv6572.xml
|cv27654.xml
|cv18872.xml
|cv569.xml
|cv36597.xml
|cv7660.xml
|cv22196.xml
Experiência no relacionamento com clientes|cv17255.xml
focada em resultados|cv17255.xml
novas atividades|cv17255.xml
|cv20221.xml
|cv7430.xml
|cv29490.xml
Flexibilidade|cv37648.xml
habilidade para trabalhar em|cv37648.xml
desafiadora|cv37648.xml
rica|cv37648.xml
desenvolvimento pessoal e profissional e aprendizagem|cv37648.xml
|cv36244.xml
|cv33456.xml
|cv29365.xml
|cv20094.xml
|cv12979.xml
em equipe|cv16186.xml
proativo|cv16186.xml
determinado|cv16186.xml
|cv1520.xml
|cv33883.xml
|cv25821.xml
|cv33751.xml
|cv34183.xml
Forte vivência em desenvolver, organizar e multiplicar|cv39035.xml
considerar propostas de outras regiões|cv39035.xml
|cv26870.xml
equipe|cv26195.xml
|cv18440.xml
|cv30824.xml
|cv37010.xml
|cv4336.xml
|cv33388.xml
|cv2981.xml
Controle de Chamados|cv6339.xml
Capacidade de lidar com diversos projetos ao mesmo tempo|cv6339.xml
|cv10061.xml
Poder aprender e contribuir|cv4496.xml
organizado|cv4496.xml
|cv11451.xml
dedicação|cv37959.xml
facilidade com trabalho em equipe|cv37959.xml
responsabilidade|cv37959.xml
experiência|cv37959.xml
disponibilidade para morar em outras cidade e viagens de trabalho|cv37959.xml
|cv29371.xml
|cv22473.xml
|cv22966.xml
|cv9525.xml
|cv11950.xml
|cv8041.xml
|cv24188.xml
|cv14766.xml
comprometimento|cv11782.xml
responsabilidade|cv11782.xml
|cv7903.xml
trabalho em horários flexíveis|cv3862.xml
|cv29427.xml
|cv19560.xml
|cv3695.xml
Forte sentido de urgência|cv36103.xml
iniciativa|cv36103.xml
determinado|cv36103.xml
dinâmico|cv36103.xml
criativo|cv36103.xml
proativo|cv36103.xml
nato|cv36103.xml
habilidoso integrador de equipes|cv36103.xml
trato com as pessoas|cv36103.xml
extremamente competente|cv36103.xml
lidar habilmente com as adversidades|cv36103.xml
perseverante|cv36103.xml
seguro|cv36103.xml
pensamento estratégico|cv36103.xml
elaborar muito|cv36103.xml
metas e conduzir a equipe|cv36103.xml
Interpessoal|cv36103.xml
Adaptabilidade|cv36103.xml
Criatividade|cv36103.xml
Planejamento|cv36103.xml
Organização|cv36103.xml
visão de negócio|cv36103.xml
no relacionamento interpessoal|cv36103.xml
ótimo relacionamento interpessoal|cv36103.xml
foco em resultados|cv36103.xml
analítica muito abrangente|cv36103.xml
disponibilidade|cv36103.xml
inovador|cv36103.xml
Capricho|cv36103.xml
minuciosidade|cv36103.xml
ÉTICA|cv36103.xml
inteligência|cv36103.xml
seriedade|cv36103.xml
gestão|cv36103.xml
atencioso|cv36103.xml
bom|cv36103.xml
|cv37601.xml
Bom relacionamento interpessoal|cv34358.xml
liderança|cv34358.xml
raciocínio Lógico|cv34358.xml
forte capacidade de resolução de problemas|cv34358.xml
visão holística|cv34358.xml
dinamismo|cv34358.xml
segurança|cv34358.xml
|cv25607.xml
|cv5326.xml
Responsabilidade social|cv33038.xml
aprendizado rápido|cv36176.xml
grandes resultados alcançados|cv36176.xml
|cv10348.xml
Facilidade em trabalhos de equipe|cv14840.xml
Agilidade em soluções|cv14840.xml
Iniciativa|cv14840.xml
dinamismo|cv14840.xml
Bom relacionamento interpessoal|cv14840.xml
Pontualidade|cv14840.xml
assiduidade|cv14840.xml
Facilidade em aprender|cv14840.xml
Fluência verbal|cv14840.xml
boa apresentação|cv14840.xml
|cv16170.xml
trabalhar em equipe|cv12191.xml
pró-ativa|cv12191.xml
|cv33821.xml
|cv7709.xml
|cv29231.xml
|cv25981.xml
|cv20846.xml
|cv23073.xml
|cv27416.xml
|cv20989.xml
|cv38672.xml
|cv22837.xml
habilidade em estudar e viabilizar novas|cv10110.xml
|cv22773.xml
|cv13844.xml
|cv14706.xml
|cv5561.xml
|cv24411.xml
|cv10650.xml
|cv19983.xml
|cv38239.xml
|cv17884.xml
Rápido|cv27713.xml
Compreensivo|cv27713.xml
Dinâmico|cv27713.xml
Interativo|cv27713.xml
Comunicativo|cv27713.xml
Comprometimento total com o trabalho|cv27713.xml
ética profissional|cv27713.xml
Facilidade de aprendizado|cv27713.xml
boa postura|cv38160.xml
|cv16188.xml
trabalho em equipe|cv7215.xml
superar adversidades|cv7215.xml
Facilidade de relacionamento|cv7215.xml
Visão sistêmica|cv7215.xml
|cv15152.xml
|cv26462.xml
liderança de Equipe e Projeto|cv15204.xml
Disponibilidade de tempo|cv15204.xml
Bom relacionamento|cv15204.xml
|cv10885.xml
|cv12490.xml
|cv34526.xml
|cv22222.xml
trabalhar|cv7405.xml
|cv22336.xml
|cv6115.xml
negociação|cv34535.xml
influência|cv34535.xml
mediação|cv34535.xml
administração de conflitos|cv34535.xml
|cv1208.xml
|cv22427.xml
|cv12872.xml
|cv37948.xml
Facilidade para trabalhar em equipe|cv12444.xml
boa comunicação|cv12444.xml
Fácil|cv12444.xml
Rápida aprendizagem|cv12444.xml
Liderança|cv12444.xml
|cv19256.xml
|cv34441.xml
|cv6148.xml
|cv33463.xml
|cv15724.xml
|cv7206.xml
|cv1078.xml
|cv25824.xml
Espírito de equipe|cv6918.xml
liderança|cv6918.xml
além de|cv6918.xml
facilidade|cv6918.xml
velocidade no aprendizado de novas|cv6918.xml
trabalhar em equipe|cv32649.xml
|cv12905.xml
|cv38432.xml
ao cliente|cv9560.xml
facilidade para identificar|cv9560.xml
criatividade|cv9560.xml
dinamismo|cv9560.xml
entusiasmo|cv9560.xml
Disponibilidade para viagens|cv9560.xml
|cv6915.xml
|cv2097.xml
relacionamento interpessoal|cv36686.xml
Comprometido|cv36686.xml
Facilidade em apender|cv36686.xml
Proativo|cv36686.xml
Dinâmico|cv36686.xml
|cv35358.xml
Recovery de soluções|cv1739.xml
|cv23234.xml
|cv6525.xml
|cv2217.xml
|cv8968.xml
dinamismo|cv36858.xml
empatia|cv36858.xml
boa comunicação|cv36858.xml
cooperação|cv36858.xml
coordenação|cv36858.xml
capacidade de percepção|cv36858.xml
observação|cv36858.xml
ético|cv36858.xml
habilidade de relacionamento interpessoal|cv36858.xml
organização|cv36858.xml
espírito de liderança|cv36858.xml
adaptabilidade a novas funções e novos ambientes|cv36858.xml
criatividade|cv36858.xml
agilidade|cv36858.xml
flexibilidade|cv36858.xml
iniciativa|cv36858.xml
bom humor|cv36858.xml
foco no|cv36858.xml
|cv29190.xml
|cv7680.xml
bom relacionamento em|cv4518.xml
|cv12285.xml
Pró|cv405.xml
ativo|cv405.xml
criativo|cv405.xml
capacidade de trabalho em equipe|cv405.xml
grande vontade de aprender e ensinar|cv405.xml
|cv36417.xml
Responsável * Sociável|cv12130.xml
Esforçada|cv12130.xml
Dedicada * Comunicativa|cv12130.xml
|cv11567.xml
|cv34692.xml
|cv16005.xml
|cv15791.xml
Alta capacidade de aprendizado|cv18175.xml
busca de soluções|cv18175.xml
Facilidade de comunicação e|cv18175.xml
Capacidade de Raciocínio e de encontrar soluções mesmo em situações adversas|cv18175.xml
proativo|cv3824.xml
gosto|cv3824.xml
facilidade de relacionamento|cv3824.xml
gosto de trabalhar em equipe|cv3824.xml
determinação|cv3824.xml
dedicação|cv3824.xml
comprometimento|cv3824.xml
|cv12768.xml
|cv38607.xml
|cv18740.xml
|cv5401.xml
|cv21788.xml
Liderança|cv33152.xml
Gestão do Tempo|cv33152.xml
Relacionamento Interpessoal|cv33152.xml
|cv20422.xml
|cv26289.xml
|cv14702.xml
|cv20983.xml
|cv10405.xml
Capacitado para diagnosticar ambientes e trabalhar em soluções de diversos níveis|cv14533.xml
Capacitado para liderar equipe de suporte|cv14533.xml
|cv27346.xml
__________________________________________ Responsável|cv33020.xml
Organizado|cv33020.xml
capacidade de trabalhar em equipe|cv33020.xml
Relacionamento|cv8644.xml
|cv38550.xml
|cv26673.xml
|cv9101.xml
|cv7570.xml
|cv2701.xml
|cv9550.xml
|cv24195.xml
|cv22606.xml
Competente|cv27009.xml
capacidade de aprender e desenvolver novas funções|cv27009.xml
Líder|cv27009.xml
gestora|cv27009.xml
Habilidade em comunicação|cv27009.xml
negociação|cv27009.xml
resolução de conflitos|cv27009.xml
Responsável|cv27009.xml
Habilidade para desenvolver várias atividades|cv27009.xml
comunicativa|cv27009.xml
|cv4398.xml
|cv21555.xml
|cv1929.xml
|cv38027.xml
|cv19214.xml
pró-ativa|cv12586.xml
vontade de aprender|cv12586.xml
|cv6864.xml
|cv12930.xml
Liderança|cv17733.xml
Trabalho em Equipe|cv17733.xml
|cv29488.xml
|cv7090.xml
|cv33932.xml
|cv5736.xml
Habilidade em integrar equipes|cv20358.xml
solucionar conflitos|cv20358.xml
|cv34362.xml
|cv4114.xml
|cv10166.xml
imensa capacidade de aprendizado|cv13891.xml
apto|cv13891.xml
foco em resultados|cv13891.xml
treinamento|cv13891.xml
ótimo poder de negociação|cv13891.xml
foco|cv13891.xml
objetivos da organização|cv13891.xml
Ótimos conhecimentos em técnicas para solução de problemas|cv13891.xml
|cv20390.xml
facilidade em aprender|cv36089.xml
|cv4973.xml
|cv37633.xml
|cv30493.xml
|cv2096.xml
Facilidade de aprendizado|cv4738.xml
Respeito a área|cv4738.xml
Compromisso com o horário|cv4738.xml
|cv36116.xml
|cv37764.xml
|cv17260.xml
dedicado|cv14521.xml
atencioso|cv14521.xml
bom relacionamento interpessoal|cv14521.xml
dinâmica|cv14521.xml
flexibilidade|cv14521.xml
preparado para o desafio de novas funções e atividades|cv14521.xml
Responsabilidade|cv11921.xml
Comprometimento|cv11921.xml
Organização|cv11921.xml
dinamismo|cv33804.xml
facilidade de aprendizagem|cv33804.xml
desenvolvimento|cv15955.xml
execução de tarefas em equipe|cv15955.xml
fácil adaptabilidade|cv15955.xml
dinâmica comunicativa e principalmente facilidade|cv15955.xml
Boa comunicação e redação|cv15955.xml
|cv9624.xml
|cv29999.xml
|cv23214.xml
|cv9979.xml
|cv36556.xml
|cv38998.xml
exemplar|cv24375.xml
foco nos resultados|cv24375.xml
ótimo relacionamento interpessoal|cv24375.xml
Disponibilidade|cv22166.xml
vivência em viagens nacionais|cv22166.xml
boa comunicação|cv22166.xml
sumarização|cv22166.xml
Proch|cv22166.xml
Tabela dinâmica|cv22166.xml
SAP|cv22166.xml
JDE|cv22166.xml
Siebel|cv22166.xml
|cv14739.xml
|cv10029.xml
|cv22242.xml
|cv25472.xml
|cv29778.xml
|cv2123.xml
Atendimento ao público e atendimento telefônico|cv34694.xml
|cv4761.xml
|cv34177.xml
|cv12463.xml
|cv7807.xml
|cv5240.xml
espírito de equipe|cv17322.xml
criatividade|cv17322.xml
liderança|cv17322.xml
determinação|cv17322.xml
capacitado para a área|cv17322.xml
Responsabilidade|cv17322.xml
facilidade de comunicação|cv17322.xml
organização|cv17322.xml
atitude|cv17322.xml
pontualidade|cv17322.xml
|cv39236.xml
|cv30360.xml
|cv4368.xml
|cv18759.xml
visão holística|cv12939.xml
|cv8283.xml
|cv33254.xml
|cv31468.xml
|cv20128.xml
|cv22521.xml
|cv35069.xml
|cv14528.xml
empreendedor|cv7942.xml
dinâmico|cv7942.xml
objetivo|cv7942.xml
forte capacidade|cv7942.xml
bom relacionamento interpessoal|cv7942.xml
habilidade em negociações|cv7942.xml
|cv10208.xml
|cv8929.xml
|cv26018.xml
|cv17677.xml
|cv32851.xml
agir de maneira proativa|cv19222.xml
otimizando|cv19222.xml
|cv37725.xml
|cv18755.xml
Relacionamento Interpessoal|cv8815.xml
Comprometimento com Escopo|cv8815.xml
|cv34124.xml
|cv1571.xml
Excelente Relacionamento Interpessoal|cv12314.xml
Pontualidade|cv12314.xml
Organização|cv12314.xml
Facilidade para o trabalho em equipe e sob pressão|cv12314.xml
Flexibilidade e adaptação|cv12314.xml
Pró-atividade|cv12314.xml
|cv11563.xml
|cv8544.xml
|cv5095.xml
|cv26439.xml
|cv39081.xml
|cv10445.xml
|cv33679.xml
|cv21623.xml
|cv20845.xml
|cv9366.xml
|cv30728.xml
|cv34768.xml
eficiente|cv7553.xml
|cv9514.xml
|cv3176.xml
respeito|cv10610.xml
compromisso|cv10610.xml
responsabilidade|cv10610.xml
|cv2383.xml
|cv30765.xml
|cv22137.xml
|cv1680.xml
|cv14492.xml
|cv34075.xml
|cv37968.xml
|cv13739.xml
|cv6442.xml
|cv26224.xml
|cv5544.xml
|cv5648.xml
|cv10700.xml
|cv36217.xml
|cv37472.xml
relacionamento interpessoal|cv14340.xml
dinamicidade|cv14340.xml
capacidade de síntese|cv14340.xml
trabalhar em grupo e conduzir pessoas|cv14340.xml
Foco nos resultados|cv14340.xml
Trabalho em equipe|cv14340.xml
|cv37519.xml
trabalho com objetividade|cv38208.xml
sempre melhores resultados|cv38208.xml
priorizando a organização|cv38208.xml
|cv6176.xml
|cv27208.xml
|cv34754.xml
|cv9587.xml
|cv2903.xml
atividade e de estado|cv17916.xml
|cv29142.xml
Facilidade de Aprendizado|cv23227.xml
Lógica de Programação|cv23227.xml
facilidade para trabalhar em times|cv17459.xml
|cv9162.xml
|cv21440.xml
|cv14203.xml
o mercado de trabalho|cv4943.xml
inovadoras|cv4943.xml
capacidade para alavancar ou modificar a empresa|cv4943.xml
Capacidade empreendedora|cv4943.xml
proativo|cv1474.xml
facilidade comunicação e trabalho em equipe|cv1474.xml
|cv5785.xml
|cv4524.xml
|cv7256.xml
|cv9392.xml
Facilidade de trabalhar em equipe|cv7761.xml
agilidade na execução de tarefas|cv7761.xml
boa comunicação interpessoal|cv7761.xml
organização|cv7761.xml
responsabilidade|cv7761.xml
Teste|cv7761.xml
|cv38483.xml
|cv16107.xml
bom relacionamento interpessoal|cv15003.xml
flexível|cv15003.xml
adaptável|cv15003.xml
|cv27311.xml
|cv2377.xml
|cv14707.xml
|cv27584.xml
|cv26372.xml
|cv26762.xml
|cv36841.xml
|cv9329.xml
|cv4018.xml
|cv38839.xml
|cv19447.xml
fácil relacionamento|cv8336.xml
capaz de desempenhar em qualquer equipe|cv8336.xml
Proativo|cv8663.xml
comunicativo|cv8663.xml
ótimo relacionamento interpessoal|cv8663.xml
trabalho|cv8663.xml
|cv8861.xml
|cv22851.xml
|cv23103.xml
