id,traininghistory_text,traininghistory_training_description,traininghistory_training_enddate_anydate,traininghistory_training_enddate_stringdate,traininghistory_training_enddate_year,traininghistory_training_enddate_yearmonth,traininghistory_training_entity,traininghistory_training_qualifications_qualification,traininghistory_training_startdate_anydate,traininghistory_training_startdate_year,traininghistory_training_startdate_yearmonth,traininghistory_training_type
cv51869.xml,• curso operador de micro (informática) - módulo (ipd  digitação  windows  word  excel  powerpoint  access  coreldraw  internet  print art  fire works  photoshop). new world - carga horária: 140 horas - conclusão: 2006  • aplicação teste palográfico - doutora/ mestre lígia oliveira carga horária: 40 horas - conclusão: 2014  • orientação vocacional - ceap carga horária: 120 horas - conclusão: 2015  • recrutamento & seleção - cursos online sp do brasil carga horária: 40 horas (ead) - período: agosto de 2016  • treinamento & desenvolvimento - cursos online sp do brasil carga horária: 60 horas (ead) - período: agosto de 2016  • psicologia e diversidade sexual - associação brasileira de educação carga horária: 120 horas - período: setembro a outubro de 2017 ,carga horária: 120 horas - período: setembro a outubro de 2017,,,2015,2017-10,carga horária,,,,2017-09,unknown
cv44526.xml,excelência no atendimento - instituto legislativo brasileiro - 20 horas. desenvolvimento de equipes - instituto legislativo brasileiro - 20 horas. php e mysql - alura - 12 horas. uml - alura - 12 horas. empreendedorismo - senai - 14 horas.,empreendedorismo - senai - 14 horas,,,,,senai,,,,,unknown
cv54891.xml,"""o papel do estado e da sociedade civil na política nacional sobre drogas"" 04/2012 - carga horária: 04 horas •  minicurso ""rorschard  arte e psicanálise"" 09/2012 - carga horária: 04 horas •  seminário ""subjetividade  ética e política e i encontro nacional de psicologia política e feminista"" 10/2012 - carga horária: 16 horas •  seminário ""15 anos de psicologia na ucb"" 10/2013 - carga horária: 16 horas •  atividade complementar ""normas da abnt"" 05/2014 - carga horária: 1 hora •  seminário ""psicologia e direitos humanos"" 11/2014 - carga horária: 16 horas •  palestrante em ""experiências em avaliação de desempenho"" na disciplina psicologia e práticas de gestão de pessoas  do curso de psicologia da universidade católica de brasília em 04/05/2016. •  palestrante em ""experiências em avaliação de desempenho"" na disciplina psicologia e práticas de gestão de pessoas  do curso de psicologia da universidade católica de brasília em 04/10/2016. •  workshop de feedback - carga horária: 06 horas ",psicologia da universidade católica de brasília em 04/10/2016. •  workshop de feedback - carga horária: 06 horas,2016-10-04,,,2014-11,psicologia da universidade católica de brasília,,,,,unknown
cv44478.xml,•  inglês-básico • conhecimentos intermediários em pacote office • conhecimentos avançados em informática,conhecimentos avançados em informática,,,,,conhecimentos avançados em informática,,,,,unknown
cv53153.xml,• analista governança e projetos (itil v3 / cobit / pmp) - trainning education services • scrum master  - green • uml - treinaweb,uml - treinaweb,,,,,,pmp,,,,unknown
cv51908.xml,• inglês - básico • operador de microcomputadores • técnico em relações humanas no trabalho,técnico em relações humanas no trabalho,,,,,,,,,,unknown
cv51479.xml,• técnica em administração de empresas. etec de são josé dos campos  conclusão em 2012.,técnica em administração de empresas. etec de são josé dos campos  conclusão em 2012,,,2012,,,,,,,unknown
cv48829.xml,superior completo   idade: 27 anos aceita propostas como: indiferente disponibilidade: até 1 semana inglês: tecnico espanhol básico sexo: masculino possui empresa aberta ? não   portador de necessidades especiais ? não pretensão salarial clt: a partir de r$ 3.500 00   pj: a combinar última atualização: 25/06/18 três anos na empresa stefanini e nela até o presente momento. exercendo o cargo de analista desenvolvedor de sistema  trabalhando na parte de sustentação. experiencia com asp.net/ c#  c#  vb.net  vb 6  sql server  jquery  javascript e web api c/ asp.net e atendendo empresas (cielo  bradesco  itaú  alelo e elo).. um ano de experiência em programação asp na empresa proage. proage uma empresa que tem atuação no gerenciamento de projeto  atuava na área de desenvolvimento  prestando suporte a códigos javascript  jquery  asp e algumas bibliotecas c# além de auxiliar no gerenciamento do sql server. um ano de estágio (help desk) na empresa tv alphaville prestando suporte  de redes e telefonia. prestava suporte por telefone  a toda região de alphaville  solucionando problemas de conexão a rede datv alphaville curso superior cursando análise desenvolvimento de sistemas - anhanguera - 5° semestre(ultimo semestre),semestre,2018-06-25,current,,,,,,,,unknown
cv51606.xml,* pacote office (windows  word  excel  power point  internet  outlook) * recrutamento e seleção - iped * gestão de pessoas - laboro * assistente administrativo - prime * auxíliar de escritório - iped,auxíliar de escritório - iped,,,,,auxíliar de escritório,,,,,unknown
cv48555.xml,•  scrummaster - csm (knowledge21) 2018 •  ti.exames - análise de negócios (exin bcs foundation) 2018   •  dissemine - engenharia de requisitos - preparatório cpre-fl 2015 •  ibsti soluções em tecnologia - rup 2014 •  uninove - formação básica em oracle - pl/sql 2009 •  uninove - lógica de programação 2009 •  ibm - itil 2009 •  uninove - uml 2008 •  faculdade nda - formação básica em linux 2006   habilidades e conhecimentos •  ferramentas de gestão de projetos: mantis sirius jira tfs redmine •  tortoise svn •  asp.net (c#) •  sql server oracle •  prototipação: axure balsamiq pencil •  análise de negócio: bizagi ,habilidades e conhecimentos •  ferramentas de gestão de projetos: mantis sirius jira tfs redmine •  tortoise svn •  asp.net (c#) •  sql server oracle •  prototipação: axure balsamiq pencil •  análise de negócio: bizagi,,,2006,,faculdade nda,,,,,unknown
cv44255.xml,fundamentos de segurança da informação - tiexames - exin green it citizen - tiexames - iso/iec 20000 - sistema de gestão de serviços de ti - tiexames - reuniões produtivas - webaula porto seguro - condições gerais seguro automóvel - webaula porto seguro - seguro empresarial - porto seguro empresa - webaula porto seguro - administração do tempo - webaula porto seguro - prevenção à lavagem de dinheiro (susep) - webaula porto seguro - prevenção e combate à fraude - webaula porto seguro - conceitos básicos de seguros - webaula porto seguro - competências organização e flexibilidade - porto seguro - dez competências porto seguro - porto seguro - técnicas de testes de software - porto seguro - análise ponto de função - porto seguro - preparatório para exame de certificação pmp - pmi-sp - gerenciamento de projetos - esi - itil® fundamentos - quint wellington redwood - primavera expedition for contract administration - stei - primavera project manager 5 - stei - workshop itil / control it - quint wellington redwood - certificação digital i  ii e iii (desenvolvimento para .net) - certisign - microsoft project orange belt - iil - msf - microsoft solution framework essentials - ka solution - analyzing requirements and defining ms .net solution architectures - ka solution - hands on microsoft office system 2003 - microsoft brasil - introdução ao oracle 8i  sql e pl/sql - oracle - arquitetura e administração de banco de dados oracle 8i - oracle - backup e recovery de bancos de dados oracle 8i - oracle - performance tuning de banco de dados oracle 8i - oracle - administração de redes para banco de dados oracle 8i - oracle - análise essencial - choose technologies - linguagem c / c++ com poo - fundação santo andré - linguagem java - usp (ime) - computação ii - usp (ime) - casd / jcl-mvs / cobol / xpediter - humaitá tecnologia - inglês (até fce level) - cultura inglesa abril/2018 técnico em processamento de dados - codificador de programas - concluído em 1993 ete lauro gomes,ete lauro gomes,,,1993,2018-04,fce,,,,,unknown
cv44982.xml,2012   eibnet,2012   eibnet,,,2012,,,,,,,unknown
cv45084.xml,• desenvolvimento web - certificado pela udemy html  css • certificados pelo ciee. windows 7 microsoft office 2003 excel word erick luis da s. pereira,erick luis da s. pereira,,,,,,,,,,unknown
cv51585.xml,superior  publicidade e propaganda  1999 - 2003,superior  publicidade e propaganda  1999 - 2003,,,2003,,,,,1999,,unknown
cv48867.xml,•  uml requisitos com e.a - cubo tecnologia - 32 horas - janeiro de 2016 • metodologias conhecidas •  scrum •  uml • ferramentas utilizadas •  c# (frameworks 2.0  3.0  3.5  4.0 e 4.5  windows forms  web forms  windows services  entity framework  web application  asp  wpf  mvc  jquery  javascript) •  sql (manegement studio  integration services  reporting services) •  tfs (team foundation server) / source safe / svn •  enterprise architect (sparx) •  axure •  microsoft project •  vb .net (frameworks 2.0  3.0  3.5 e 4.0  windows forms  windows services  entity framework  web application  asp .net mvc 2) •  crystal reports •  oracle (10g) •  rfid (radio frequência) •  adam (automação) •  impinj (leitores de rfid) •  vb6 (com+  iis) •  visio •  asp.net + mvc 5 - cubo tecnologia - 32 horas - janeiro de 2015,asp.net + mvc 5 - cubo tecnologia - 32 horas - janeiro de 2015,,,,2015-01,5 - cubo tecnologia,,,,,unknown
cv48910.xml,net coders > desenvolvimento com xamarin ka solution tecnologia em software > foundations of microsoft .net 2.0 development  -  curso:2956 advanced foundations of ms .net 2.0  development  -  curso: 2957 visual studio 2008 asp.net 3.5  -  curso: 6463 implementing and maintaining microsoft sql server 2008 -   curso: 6231 global code  >  uml   análise de requisitos prime informatica > modelagem de dados diversas palestras assistidas por meio de meetups,diversas palestras assistidas por meio de meetups,,,,,ka solution tecnologia em software,,,,,unknown
cv48023.xml,● itil foundation certificate- exin-axelos global best practice-5431989 ● scrum fundamentals certified-scrumstudy in association with expertpm-606038 ● senai- montagem e configurações de microcomputadores 240 horas- 2009 ● html básico- fundação bradesco-11 horas -2016 ,html básico- fundação bradesco-11 horas -2016,,,2016,,fundação bradesco,itil foundation certificate,,,,unknown
cv53048.xml,administração jboss as com alta performance e produtividade  4linux. (abril de 2018) - concluído devops essentials  4linux. (julho de 2018) - concluído mundo web com html5  4linux. (junho de 2018) - concluído treinamento rhce red hat  red hat - tecnisys df. (junho de 2012) - concluído treinamento rhcsa red hat  red hat - tecnisys df (junho de 2012) - concluído ,(junho de 2012) - concluído,,,,2012-06,,rhce,,,,unknown
cv43324.xml,certified scrum master (csm) - knowledge21 preparatório para os exames capm e pmp - ti.exames mssqlserver 7.0 designer e implementation - hepta informática rational unified process fundamentals - dba engenharia de sistemas requeriments management with usecases - dba engenharia de sistemas gerência de projetos - efti microsoft .net framework 2.0 web-based client development - eibsbnet,microsoft .net framework 2.0 web-based client development - eibsbnet,,,,,engenharia de sistemas,pmp,,,,unknown
cv41283.xml,/ palestras • pacote office - curso anchieta • inglês avançado i - cna • entrevistas por competências - escola integração • linguagem corporal - palestra de luciano orosco • o novo perfil profissional - palestra de luciano orosco • recursos humanos - fgv online • motivação nas organizações - fgv online • consultoria interna de recursos humanos - elizenda orlickas • análise grafológica - unicid • desenvolvimento pessoal e autorealização  - essenza umana,desenvolvimento pessoal e autorealização  - essenza umana,,,,,unicid,,,,,unknown
cv54968.xml,ingles avançado  casa thomas jefferson. (dezembro de 2018) - cursando,(dezembro de 2018) - cursando,,,,2018-12,,,,,,unknown
cv21330.xml,csm  scrum e gestão 3.0  2012 - 2012,csm  scrum e gestão 3.0  2012 - 2012,,,2012,,,,,2012,,unknown
cv49382.xml,• desenvolvedor front-end - alura 10/2017 • certificação oracle 12c: exame 1z0-061 - alura 10/2017 • desenvolvedor java web - alura 10/2017 • desenvolvedor javascritpt - alura 10/2017 ,desenvolvedor javascritpt - alura 10/2017,,,,2017-10,,,,,,unknown
cv52102.xml,•   curso de inglês em exchange idiomas ano: 2013   •   scrum: um método ágil - www.cursoslivresead.com.br - 20 horas - ano 2016   •   curso de desenvolvimento de aplicações mobile híbridas com ionic 2 - www.treinaweb.com.br - ano: 2017   •   cursos java e orientação a objetos  hibernate  jpa  ejb  jsf e primefaces - alura 2017   •   git: controle e compartilhe seu código - 16 horas - alura 2017   •   curso certificação java se 7 programmer i: o básico de java - alura - 2018   •   curso certificação java se 7 programmer i - tipo de dados - alura - 2018   •   curso laravel mais técnicas e webapps poderosas - alura - 2018 pretensão salarial salário bruto no valor de r$5.000 00 clt. valor negociável para empresas que possuam benefícios.   •   java e jsf i: sua aplicação web com jsf2 - 40h - alura - 2017 ,java e jsf i: sua aplicação web com jsf2 - 40h - alura - 2017,,,2017,,,,,,,unknown
cv47579.xml,senac sp - lapa scipião curso: html5 & css3. período: julho de 2015 / agosto de 2015. alura cursos online curso: html5 & css3 i & ii e atualmente estudando java script. período: novembro 2016 / janeiro 2017.,período: novembro 2016 / janeiro 2017,,,,2017-01,senac sp - lapa scipião,,,,2016-11,unknown
cv49830.xml,•  treinamento certified scrum master (csm) - k21 •  treinamento certified scrum product owner (cspo) - k21 •  agile 3.0 - k21 •  preparatório para pmp do pmi - dpg projetos •  itil intermediate osa - ti exames •  bpmn - dissemine treinamento •  lógica de programação - softblue •  sql server - senai •  sql server 2008 - eibnet •  banco de dados db2 - perallis it inovation,banco de dados db2 - perallis it inovation,,,,,senai,,,,,unknown
cv44221.xml,• intercâmbio ao canadá - 1997 pessoal • comunicativa • organizada  proativa e facilitadora • dinâmica  objetiva e lógica • gestora de pessoas • em constante aprendizado sem apego a ferramentas ou ideologias. • contabilidade financeira avançada - comércio exterior e câmbio - 2000,contabilidade financeira avançada - comércio exterior e câmbio - 2000,,,2000,,contabilidade financeira avançada - comércio exterior e câmbio,,,,,unknown
cv45664.xml,●   curso docker: criando containers sem dor de cabeça - instituição: alura - ano: 05/2018 ●   curso jax-rs e jersey: domine a criação de webservices rest - instituição: alura - ano: 09/2017 ●   curso uft com  bpt: automação de testes com hp-uft com  hp-bpt - ano: 05/2016 ●   aa1 - alm e testes (redmine  subversion  git  maven  nexus  jenkis  hudson  junit  selenium  jmeter e sonar) - instituição: global code - ano: 2014 ●   testes unitários com junit - instituição: caelum - ano: 2012 ●   testes automatizados com selenium  webdriver - instituição: caelum - ano: 2012 ●   testes de software para equipes ágeis - instituição: qualister - período: 15/06/2012 a 16/06/2012 - carga horária: 12 horas ●   gestão estratégica de ti - itil - instituição: bradesco - período: 26/09/2011 a 11/10/2011 - carga horária: 41 horas ●   microsoft crm dynamics  - instituição: fiap-curso extensão - período: 07/12/2009 a 11/12/2009 - carga horária: 20 horas ●   banco de dados  mysql  módulo 1 - instituição: impacta tecnologia - período: 06/07/2009 a 17/07/2009 - carga horária: 40 horas ●   java e orientação a objetos - instituição: caelum - período: 14/03/2009 a 11/04/2009 - carga horária: 40 horas ●   lógica de programação/visual basic - instituição: compuway - período: 07/2000 a 01/2001 - carga horária: 56 horas ●   web  designer - instituição: escola senai anchieta - período: 06/2000 a 12/2000 -   carga horária: 50 horas ,web  designer - instituição: escola senai anchieta - período: 06/2000 a 12/2000 -   carga horária: 50 horas,2009-04-11,,2012,2000-12,escola senai anchieta - período,,2009-03-14,,2000-06,unknown
cv44533.xml,freecodecamp - frontend (cursando),freecodecamp - frontend (cursando),,,,,,,,,,unknown
cv45912.xml,• testes funcionais de aplicações android com appium (udemy) • testes automáticos + teste de software (udemy) • automação de testes com selenium webdriver em java (udemy) • curso de testes de softwares (qualiti software process) • fundamentos em testes de software (tiexames) • itil v2 e v3 (tiexames) • rational university/ibm - curso rational team test fundamentals for functional testing (robot e testmanager) • ms visual basic 6.0 (ecurso.com) • treinamento básico de escrituração fiscal • treinamento de gestão do tempo • treinamento de replicador. • conhecimento na ferramenta microsoft test manager 2010 • conhecimento básico na ferramenta jmeter • conhecimento básico na ferramenta magento enterprise • connhecimento básico na ferramenta ga (gerenciador auditeste). • administração de empresa conhecimento em informática: • conhecimento de periféricos referentes à frente de loja (impressora fiscal  scanner  etc.) • ambiente windows: ms word  power point  access e excel • linguagem de banco de dados: sql server e oracle • conhecimentos básicos nas ferramentas mantis e testlink • conhecimento no sistema gemco (gemco 2000  gemco 2002  pdv2000 e smartecf) • conhecimento nos sistemas linx (erp  franchising  pos manager  pos e datasync) • conhecimento na ferramenta rational ibm,conhecimento na ferramenta rational ibm,,,2002,,conhecimento em informática,,,2000,,unknown
cv47640.xml,bras figueiredo - 2310c- developing web application using microsoft visual studio 2008 up-class idiomas - inglês voltado para área de business - nível intermediário  data byte-web designer - photoshop  dreamweaver empregos anteriores:,empregos anteriores,,,,,up,,,,,unknown
cv44320.xml,•   avançado pacote office 2010. •   linguagem técnica de programação •   desenvolvimento web •   montagem e configuração de computadores •   modelagem de dados •   digitação informações adicionais •   objetivos atuar nesta empresa que vai ampliar ainda mais os meus conhecimentos  desenvolvimento profissional e de vida  sempre em harmonia com a qualidade do meu trabalho e a preparação dos meus dias para obter o sucesso esperado no ato da minha contratação.,no ato da minha contratação,,,,,linguagem técnica de programação,,,,,unknown
cv20075.xml,.   pós-graduado em análise estruturada de sistemas  1994.,pós-graduado em análise estruturada de sistemas  1994,,,1994,,,,,,,unknown
cv54185.xml,realizados no laboratório sabin - cuidando das emoções - out/2012 - gestão de risco e segurança do paciente - maio/2012 - gestão de relacionamento - agosto/2011 - comportamento organizacional - maio/2011 - desenvolver para crescer - processos de atendimento - abril/2011 - curso de auxiliar administrativo -  senai.   06/2005- 06/2006 ,curso de auxiliar administrativo -  senai.   06/2005- 06/2006,,,,2006-06,senai,,,,2005-06,unknown
cv51483.xml,• diversidade e inclusão - 2016   • v congresso brasileiro de psicodinâmica e clínica do trabalho - 2017   • autismo: a importância do diagnóstico precoce e da inclusão escolar- 2015   • ii diálogos em cognição e neurociências do comportamento. - 2016   • motivação nas organizações - 2016   • recursos humanos - 2016 ,recursos humanos - 2016,,,2016,,v congresso brasileiro de psicodinâmica e clínica do trabalho,,,,,unknown
cv43064.xml,análise de ponto de função - x25 treinamento gestão e análise de requisitos - efti/fatep curso avançado de uml - bluestar desenvolvimento em java - bluestar curso avançado de html - bluestar instalação do php em linux e windows - casa do software introdução ao php - casa do software prática em desenvolvimento de sistemas - bluestar princípios básicos sobre gerência de projeto - uneb college administração de redes - casa de software treinamento em análise de dados - correio braziliense lógica de programação - senac introdução a banco de dados - senac utilizando banco de dados - sql server - senac curso preparatório para cerificação scrum psm i - igovnights - online,curso preparatório para cerificação scrum psm i - igovnights - online,,,,,senac,,,,,unknown
cv43146.xml,• java  servlet  jsp  jstl  jdbc  maven  hibernate  jpa  spring mvc  spring  angular 2  typescript e nodejs. •   html5  css3  javascript  jquery e bootstrap. php oo •   designer patterns mvc sql •   postgresql laravel •   zend framework •   uml (unified modeling language). •   ionic (cursando). objetivo: ampliar novos conhecimentos e ter a chance de trabalhar em uma empresa onde possa ter a oportunidade de desenvolver ainda mais meu potencial e assim crescer juntamente com a empresa. participar no desenvolvimento da empresa agregando todos os meus conhecimentos e aprendendo cada vez mais  obtendo capacidade intelectual e aprimoramento pessoal.,aprimoramento pessoal,,,,,,,,,,unknown
cv53850.xml,matutino.previsão de  conclusão: segundo semestre de 2018. ㅡ competências básico: python  php  docker  apache e expo.io. intermediário: sql  javascript  visual basic script  java  html  css  linux  pacote office  microsoft windows e metodologias ágeis. fluente: inglês (escrita  leitura e fala),fluente: inglês (escrita  leitura e fala),,,2018,,pacote office,,,,,unknown
cv44194.xml,técnico em processamento de dados - spei linguagens de programação (cobol  natural  .net  delphi e java) - hsbc aplicativos e ferramentas para mainframe - hsbc cmmi for development - isd brasil preparatório para certificação pmp - pm21 e pert preparatório para certificação scrum - ka solution,preparatório para certificação scrum - ka solution,,,,,cmmi for development - isd,pmp,,,,unknown
cv51210.xml,senai   curso de c# e asp.net   2009 p3image   treinamento de elasticsearch   2016 página4,página4,,,2016,,senai,,,,,unknown
cv51693.xml,. quality assurance process - ibm services  2001   . english - aspect consult ca  2000   . outsourcing ( rh rebadge) - ibm services  2001 ,outsourcing ( rh rebadge) - ibm services  2001,,,2001,,assurance process - ibm services,,,,,unknown
cv53095.xml,•  esses são os últimos projetos nos quais trabalhei.  curso desenvolvedor android ekko - google udacity https://play.google.com/store/apps/details?id=com.mobile2you.ekko&hl=en sydney 2016 - 6 meses apcap - nova versão será liberada em breve  curso de kotlin desenvolvedor android udemy website unitech  wollongong - australia jan/2017 - dez/2017. sydney | 2018 •   manutenção em multiplas aplicações. •   responsável por gerir todas as modificações e testes  realizei importantes superior em sistemas de melhorias e correções de processos assim como novos desenvolvimentos  informação deixando as aplicações prontas para serem liberadas para o cliente. universidade cruzeiro do sul •   experiência com restful  comunicação com backend  broadcast receiver  json  são paulo | 2007 - 2011 google cloud management  armazenamento de dados interno  sql  listview  google maps para localização e montagem rotas em mapas  git & github para controle de versões. curso de inglês intensivo •   participação em reuniões sempre apresentando novas ideias para o kaplan institute desenvolvimento da aplicação e melhoria da performance. sydney | 2013 - 2014 •   testes em todos os cenários afim de encontrar possíveis bugs. 8 meses •   implementação da aplicação junto ao cliente.   jdhc3m jacksond1 ,jdhc3m jacksond1,,,2014,2017-12,google cloud management,,,2013,2017-01,unknown
cv48027.xml,• fundamentos de lógica com java • java básico • inglês - básico • cursos básicos de informática: windows  word  powerpoint e excel • montagem e manutenção de microcomputadores (hardware).,montagem e manutenção de microcomputadores (hardware),,,,,,,,,,unknown
cv51587.xml,técnico  ti  2009 - 2010,técnico  ti  2009 - 2010,,,2010,,,,,2009,,unknown
cv43369.xml,•  curso de modelo de negócio - sebrae - janeiro de 2018 •  preparatório para certificação lean six-sigma yellow belt - janeiro de 2018 •  curso de gestão de pessoas - fgv - outubro de 2017. ,curso de gestão de pessoas - fgv - outubro de 2017,,,,2017-10,fgv,,,,,unknown
cv52132.xml,inglês intermediário - wizard (2015) lógica  html  php com mysql+oo básico- eibneti (2015) ,lógica  html  php com mysql+oo básico- eibneti (2015),,,2015,,,,,,,unknown
cv47519.xml,•   2014-2015   design gráfico - curso profissionalizante - prepara cursos,2014-2015   design gráfico - curso profissionalizante - prepara cursos,,,2015,,,,,2014,,unknown
cv37384.xml,análise de sistemas  2007 - 2011,análise de sistemas  2007 - 2011,,,2011,,,,,2007,,unknown
cv35152.xml,• apf - contagem de ponto de função - 2017 • boot camp - bpmn • opm3 - avaliação de maturidade em gerenciamento de projetos • scampi 1.2  e cmmi 1.2 • cm - configuração e mudança • ppqa - process and product quality assurance • ver & val - verificação e validação • implementador do mps br 1.2 • pmi - treinamento profissional em gerência de projetos • mapeamento e modelagem de processos bpm e bpmn • desenvolvimento de sistemas - asp e java • ooad/uml - análise e projeto orientado a objeto,ooad/uml - análise e projeto orientado a objeto,,,2017,,boot camp,,,,,unknown
cv47921.xml,php conference 2011 - set/2011   c# visual studio web com mvc - 10264 - green treinamentos - nov/2012 ,c# visual studio web com mvc - 10264 - green treinamentos - nov/2012,,,,2012-11,studio web com mvc,,,2011,,unknown
cv50476.xml,●  udemy: spring framework master class - beginner to expert ●  caelum: arquitetura e design de projetos java ●  caelum: gerenciamento ágil de projetos de software com scrum ●  knowledge21: scrum certified product owner. habilidades/conhecimentos/tecnologias que já trabalhou ●  linguagem de programação: possuo bastante experiência com linguagens que utilizam de orientação a objeto  sendo a principal java. também já trabalhei com javascript  php  shell script e kotlin ●  frameworks/especificações java: trabalho bastante com incidentes de sistemas java que utilizam struts 1 e 2  jsf  servlet. para aplicações mais novas utilizo principalmente os módulos  da família spring e angular. já tive experiências com  ireport  hibernate/jpa  primefaces  jquery ●  servidores de aplicação: já trabalhei com jboss  apache tomcat e apache http server  possuindo maior domínio com jboss e apache tomcat ●  sistema operacional: trabalho principalmente com linux ●  integração contínua: possuo boa experiência com ferramentas de automatização como jenkins  sonatype nexus  apache maven  apache ant  apache subversion  git  gitflow. criação de fluxos para processos de integração contínua de acordo com as características da empresa. moderado conhecimento com: gitlab  docker  elasticsearch stack (logstash  elasticsearch  kibana e filebeat) ●  qualidade e teste de software: conhecimento moderado com práticas de test driven development - tdd  testes unitários  testes automatizados (seleniumhq)  sonarqube. próxima meta a alcançar ●  certificação oracle java oca iz0-808 - programmer i. previsão para concluir: 20/08/2018 ●  certificação oracle java ocp iz0-809 - programmer ii. previsão para concluir: 20/10/2018. inglês: casa thomas jefferson - 2002   ~ 2007,inglês: casa thomas jefferson - 2002   ~ 2007,2018-10-20,,2007,,casa thomas jefferson,,,2002,,unknown
cv45334.xml,assistente administrativo - senai departamento de pessoal - iped curso de psicopatologia forense - renova cursos autismo - abeline doença mental e psicologia - abeline,doença mental e psicologia - abeline,,,,,senai,,,,,unknown
cv41240.xml,iterasys curso formação de teste de software - 120 horas ilumna curso de itil v3 fundamentos da gestão de serviços de ti premium - 24 horas ka solution - são paulo/sp curso de c# - 40 horas curso 2778 writing queries using microsoft sql server 2008 - 24 horas curso 6231 maintaining a microsoft sql server 2008 database - 24 horas curso 6232 implementing a microsoft sql server 2008 database - 24 horas curso 20463 - implementando data warehouse com microsoft sql server 2014 curso 20462 - administering microsoft sql server 2014 databases curso 20486 - desenvolvendo aplicações web com asp.net mvc4 - visual studio curso 20487 - desenvolvimento para windows azure e de web services - visual studio curso 20532 - developing microsoft azure solutions curso 20533 - implementing microsoft azure infrastructure solutions impacta java - modulo i - 24 horas oracle 10g introdução a linguagem sql - 40 horas oracle 10g workshop de administração i - 40 horas excel - construindo dashboards (hands on) - 16 horas c# 2010 - módulo i - 40 horas 4linux 450 - linux fundamentals in cloud - 40 horas (cursando) 451 - linux security sysadmin in cloud - 40 horas (próximo modulo do 450) 452 - linux security servers in cloud - 40 horas (próximo modulo do 451) outras informarmações projeto samsung ocean o ocean é uma iniciativa mundial da samsung  trazida ao brasil  para incentivar o desenvolvimento de soluções em tecnologia móvel  utilizando plataformas e ferramentas da samsung  e fomentar a criação de novas empresas de base tecnológica (startups). com modernas instalações  o ocean oferece gratuitamente capacitação técnica combinada com temas relacionados à usabilidade e empreendedorismo  além do contato com especialistas da samsung e do mercado. baixe agora o aplicativo samsung ocean e acompanhe a agenda de eventos das unidades de são paulo e manaus startup one é o projeto final do mba  em que os alunos da fiap criam suas startups. o programa incentiva o empreendedorismo  a inovação e o networking. tema: upcar - kairoz - seu próximo carro a 2 cliques. sinopse: aplicativo para facilitar a pesquisa e compra de veículos. curso: mba em business intelligence (bi).,curso: mba em business intelligence (bi),,,,,fiap,itil v3,,,,unknown
cv42396.xml,gerenciamento de projetos: teoria e prática - projectlab - 2016 orientação à objetos e uml - 2008 casos de uso - 2012 formação mcad.net - instituto infnet - 2007 ,formação mcad.net - instituto infnet - 2007,,,2007,,instituto infnet,mcad,,,,unknown
cv55591.xml,certified scrum developer (csd) kleer agile coaching & training - 2009  scrum methodology fundação paulo feitosa / divus - 08/2009  abap/sap development fogás manaus - 09/2010  sap pi 7.1 fogás manaus - 05/2012  web development with java caelum ensino e inovação - 08/2012  querying microsoft sql server 2014 gondini - centro de treinamento autorizado microsoft - 02/2017  administering microsoft sql server 2014 databases gondini - centro de treinamento autorizado microsoft - 02/2017  developing microsoft sql server 2014 databases gondini - centro de treinamento autorizado microsoft - 02/2017  dev/ops and azure course microsoft florida-usa - 09/2017 ,microsoft florida-usa - 09/2017,,,2009,2017-09,gondini - centro,,,,,unknown
cv43336.xml,design sprint 2018 udacity inc. management 3.0 2018 happy melly lean inception 2018 direto ao ponto formação de gestores de processo (bpm) 2009 abpmp association of business process management professionals brasil 68h inglês intermediário ,formação de gestores de processo (bpm) 2009 abpmp association of business process management professionals brasil 68h inglês intermediário,,,2009,,gestores de processo (bpm),,,,,unknown
cv51946.xml,01/2003 - 09/2003,01/2003 - 09/2003,,,,2003-09,,,,,2003-01,unknown
cv49794.xml,caelum - java e orientação a objetos   40 horas   herança  polimorfismo  interface  controle de erros  threads. - java para desenvolvimento web   40 horas   jpa  spring mvc  servelets  hibernate. - laboratório java testes  jsf e design patterns   20 horas   tdd  jsf  testes automatizados  primefaces. alura - http: entendo a web por baixo dos panos   14 horas. - html5 e css3 i: suas primeiras páginas da web   32 horas. microsoft - from zero to hero: nosql & azure cosmos db   6 horas   acid  conceitos nosql  mongodb e azure cosmos db.,from zero to hero: nosql & azure cosmos db   6 horas   acid  conceitos nosql  mongodb e azure cosmos db,,current,,,,,,,,unknown
