id,qualifications_qualificationsummary
cv43062.xml,qualificacao e atividades  2017- auxiliar administrativo na administracao regional do cruzeiro ( 9 meses).  2016 - monitoria do curso de libras  nivel basico em contexto catolico.  2015 - estagio extracurricular no contexto psicossocial (departamento de atencao psicossocial/dpdf).  2015 - estagio curricular no centro de atencao psicossocial - caps ii taguatinga.  2014 - estagio curricular com atuacao em intervencao grupal (cefpa -ucb ).  2013 - estagio curricular com atuacao em intervencao em crise (cefpa -ucb).  2012 - voluntariado no servico de orientacao inclusiva da universidade catolica de brasilia (soi- ucb).
cv44796.xml,qualificacoes   experiencia consolidada na area de recursos humanos  com atuacao generalista adquirida em empresas de grande porte nos segmentos farmaceutico  telecomunicacao  call center  e cobranca;  solidos conhecimentos em recrutamento e selecao  treinamento e desenvolvimento  consultoria interna e bons conhecimento em departamento pessoal;  gestao de recrutamento e selecao  captacao e retencao de talentos operacionais ate niveis gerenciais  programas de estagios aprendizes e pcd;  desenvolvimento e aplicacao de treinamento tecnicos e comportamentais;  consultoria interna de recursos humanos  desenvolvimento e orientacao de lideres;  programas de endomarketing  reconhecimento e incentivo;  responsavel pelos eventos corporativo  e acoes de comunicacao interna;  implantacao do programa sesmet  apoio a area de seguranca do trabalho e medicina do trabalho;  desenvolvimento de politicas e normas interna;  gestao do departamento pessoal;  desenvolvimento do programas de turnover com reducao do indice de 16%para 3% ao mes apos 01 ano  de implantacao;  gestao de contratos de parcerias com universidade  cursos e palestras.
cv44770.xml,qualificacoes: profissional que combina experiencia de lideranca pratica com uma perspectiva de negocios estrategicos  com ampla experiencia nas areas de inovacao e gestao de ti. mais de 18 anos de experiencia trabalhando em grandes empresas e startups. coaching de equipes para potencializar a adocao de praticas ageis em empresas de diversos ramos de negocio  atuando como facilitador para garantir que os principios e valores presentes no manifesto agil sejam traduzidos em habitos nos times e suas respectivas organizacoes.  certificado psm i e pspo i pela scrum.org  certificado sfc pela scrumstudy  pmp professional e certificado itil  asf e devops master pela exin.
cv43049.xml,habilidades & competencias grande vivencia na area de tecnologia da informacao desde 1997  possuo conhecimento de ferramentas tais como suite ms office  visual basic 6.0  asp.net  visual basic.net  c#  active server page - asp  sql server ate versao 2014 e oracle ate versao 11g. em busca de novos desafios na carreira profissional  possuo facilidade na absorcao de novos conhecimentos  que sao possiveis de serem adquiridos mediante trabalho em equipe com profissionais serios e qualificados.
cv40326.xml,qualificacoes  +10 anos trabalhando como designer grafico; +08 anos trabalhando com html5 / css3 / jquery; +05 anos com designer responsivo usando bootstrap  zurb foundation e material design; +04 anos na criacao de layout e wireframes com illustrator e photoshop; +04 anos trabalhando com php / mysql no wordpress; +06 meses aproximadamente no aprendizado de tecnologias como javascript  angularjs  vuejs  bowerjs  gruntjs  bootstrap 4  laravel 5  gulpjs  mysql  workbench  heidisql  sass  less  zurb fundation 6.4  bem  smacss  mobile first  poo  mvc  git  bitbucket e web service (restfull).   atualizado em 30/09/2017
cv42637.xml,qualificacoes e atividades complementares     consultoria organizacional (instituto politecnico de ensino a distancia - iped  realizado em 2016).    dinamicas e testes na selecao ( escola virtual fundacao bradesco  realizado em 2016).    comunicacao escrita ( escola virtual fundacao bradesco  realizado em 2016).    ms excel 2010 - avancado ( escola virtual fundacao bradesco  realizado em 2013).   postura e imagem profissional ( escola virtual fundacao brasdesco  realizado em 2013).   contabilidade empresarial (escola virtual fundacao bradesco  realizado em 2013).   psicoterapia de grupo na abordagem fenomenologico - existencial (salvador  conclusao em 2011).   avaliacao e tratamento psicologico para criancas e adolescentes vitimas de violencia sexual (salvador  conclusao em 2011).   7o congresso norte e nordeste de psicologia (salvador  realizado em 2011).   7a feira de psicologia e educacao especial: caminhos para inclusao (faculdade cathedral  realizado em 2011).   emergencia e resgate (podium - treinamentos e consultorias  conclusao em 2008).   atendimento ao cliente (sebrae/rr  conclusao em 2006).   informacoes adicionais     conhecimentos em informatica.   disponibilidade para viagens.
cv45101.xml,conhecimentos em informatica html  xhtml  shtml  xml  css  javascript  dom  prototypejs  jquery  json  asp  php  java  python  velocity  freemarker. banco de dados sql server  mysql  oracle e postgresql. mongodb e node.js. ftp  apache  tomcat  weblogic  wildfly. so windows e linux. git  svn  cvs. eclipse  photoshop  fireworks  axure  ibm rational modeler  rup  scrum. projetos  requisitos  qualidade de software. arquitetura de software  gestao de mudanca. conhecimentos em seguranca da informacao  jenkis  fiddler.  resumo das experiencias gestao de projetos de software  lideranca de equipe de desenvolvimento. analise  desenvolvimento e manutencao de sistemas web  desktop e mobile.
cv42152.xml,qualificacoes     coloquio de psicologia escolar    encontro de psicanalise: freud alem da consciencia    avaliacao neuropsicologica da memoria    psicopatologia dos fundamentos a pratica clinica.
cv44313.xml,qualificacoes     ingles inicial - b3 (basico) - cilc    cnh b
cv43515.xml,habilidades/competencias  habilidade para negociacao  lideranca  relacionamento interpessoal e gerenciamento de equipe. habilidade para analise  sintese e raciocinio logico. habilidade para levantamento de necessidades junto aos usuarios (analista de negocio)
cv45630.xml,habilidades metodologias: prince2  mps-br  pmi (boas praticas)  asap  rup  scrum  uml;
cv44959.xml,qualificacoes e atividades complementares    ingles e espanhol basico local: centro educacional stella maris  nocoes de operador de micro i (windows  word  excel e internet  formatacao de computadores e configuracao de redes)
cv42123.xml,qualificacoes e atividades complementares    ingles - intermediario  tecnica vocal e violao - escola de musica de brasilia  curso atendimento e comportamento em ambiente corporativo - novo mundo  curso intermediario excel - escola da matematica  analise do comportamento - acbr (em curso)  informacoes adicionais    portador de necessidades especiais (pne)
cv45598.xml,qualificacoes  atuacao na area administrativa e financeira e rh com experiencia em contas a pagar/receber conciliacao bancaria  agendamento eletronico de pagamento dentro do banco  atendimento a fornecedor interno e externo  rotinas de pagamento  solicitacao e emissao de cheque  emissao de nota fiscal  boleto bancario  malotes  cotacao de preco  pedido de compra associado ao financeiro  negociacao de titulos vencidos  acompanhamento de entrega de mercadoria  frete  cartorio  carta de anuencia  instrumento de protesto  fe publica  certidao negativa  lancamento de nota fiscal no sistema tanto servico quanto material  tributos (cofins  pis  csll  iss  irrf  inss);  selecao de pessoal  admissao  controle de passagem  vale transporte  solicitacao de inclusao plano de saude  organizacao  rotina dos documentos para abertura de contas bancarias  controle de ponto  fechamento da folha de pagamento.
cv42196.xml,qualificacoes e atividades profissionais    ~~~~~~~~~~~~~~~~~~~~~      internet  word  excel e power point.    programacao orientada a objetivo com java. com carga horaria de 20 horas na faculdade projecao- unidade ceilandia.    sql saturday. com carga horaria de 8 horas  na faculdade projecao- unidade taguatinga.    sql completo. com carga horaria de 20 horas no softblue.    formacao e reciclagem de vigilantes athenas. concluiu curso de formacao de vigilantes em 22/06/2010.    auxiliar de secretariado;   auxiliar de departamento pessoal;   auxiliar de contabilidade;   auxiliar de publicidade. com carga horaria de 132 horas.    manutencao de micro. montagem e configuracao de micro  recuperacao de dados  manutencao e rede local i. com carga horaria de 40 horas.    web design grafico. corel draw  photoshop  flash e dreamweaver. com carga horaria de 40 horas     com cnh - b.  informacoes adicionais    ~~~~~~~~~~~~~~~~~~~~~~~~~~~    desenvolvimento nas areas de atendimento aos clientes internos e externos  prestando informacoes com conhecimentos em prestacao de servicos de apoio a clientes organizacao de informacoes e planejamentos de trabalho do cotidiano. habilidade para atender e anotar solicitacoes de funcionarios  clientes e fornecedores. todas as qualificacoes com praticas informatizadas.
cv44696.xml,informatica pacote office intermediario internet avancado
cv45664.xml,conhecimentos tecnicos  jmeter  devops  integracao continua  user-stories  json  yml  linux  mac  chat-bots  rest  soap  capybara  jsp  soupui  javascript  jquery  css  html  xml  spring boot  hibernate  collections  design patterns  tomcat  jenkis  orientacao a objetos  simuladores android sdk e xcode  richfaces  primefaces  uml  testes de mensageria  iso 8583.
cv45303.xml,outras qualificacoes   - operador de microcomputador: *windows *coreldraw *word *page maker *excel * internet *powerpoint * digitacao *access * hardware
cv45141.xml,habilidades / conhecimentos  gestao de equipe  comunicacao  gerencia de projeto tradicional pmbok  tecnicas de negociacao  gerenciamento de projetos ageis (scrum)  contagem de pontos de funcao  levantamento de requisitos  uml  metodologia de testes  gerenciamento financeiro  gestao de contratos  gestao de conflitos  conducao de reunioes de revisao de status  gestao de expectativa.  1 / 3   conhecimentos tecnicos sap r/3 ca clarity microsoft powerpoint bmc remedy action 2013 request system epm ibm rational (ars) requisitepro microsoft visio 2000 jira axure microsoft project 2013 outlook 2013 trello microsoft excel 2013 lotus notes
cv43389.xml,informatica   e  ensino medio.   trabalho de conclusao de curso (tcc) - sistema para o gerenciamento de tarefas de um buffet.   site de divulgacao para o tcc
cv43625.xml,conhecimentos  linguagem de programacao: php  framework's php: laravel e codeigniter  banco de dados: sqlserver  oracle e mysql  sistemas operacionais: windows e linux  sistema de controle de versao: git e svn  desenvolvimento de interfaces web: html5  css3 e jquery  virtualizacao: docker  cms: wordpress
cv42397.xml,areas de atuacao  desenvolvedor web/mobile
cv44709.xml,informatica   dominio dos programas: pacote office  internet  intranet  entre outros.
cv44821.xml,qualificacoes     programador de sistemas - ifb/df carga horaria: 205 horas    montador e reparador de computadores - senai/df carga horaria: 160 horas    instalador e reparador de redes de computadores - senai/df carga horaria: 200 horas    reparador de circuitos eletronicos - senai/df carga horaria: 280 horas    nocoes basicas sobre instalacao de servidores - mvm carga horaria: 32 horas    introducao ao active director - mvm carga horaria: 20 horas    nocoes de elaboracao de projetos - senai/df carga horaria: 20 horas    assistente administrativo - senai/df carga horaria: 160 horas  conhecimentos especificos gnu/linux  python  erp totvs educacional  cftv  telefonia  configuracao de equipamentos de rede  shell script  banco de dados mysql  eletronica.
cv44974.xml,informatica experiencia em linguagem java  sql  windows server  php
cv42685.xml,conhecimentos em informatica: windows  linux  pacote office  internet  digitacao.
cv44194.xml,informatica pacote office  ms project  jira  softexpert  visio  bizagi  project builder  qlikview  epm  ppm  primavera. linguagens de programacao (cobol  java  delphi  .net). sistemas operacionais (baixa e alta plataformas).
cv45612.xml,qualificacoes e atividades complementares   informatica - pacote office  imersao master coaching  ferramentas para marketing digital - google  desenvolvedor php - udemy (em andamento)
cv42365.xml,conhecimentos: java  javascript  html5  css3  typescript  angularjs(criacao de componentes  modulos  servicos e etc)  spring framework  servidores tomcat  jboss  wildfly e angular cli(ng serve). bancos de dados postgresql  mysql. conhecimentos em hibernate  jpa  jsp e jsf. conhecimento tambem em struts  e construcao de webservices soap e rest.
cv45145.xml,qualificacoes assessora e consultora praxis consultoria jr.     dez 2016 - dez 2017 curso auxiliar administrativo - 180h assessora da presidencia - gerenciamento do senac/rs planejamento estrategico; mapeamento de processos; treinamento em negociacao - 6h elaboracao de plano de carreira; treinamento em gerencia de projetos - 4h pacote office consultora em projetos de: mapeamento de competencias  desenvolvimento de equipe e orientacao profissional  experiencias academicas  projeto de iniciacao cientifica - estudo de gerente de frota ja transportes nacionais e internacionais metacontingencias e comportamentos out 2015 - mar 2016 cooperativos em dilemas sociais   ago 2017 - jun negociacao de fretes nacionais e internacionais; 2018. gerenciamento de frota  viagens e equipes;  projeto de extensao - circulo de cultura surda   jul gestao administrativa e financeira; 2016 - dez 2017 elaboracao e adaptacao de questoes de vestibular para a lingua brasileira de sinais.
cv44601.xml,| habilidades profissionais  trabalho em equipe criatividade lideranca
cv44237.xml,qualificacoes   asp.net mvc 4 / mvc5  asp classico  c#  scrum framework  ddd - domain driven design  angularjs  nodejs  bootstrap  web api / padrao rest  wcf  web forms  microsoft visual studio .net 2012  jquery  javascript  sqlserver  oracle  webservices  plataforma java / j2ee  jpa  jsp e servlets  frameworks: hibernate  jsf  spring  struts e ejb  gestao de fabrica de software  gestao de projetos  arquitetura de software  analise e levantamento de requisitos  uml  teste de software  administrador linux  pontos de funcao  business intelligence
cv42137.xml,  informatica: pacote office  internet
cv42266.xml,"qualificacoes e atividades profissionais    informatica basica e avancada (pacote office) - new word informatica.  montagem e configuracao de computadores (montagem  configuracao  instalacao  manutencao  cabeamento e redes) - pw informatica. informacoes adicionais   cnh - categoria ""b"" definitiva."
cv45496.xml,habilidades   desenvolvimento  de  atividades  administrativas  que  geram  resultados  positivos  visando integracao  melhoria  continua  dos  processos  e  agregacao  de valor e  diversificacao ao negocio.    assistente de direcao;   assistente de secretaria;   auxiliar financeiro;   assistente de recursos humanos;   coordenadora de ead;   consultora de vendas;
cv44383.xml,habilidades e competencias  conhecimento em outlook e windows 7  8 e 10; conhecimento em instalacao e manutencao de software e hardware; capacidade para gestao do tempo e de assumir responsabilidades; habilidade para lidar com mudancas; proatividade  boa comunicacao e empatia
cv44852.xml,qualificacoes    recursos humanos  administracao de pessoal: gestao da folha de pagamento e cadastro de estagiarios no sistema sap r3. gestao de beneficios: cadastro  analise e acompanhamento de pagamento de pensao por morte e processos judiciais  atendimento crm  conciliacao de pagamento. processo admissional: convocacao e admissao dos candidatos aprovados em concursos publicos petrobras  atendimento aos candidatos  palestra admissional  analise de documentacao admissional  cadastro  confeccao de contrato e termos devidos  encaminhamento para exames admissionais e psicologico  controle e arquivamento de documentos.  responsavel pelo banco de dados dos candidatos aprovados em editais  acompanhamento das validades dos concursos e eventuais convocacoes para o processo admissional da regional sao paulo/sul.    informatica  conhecimento intermediario em excel  word.
cv43974.xml,habilidades / conhecimentos     relacionamento com clientes  vendas  gerenciamento de projetos e lideranca de equipes.
cv44409.xml,qualificacoes e atividades complementares   informatica intermediaria / profissionalizante - (cedaspy  2 anos  conclusao em 2014). informacoes adicionais   desejo ingressar no quadro profissional dessa empresa e ocupar a vaga disponivel  com dedicacao  assim disponibilizar e aprender novas tecnicas e funcoes para crescer como pessoa e profissional.
cv44315.xml,conhecimentos:  banco de dados: sql server e mysql  oracle. linguagens: php  asp  java  jsp  html5  xml  dhtml  xhtml  javascript  jquery  php  php poo  framework laravel 5  wordpress  framework w3  css3 e bootstrap 3. ferramentas: photoshop  dreamweaver  flash  sql server 2005 / 2008.
cv45301.xml,conhecimentos em pacote office excel 2010 departamento pessoal lingua brasileira de sinais - libras
cv44924.xml,habilidades  informatica basica (windows  word  powerpoint  excel  adobe photoshop)  instalacao e configuracao de impressoras  etc   objetivo  colaborar em um ambiente de trabalho onde possa colocar em pratica meus conhecimentos em favor da instituicao na qual viso integrar  focando sempre o beneficio e o crescimento da organizacao e o crescimento profissional.
cv44594.xml,habilidades boa comunicacao  trabalho em equipe e iniciativa.
cv39720.xml,conhecimentos:    access  bootstrap  codeigniter  ibexpert  java  jsf  mysql  php
cv45562.xml,informatica  conhecimento basico na linguagem de programa c; conhecimento intermediario em word; conhecimento basico em excel; conhecimento intermediario em hardware de computadores; conhecimento basico na linguagem sql com a ferramenta mysql; conhecimento na linguagem de programa java;
cv45513.xml,"qualificacoes complementares    cursando ingles na escola times idiomas  no nivel activate.  ingles professional no ""projeto ingles para sao paulo"" - concluido modulo i  ii e iii;  informatica - ""word  excel  outlook  internet  paint  photoshop  powerpoint e habilidade em digitacao"";  curso: ""matematica financeira hp 12 c""  10 horas;  cursos on-line: - ""inbound marketing""  pela univerdade rock content  4 horas. - ""administracao e planejamento de financas pessoais""  pela escola virtual da fundacao bradesco  7 horas; - ""como gastar conscientemente""  pela fundacao getulio vargas  8 horas. - ""sustentabilidade no dia a dia: orientacoes para o cidadao""  pela fundacao getulio vargas  12 horas.   informacoes adicionais    disponibilidade de horario (manha e tarde).   carteira de habilitacao - cnh - categoria b."
cv45673.xml,qualificacoes   gestao integrada (gestao e organizacoes  gestao administrativa  introducao as areas funcionais de gestao) fundacao bradesco.   informatica- nivel basico (word  excel  internet)
cv44246.xml,qualificacao  ao longo de mais de 25 anos de experiencia na area de tecnologia  atuei em grandes empresas  nos segmentos de transporte e turismo  comercio e industria  seguradoras  clubes  livrarias  bancos  hospitais e assistencias medicas  iniciando minha carreira como desenvolvedora. experiencia em uml  scrum  kanban  gerenciamento de projetos  design thinking  bpmn  canvas  msproject  suite hp  ea  jira  babok para tecnicas de analise de negocios tempo atuacao com sprint's utilizando scrum e de 5 anos.
cv42522.xml,habilidades e competencias facilidade em cumprir normas estabelecidas; respeito hierarquico; facilidade em aprender novas areas; dinamico e criativo.
cv44560.xml,"qualificacoes e atividades profissionais     informatica   - pacote office    ingles   - basico     japones   - basico - incompleto informacoes adicionais   familiarizado com o sistema winthor  familiarizado com o sistema saib e bi  praxs (i10 manutencao)  sap ( folha de ponto  requisicoes e pds)  datasul ( folha de ponto)  no perfil profissional eu me classifico como sendo um   facilitador  . ""a pessoa com este talento e cuidadosa e vigilante. ela sabe que  apesar de tudo parecer em ordem  os riscos podem muito bem estar escondidos. em vez de nega-los ela os traz a tona. isto lhe possibilita planejar adiante e evitar que algo saia errado. e diplomatica quando precisa e afetiva com os amigos e familiares. possui a capacidade de recomendar  intermediar e aconselhar os outros. tem uma grande capacidade de absorver e compartilhar informacoes. e capaz de criar e manter um bom nome e aborda situacoes de maneira meticulosa. seleciona seus amigos cuidadosamente e mantem para si mesma suas opinioes quando a conversa se dirige para questoes pessoais. nao tem nenhum interesse de provocar conflitos. possui persistencia para acompanhar uma tarefa ate sua conclusao. e confiante  entusiasmada  de facil abordagem  obsequiosa e despretensiosa."" - vagas etalent mbti - infp"
cv43031.xml,informatica  erp sap pacote office  lotus notes
cv43704.xml,conhecimentos  sistemas operacional: ambiente windows 95/98  nt  2000  xp  vista  7  10 ferramentas(ide's): visual studio 2005/2008/2010/2012/2013/2015  visual code  tfs  visual sourcesafe  microsoft office. desenvolvimento: .net  asp.net  mvc  webapi  c#  vb.net  entity framework  linq  design patterns  oop (progamacao orientada a objeto)  uml  linguagem sql  peoplesoft e dapper. desenvolvimento web: javascript  jquery  html  bootstrap  ajax  css  xml. banco de dados: sql server  oracle  mysql  mongodb  ibm. coordenacao da area de teste: criacao de todos os artefatos para efetuar o teste de qualidade do software.  metodologia  qa qualidade de software. testes ( caixa branca  preta). metodo ageis. scrum. bpm -business process management. ddd - domain driven design.
cv43518.xml,qualificacoes  analise de sistemas  scrum master  scrum developer  process-management (kanban)  ferramenta de risco de mercado (sophis)  xml  ferramenta de enquadramento de fundos (charles river)  desenvolvimento de relatorios utilizando procedures e arquivos xml  levantamento de requisitos  linguagens de programacao: cobol  c#  vb6  java  oracle  sql server e erp oracle e-business suite  ferramentas: abs  crm  sian  jira  controle de andamento de demandas e controle de cronogramas  escopo  prazo e custo.
cv44466.xml,qualificacoes e atividades profissionais      certificado linguagem java basico - primer cursos do brasil;     certificado itil foundation certificate in it service management;     certificado exin agile scrum foundation;     conhecimento de php  html e css;     conhecimento my sql  sql server e db2;     conhecimento java  jpa  hibernate e jsf;     conhecimento linguagem advpl;     conhecimento em desenvolvimento plataforma android e restfull;     conhecimento em metodologia ageis;     conhecimento ms-project;     conhecimento guia pmbok 6a edicao;     curso formacao de analista erp protheus: configurador  arquitetura e instalacao  totvs devstudio  advpl i e advpl ii em 2014;     conhecimento ferramenta protheus;     configurador protheus (sigacfg);     arquitetura e instalacao protheus;     apsdu protheus;     modulos  protheus: faturamento  estoque  custo  financeiro  livros  fiscais  contabilidade gerencial  gestao  pessoal  controle  de  lojas  ativo  fixo  contabilidade  gerencial  e compras;  2      conhecimento windows server 2008  2012 e 2016;     conhecimento firewall  implantacao e configuracao sophos.   informacoes adicionais     disponibilidade para viagens e mudanca de cidade.   disponibilidade de horarios.   habilitacao categoria b.   ingles intermediario.   linkedin: https://br.linkedin.com/pub/victor-hugo/b5/245/124
cv43414.xml,habilidades pos-graduado   em  gestao  de  projetos  pelo  iesb  em  2017  tenho experiencia  desde  2015  na  area  de  gerenciamento  tendo  atuado exclusivamente no setor de tecnologia da informacao. alem do mais  gestao de  contratos  negociacao  e  gestao  de  fornecedores  sao  habilidades presentes. ainda estao entre minhas competencias: * metodologia pmp; * scrum  master  (certificado); * itil foundation(certificado); * lideranca; * boa  comunicacao;  *  java;  *  frameworks: jpa  hibernate  maven  primefaces  jsf; * desenvolvimento web orientado a objetos; * banco de dados  postgresql  e  mysql;  *  bpmn;  *  pacote  office  avancado;  *  ms project   servico de limpeza urbana / gerente de desenvolvimento
cv42855.xml,"qualificacoes e atividades profissionais    conhecimentos  intermediarios  de  windows  word  powerpoint  excel  internet  outlook.    curso  de  formacao  em  psicologia  hospitalar  promovido  pelo  instituto  de  cursos  e praticas  psicologicas - icpp  no  municipio  de  teresina-pi  realizado  no  periodo  de 28/08/2010 a 31/01/2011  (120 horas  sendo 60 horas de pratica no hospital da policia militar de teresina).    v jornada de autismo ""autismo e inclusao: discutindo metodologicas""  promovido pela associacao de amigos dos autistas do piaui-ama/pi  realizado em 5 a 7 de abril de 2013  (60 horas).   seminario com o tema  depressao   promovido pelo oscip inasp (instituto nacional de saude psiquica)  realizado no dia 05/05/2017  (05 horas).  objetivo    busco  a  excelencia  no  mercado  de  trabalho  visando  o  desenvolvimento  de  um trabalho  objetivo  e  gerador  de  resultados  de  forma  a  possibilitar  crescimento qualitativo e quantitativo para os envolvidos."
cv41112.xml,habilidades c#  linq to sql  expression lambda  dapper  entity framework 6.0  code first  fluent api  structure map  simple injector  unityofwork  wcf  webapi  rest e json  tdd  xunit  moq  design patterns  ddd  tfs  git  xhtml  html5  javascript  ajax  json  jquery  angular 1 e 2  ionic  css  xml  xslt  bootstrap  mvc 5  razor  iis 2012  transaction sql (stored procedure)  sql server  2012  mongo.db  nosql  php  scrum  cristal report.
cv44364.xml,5. informatica  dominio dos aplicativos windows  word  excel e internet (e-mail & navegacao web).
cv43432.xml,qualificacoes e atividades complementares     ingles instrumental - leitura e escrita;   blockchain: arquitetura e modelos de negocios;   conhecimento em metodologias ageis de desenvolvimento de software - ciclo scrum;   conhecimento em gerenciamento de projetos tradicionais: guia pmbok;   elicitacao e analise de requisitos;   analise e modelagem de negocios;  informacoes adicionais     fundadora da   startup save   water (http://savewater.tech/). desenvolvimento  do  aplicativo  mobile  me  poupa  disponivel  na  google play  store. participacao  como  expositora em  diversos  eventos  de  ti  como campus party brasil  campus party brasilia e campus party minas gerais  semana nacional de ciencia e tecnologia (mct)  brasilia mais ti (cldf).   vencedora  do  hackathon  blockchain   (mar.  2018)  organizado  pela aceleradora de startups cotidiano - 1o lugar  time icotech.   condecorada   com  medalha  da  vitoria  concedida  pela  portaria  no 1.121/md  de  25/04/2012  do  ministerio  da  defesa em  razao  da elaboracao  do  codigo  de  classificacao  das  atividades-meio  do ministerio da  defesa  com  participacao  de  integrantes  das  3  forcas  (exercito  marinha e aeronautica).
cv42572.xml,informatica: windows  excel  word  power point  internet  digitacao. 2012
cv44988.xml,conhecimentos em informatica .   pacote office (excel  powerpoint  word  outlook)  internet  ms project.   santana de parnaiba  sp dezembro de 2017. maria jozeane machado http://rh.zona8.com.br jozymachado@gmail.com (11)98824 0038
cv44767.xml,habilidades &  redes de computadores competencias  html & css  mysql  php  javascript  windows  linux  pacote office
cv41777.xml,conhecimentos    experiencia com desenvolvimento de sistemas utilizando as linguagens: jse  jee  java swing  java flex  c++  vb;   experiencia em banco de dados ( sql server  mysql ).   experiencia em metodologias ageis ( scrum  extremer programming e kanban ).   experiencia com ambiente de testes de sistemas web/mobile e desktop.   experiencia em ferramenta de teste junit.   experiencia com as ides: netbeans e eclipse.   experiencia com ferramenta de versionamento svn.   experiencia em linguagem de modelagem uml.   experiencia em levantamento e analise de requisitos  tecnicas de reuniao.   bons conhecimentos com ferramenta de versionamento git.   bons conhecimentos em itil  cobit e pmbok.   bons conhecimentos em soap  webservice  uddi  rest.   bons conhecimentos em ejb  hibernate  jsf  jpa.   bons conhecimentos em html5  css  javascript  ajax  xml.
cv45186.xml,* informatica: windows  word  excel avancado * ingles: intermediario
cv43069.xml,conhecimentos gerais   conhecimento em ca ppm  bpm  rup  pmbok  itilv3  scrum  sql  analise em ponto de funcao.
cv43980.xml,informatica  conhecimentos em windows  linux  unix  macos  ms office  br office  iworks  redes & protocolos  virtualizacao  cabeamento estruturado. servidores de firewall  dhcp  dns  proxy  dominio (ldap / ad)  e-mail (postfix)  aplicacoes web  ftp  backup  arquivos  streaming. html  css  jquery  javascript  ajax  php  java  mysql  delphi  firebird  sqlserver  oracle  postgresql  bancos de dados que tenho experiencia: - oracle   sql server  interbase / firebird  access  paradox  mysql
cv33959.xml,qualificacoes  adobe flex 4 - recursos avancados - eng adobe flex 3 - basico - eng web design 1 - html / dreamweaver - etb montagem  manutencao e configuracao de micro e perifericos - etb operador de micro - globo informatica
cv42396.xml,conhecimentos .net framework asp  javascript  jquery  html  css bancos de dados (sql server  informix) e t-sql analise orientada a objetos  uml visual basic 6
cv45789.xml,qualificacoes e atividades profissionais     cisco certified network associate - licenca csco12333780 -> verification code: 421707415396cmwm;   hcna-hntd (huawei certified network associate - huawei network technology and device) - licenca 010100101113806046171409;   aruba certified mobility professional - licenca aruba011109;   fortinet  network security professional - nse4- certificate number: nse4- 2017-34127   fortinet network sales associate;   itil foundation   ingles - avancado (ccaa).
cv45580.xml, soft-skills; o foco  produtividade
