id,licenseorcertification_description,licenseorcertification_effectivedate_firstissueddate_anydate,licenseorcertification_effectivedate_firstissueddate_year,licenseorcertification_effectivedate_firstissueddate_yearmonth,licenseorcertification_effectivedate_validfrom_year,licenseorcertification_effectivedate_validfrom_yearmonth,licenseorcertification_effectivedate_validto_stringdate,licenseorcertification_effectivedate_validto_year,licenseorcertification_effectivedate_validto_yearmonth,licenseorcertification_id,licenseorcertification_name
cv43515.xml,certification; found in certifications,,,,,,,,,25,sap (modulos (fi e hr)
cv43515.xml,certification; found in certifications,,,,,,,,,26,ms-visio
cv43515.xml,certification; found in certifications,,,,,,,,,27,ms project
cv43515.xml,certification; found in certifications,,,,,,,,,28,pacote office
cv43515.xml,certification; found in certifications,,,,,,,,,29,starteam
cv43515.xml,certification; found in certifications,,,,,,,,,30,sytsem arquitect (imb)
cv43515.xml,sytsem arquitect (imb),,,,,,,,,30,(imb)
cv43515.xml,sytsem arquitect (imb),,,,,,,,,30,sytsem arquitect
cv43515.xml,certification; found in certifications,,,,,,,,,33,bpo (ibm)
cv43515.xml,bpo (ibm),,,,,,,,,33,(ibm)
cv43515.xml,bpo (ibm),,,,,,,,,33,bpo
cv43515.xml,certification; found in certifications,,,,,,,,,36,bpmn (oracle)
cv43515.xml,bpmn (oracle),,,,,,,,,36,(oracle)
cv43515.xml,bpmn (oracle),,,,,,,,,36,bpmn
cv43515.xml,certification; found in certifications,,,,,,,,,39,mind map
cv43515.xml,certification; found in certifications,,,,,,,,,40,ferramenta ppm da hp (gestao de projetos)
cv44172.xml,certification; found in certifications; matched to list,,,,,,,,,1,project management professional
cv44172.xml,certification; found in certifications; matched to list,,,,,,,,,2,pmp
cv44172.xml,certification; found in certifications,,,,,,,,,3,entidade certificadora: pmi
cv44172.xml,certification; found in certifications,,,,,,,,,4,tipo de certificado: certificado oficial
cv44172.xml,certification; found in certifications,,2017,,,,,,,,certificado: agile scrum foundation - asf
cv44172.xml,certification; found in certifications,,,,,,,,,6,entidade certificadora: exin
cv44172.xml,certification; found in certifications,,2013,,,,,,,,certificado: cobit 4.1 foundation
cv44172.xml,certification; found in certifications,,,,,,,,,8,entidade certificadora: isaca
cv44172.xml,certification; found in certifications,,2013,,,,,,,,certificado: itil v3 foundation
cv45630.xml,certification; found in certifications,,,,,,,,,1,preparacao para certificacao pmi
cv45630.xml,certification; found in certifications,,,,,,,,,2,prince2 practitioner - certificacao britanica de gerenciamento de projetos
cv45630.xml,certification; found in certifications,,,,,,,,,3,mps-br
cv45197.xml,certification; found in certifications,,,,,,,,,1,scjp 5.0 - sun certified java programmer
cv45197.xml,certification; found in certifications; matched to list,,,,,,,,,2,scjp
cv45197.xml,certification; found in certifications; matched to list,,,,,,,,,3,sun certified java programmer
cv45197.xml,certification; found in certifications; matched to list,,,,,,,,,4,sun certified java
cv45197.xml,certification; found in certifications; matched to list,,,,,,,,,5,sun certified
cv45197.xml,certification; found in certifications; matched to list,,,,,,,,,6,certified java programmer
cv45197.xml,certification; found in certifications; matched to list,,,,,,,,,7,certified java
cv44039.xml,certification; matched to list,,,,,,,,,1,pmp
cv43653.xml,certification; matched to list,,,,,,,,,1,pmp
cv43653.xml,certification; matched to list,,,,,,,,,2,project management professional
cv43653.xml,certification; matched to list,,,,,,,,,3,ibm certified
cv43653.xml,certification,,,,,,,,,4,scrum fundation certified
cv43653.xml,certification,,,,,,,,,5,pmi-acp agile certified exam prep
cv44255.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv44255.xml,certification; found in certifications; matched to list,,,,,,,,,2,project management professional
cv44255.xml,certification; found in certifications; matched to list,,,,,,,,,3,foundation certificate in it service management
cv44255.xml,certification; found in certifications; matched to list,,,,,,,,,4,foundation certificate
cv44255.xml,certification; found in certifications; matched to list,,,,,,,,,5,certificate in it service management
cv44255.xml,certification; found in certifications; matched to list,,,,,,,,,6,certificate in it
cv44255.xml,certification; found in certifications,,,,,,,,,,certified professional ocp dba oracle (2003)
cv44255.xml,certification; found in certifications,,2017,,,,,,,,agile scrum foundation
cv44255.xml,certification; found in certifications,,2016,,,,,,,,information security foundation based on iso/iec 27002
cv44255.xml,certification; found in certifications,,2016,,,,,,,,green it citizen
cv43324.xml,certification; matched to list,,,,,,,,,1,pmp
cv43324.xml,certification; matched to list,,,,,,,,,2,project management professional
cv43324.xml,certification; matched to list,,,,,,,,,3,certified scrum master
cv43324.xml,processamento de dados - ucb - universidade catolica de brasilia (1999). certificacao: pmp - project management professional certification - pmi csm - certified scrum master - scrum alliance.,,,,,,,,,4,project management professional certification
cv45664.xml,certification; matched to list,,,,,,,,,1,certified tester
cv45664.xml,certification,,,,,,,,,2,certificacao scrum fundamentals certified
cv45664.xml,certification; found in certifications,,,,,,,,,3,de auditoria   e processos
cv45664.xml,certification; found in certifications,,,,,,,,,4,participacao na certificacao de projetos itil: pink elephant - it services
cv45664.xml,certification; found in certifications,,,,,,,,,5,participacao na certificacao de auditoria de qualidade cmmi
cv45664.xml,certification; found in certifications,,,,,,,,,6,participacao na certificacao de auditoria de qualidade iso 9001
cv44100.xml,certification; found in certifications; matched to list,,,,,,,,,1,certified network engineer
cv44100.xml,certification; found in certifications,,,,,,,,,2,enterasys certified network engineer
cv44100.xml,certification; found in certifications,,,,,,,,,3,link basic certified
cv44100.xml,certification; found in certifications,,,,,,,,,4,itil foundations - version 2 and version 3
cv44100.xml,certification; found in certifications,,,,,,,,,5,cobit 4.1 foundation
cv44100.xml,certification; found in certifications,,,,,,,,,6,itil v2 service manager (official training done)
cv45763.xml,certification; found in certifications; matched to list,,,,,,,,,1,microsoft certified professional
cv45763.xml,certification; found in certifications; matched to list,,,,,,,,,2,microsoft certified
cv45763.xml,certification; found in certifications; matched to list,,,,,,,,,3,jncia
cv45763.xml,certification; found in certifications; matched to list,,,,,,,,,4,juniper networks certified internet associate
cv45763.xml,certification; found in certifications; matched to list,,,,,,,,,5,jncis
cv45763.xml,certification; found in certifications; matched to list,,,,,,,,,6,juniper networks certified internet specialist
cv45763.xml,certification; found in certifications,,,,,,,,,7,jn0-522 (jncia-fwv) juniper networks certified internet associate  fwv
cv45763.xml,jn0-522 (jncia-fwv) juniper networks certified internet associate  fwv,,,,,,,,,7,(jncia-fwv)
cv45763.xml,jn0-522 (jncia-fwv) juniper networks certified internet associate  fwv,,,,,,,,,7,jn0-522
cv45763.xml,certification; found in certifications,,,,,,,,,10,jn0-400 (jncia-ex) juniper networks certified internet associate  ex
cv45763.xml,jn0-400 (jncia-ex) juniper networks certified internet associate  ex,,,,,,,,,10,(jncia-ex)
cv45763.xml,jn0-400 (jncia-ex) juniper networks certified internet associate  ex,,,,,,,,,10,jn0-400
cv45763.xml,certification; found in certifications,,,,,,,,,13,juniper networks - jn0-100 (jncia-junos) juniper networks junos associate  junos
cv45763.xml,juniper networks - jn0-100 (jncia-junos) juniper networks junos associate  junos,,,,,,,,,13,(jncia-junos)
cv45763.xml,juniper networks - jn0-100 (jncia-junos) juniper networks junos associate  junos,,,,,,,,,13,juniper networks - jn0-100
cv45763.xml,certification; found in certifications,,,,,,,,,16,mcafee - mcafee web gateway (msa-104.3 en)
cv45763.xml,certification; found in certifications,,2011,,,,,,,,exin - information technology infrastructure library (v3 - ed.    )
cv45763.xml,certification; found in certifications,,,,,,,,,18,isaca - cobit foundation exam v4.1
cv45763.xml,certification; found in certifications,,,,,,,,,,vmware - data center virtualization (vca6-dcv)
cv44096.xml,certification; matched to list,,,,,,,,,1,pmp
cv44096.xml,certification,,,,,,,,,2,pmi-acp agile certified exam prep
cv43826.xml,certification; matched to list,,,,,,,,,1,pmp
cv44221.xml,certification; matched to list,,,,,,,,,1,certified scrummaster
cv45141.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv45141.xml,certification; found in certifications; matched to list,,,,,,,,,2,project management professional
cv45141.xml,certification; found in certifications,,,,,,,,,3,prince2 (foundation and practitioner) certificado pela apmg  inglaterra
cv45141.xml,certification; found in certifications,,,,,,,,,4,extensoes
cv45141.xml,certification; found in certifications,,,2016-12,,,,,,,"curso ""o gerente de projetos e os metodos ageis"" - pmi"
cv45141.xml,certification; found in certifications,,,2015-09,,,,,,,curso de especializacao prince2 foundation and practitioner - raro project training center
cv45141.xml,certification; found in certifications,,,2011-05,,,,,,,curso de pontos por funcao - puc/rio
cv45141.xml,certification; found in certifications,,2011,,,,,,,,curso de gerencia de requisitos - petrobras
cv45141.xml,certification; found in certifications,,,2010-05,,,,,,,metodos ageis de gerencia de desenvolvimento de software - petrobras
cv45141.xml,certification; found in certifications,,,2008-10,,,,,,,workshop de gerencia de projetos - petrobras
cv45141.xml,certification; found in certifications,,,2008-03,,,,,,,"curso de oratoria ""como falar em publico"" - pensare treinamento e consultoria"
cv45141.xml,certification; found in certifications,,,2007-05,,,,,,,curso de competencias pessoais em gerenciamento de projetos - projectlab
cv45141.xml,certification; found in certifications,,,2007-03,,,,,,,curso de gerenciamento de riscos - verano
cv45141.xml,certification; found in certifications,,,2006-07,,,,,,,curso praticas em gerenciamento de projetos - uff
cv45141.xml,certification; found in certifications,,,2004-02,,,,,,,uml (unified modeling language)  - executrain
cv40366.xml,certification,,,,,2017-08,,,2018-03,,ago 2017- marco 2018 global english and business program certificate
cv45060.xml,certification; found in certifications,,,,,,,,,1,pmp certificada pelo pmi  - pmp # 1498294; csm - certified scrum master -scrum alliance
cv45060.xml,certification; found in certifications; matched to list,,,,,,,,,2,pmp
cv45060.xml,certification; found in certifications; matched to list,,,,,,,,,3,certified scrum master
cv45938.xml,certification; matched to list,,,,,,,,,1,acsp
cv43447.xml,certification; matched to list,,,,,,,,,1,pmp
cv43447.xml,certification; matched to list,,,,,,,,,2,project management professional
cv43447.xml,certification; matched to list,,,,,,,,,3,itil certified
cv43447.xml,certification,,,,,,,,,4,scrum master certified
cv44634.xml,certification; matched to list,,,,,,,,,1,pmp
cv44201.xml,certification; matched to list,,,,,,,,,1,certified tester
cv43150.xml,certification; matched to list,,,,,,,,,1,itil v3
cv44194.xml,certification; found in certifications,,,,,,,,,1,certificacao scrum e pmp (em andamento)
cv44194.xml,certification; found in certifications; matched to list,,,,,,,,,2,pmp
cv44632.xml,certification; found in certifications,,,,,,,,,1,scrum - exin
cv44632.xml,certification; found in certifications,,,,,,,,,2,itil - exin
cv44632.xml,certification; found in certifications,,,,,,,,,3,cobit - isaca
cv44632.xml,certification; found in certifications,,,,,,,,,4,iso 20000 (gestao de servicos) - exin
cv44632.xml,certification; found in certifications,,,,,,,,,5,iso 27000 (seguranca da informacao) - exin
cv44632.xml,certification; found in certifications,,,,,,,,,6,ingles - cursando nivel avancado (cultura inglesa- mac 1)
cv44632.xml,certification; found in certifications,,,,,,,,,7,espanhol - intermediario
cv43318.xml,certification,,,,,,,,,1,safe4 certified agilist
cv43318.xml,certification,,,,,,,,,2,scrum master certified
cv43835.xml,certification; found in certifications,,,,,,,,,1,itil foundation v3
cv45337.xml,certification; matched to list,,,,,,,,,1,foundation certificate
cv45337.xml,certification; matched to list,,,,,,,,,2,certificate in it
cv43737.xml,certification; matched to list,,,,,,,,,1,itil v3
cv44048.xml,certification; found in certifications; matched to list,,,,,,,,,1,certified associate
cv44048.xml,certification; found in certifications; matched to list,,,,,,,,,2,pmp
cv44048.xml,certification; found in certifications; matched to list,,,,,,,,,3,project management professional
cv44048.xml,certification; found in certifications; matched to list,,,,,,,,,4,foundation certified
cv44048.xml,certification; found in certifications,,,,,,,,,5,certified associate in project management  pmi
cv44048.xml,certification; found in certifications,,,,,,,,,6,scrum foundation certified  scrum study
cv44048.xml,certification; found in certifications,,,,,,,,,7,formacoes complementares
cv44048.xml,certification; found in certifications,,,,,,,,,8,fundamentos do scrum - preparatorio exame psm i
cv44048.xml,certification; found in certifications,,2016,,,,,,,,pmi - chapter sergipe
cv44048.xml,certification; found in certifications,,,,,,,,,10,estrategia vencedora (bmc/smc)
cv44048.xml,estrategia vencedora (bmc/smc),,,,,,,,,10,(bmc/smc)
cv44048.xml,estrategia vencedora (bmc/smc),,,,,,,,,10,estrategia vencedora
cv44048.xml,certification; found in certifications,,2017,,,,,,,,adaptativa
cv44048.xml,certification; found in certifications,,,,,,,,,14,programa prince 2 agile
cv44048.xml,certification; found in certifications,,2016,,,,,,,,cpma
cv44048.xml,certification; found in certifications,,,,,,,,,16,workshop agile lego challenge
cv44048.xml,certification; found in certifications,,,,,,,,,17,comunicacao eficaz
cv44048.xml,certification; found in certifications,,2016,,,,,,,,universidade corporativa do administrador
cv44048.xml,certification; found in certifications,,,,,,,,,19,curso de responsabilidade tecnica do administrador - cra
cv44048.xml,certification; found in certifications,,,,,,,,,20,desenvolvimento e lideranca. (carga horaria: 34h)
cv44048.xml,certification; found in certifications,,,,,,,,,21,instituto nacional de excelencia humana  inex  brasil
cv44048.xml,certification; found in certifications,,,,,,,,,22,ingles
cv44048.xml,certification; found in certifications,,,,,,,,,23,fisk centro de ensino  fisk  brasil
cv44048.xml,certification; found in certifications,,,,,,,,,24,wizard  brasil
cv44048.xml,certification; found in certifications,,,,,,,,,25,sped fiscal icms pis e ipi na pratica. (carga horaria: 8h)
cv44048.xml,certification; found in certifications,,,,,,,,,26,sindicato dos contabilistas do estado de sergipe  sindcont/se  brasil
cv44048.xml,certification; found in certifications,,,,,,,,,27,oratoria. (carga horaria: 8h)
cv44048.xml,certification; found in certifications,,,,,,,,,28,universidade paulista  unip  sao paulo  brasil
cv44048.xml,certification; found in certifications,,,,,,,,,29,cambio e operacoes bancarias intern. no com. ext.. (carga horaria: 16h)
cv44048.xml,certification; found in certifications,,,,,,,,,30,seminario aduaneiras s/c ltda  sas_forn  sao paulo  brasil
cv44048.xml,certification; found in certifications,,,,,,,,,31,siscomex  importacao. (carga horaria: 8h)
cv44048.xml,certification; found in certifications,,,,,,,,,32,formacao e capacitacao. (carga horaria: 80h)
cv44048.xml,certification; found in certifications,,,,,,,,,33,circulo de amigos do menor patrulheiro do guaruja  campg  brasil
cv44048.xml,certification; found in certifications,,,,,,,,,34,datilografia. (carga horaria: 360h)
cv44048.xml,certification; found in certifications,,,,,,,,,35,introducao a informatica. (carga horaria: 80h)
cv44019.xml,certification; found in certifications; matched to list,,,,,,,,,1,certified scrum master
cv44019.xml,certification; matched to list,,,,,,,,,2,pmp
cv44019.xml,certification; matched to list,,,,,,,,,3,certified tester
cv44019.xml,certification; matched to list,,,,,,,,,4,cfps
cv44019.xml,certification; found in certifications,,,,,,,,,5,certified scrum product owner
cv44019.xml,certification; found in certifications,,,,,,,,,6,certified funciton point practitioner
cv44019.xml,certification; found in certifications,,2011,,,,,,,,itil      foundation - information technology infrastructure library
cv44019.xml,certification; found in certifications,,,,,,,,,8,linguas estrangeira
cv44019.xml,certification; found in certifications,,,,,,,,,9,ingles intermediario
cv40508.xml,certification; matched to list,,,,,,,,,1,oracle certified associate
cv40508.xml,certification; matched to list,,,,,,,,,2,oracle certified
cv40508.xml,certification; matched to list,,,,,,,,,3,certified associate
cv40508.xml,certification; matched to list,,,,,,,,,4,sun certified java
cv40508.xml,certification; matched to list,,,,,,,,,5,sun certified
cv40508.xml,certification; matched to list,,,,,,,,,6,certified java
cv40508.xml,certification; matched to list,,,,,,,,,7,ccna
cv40508.xml,certification; matched to list,,,,,,,,,8,cisco certified network associate
cv40508.xml,certification; matched to list,,,,,,,,,9,cisco certified network
cv40508.xml,certification; matched to list,,,,,,,,,10,cisco certified
cv40508.xml,certification; matched to list,,,,,,,,,11,certified network associate
cv43974.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv43974.xml,certification; matched to list,,,,,,,,,2,cste
cv43974.xml,certification; found in certifications; matched to list,,,,,,,,,3,project management professional
cv43974.xml,certification; found in certifications; matched to list,,,,,,,,,4,certified tester
cv43974.xml,certification; found in certifications,,,,,,,,,5,certified tester foundation level
cv43974.xml,certification; found in certifications,,,,,,,,,6,certified tester advanced level
cv43974.xml,certification; found in certifications,,,,,,,,,7,cpre - isqi certified professional for requirements engineering
cv43974.xml,certification; found in certifications,,,,,,,,,8,ctfl - certified tester foundation level
cv43966.xml,certification; matched to list,,,,,,,,,1,pmp
cv41133.xml,certification; matched to list,,,,,,,,,1,mcsd
cv42937.xml,certification; found in certifications,,,,,,,,,1,administracao tecnica para adolescentes - cesam
cv42937.xml,certification; found in certifications,,,,,,,,,2,aplicacao de provas preparatorias para o enem - cespe / cebraspe
cv42937.xml,certification; found in certifications,,,,,,,,,3,office  - new word informatica
cv44989.xml,certification; found in certifications; matched to list,,,,,,,,,1,certified tester
cv44989.xml,certification; found in certifications; matched to list,,,,,,,,,2,certified scrum master
cv44989.xml,certification; found in certifications,,2016,,,,,,,,certified tester foundation level (bstqb-     )
cv44989.xml,certification; found in certifications,,2011,,,,,,,,certified scrum master (scrum alliance-     )
cv44989.xml,certification; found in certifications,,2013,,,,,,,,itil foundation (exin -     )
cv44085.xml,certification; matched to list,,,,,,,,,1,pmp
cv43492.xml,certification; found in certifications; matched to list,,,,,,,,,1,pmp
cv43492.xml,certification; found in certifications,,,,2017,,,,2017-11,,curso de ingles - proficiencia   cork english academy - irlanda   janeiro a novembro de 2017
cv43492.xml,certification; found in certifications,,2006,,,,,,,,analise de investimentos em projetos   fundacao getulio vargas
cv44246.xml,certification; matched to list,,,,,,,,,1,certified scrum master
cv44246.xml,certification,,,,,,,,,2,scrum fundamentals certified credential
cv43517.xml,certification; found in certifications,,,,2014,,,,,,04/14 ctfl - certified tester foundation level - (14 - ctfl - 03184 - br)
cv43517.xml,certification; found in certifications; matched to list,,,,,,,,,2,certified tester
cv42934.xml,certification; found in certifications,,,,,,,,,1,java fundamentals [ softblue.com.br 1421770d5dc0 ] - programacao cloud e backend
cv42934.xml,certification; found in certifications,,,,,,,,,2,android native development [ softblue.com.br 142176fcc8d3 ] - frontend  design e aplicacoes spa
cv42934.xml,certification; found in certifications,,,,,,,,,3,aplicacativos mobile (nativos ou hibridos)
cv42934.xml,certification; found in certifications,,,,,,,,,4,c ansi language [ softblue.com.br 162922514535
cv42934.xml,certification; found in certifications,,,,,,,,,5,motion graphics / video streaming
cv42934.xml,certification; found in certifications,,,,,,,,,6,3ds max [ cadritech / autodesk
cv42934.xml,certification; found in certifications,,,,,,,,,7,games 3d / vr
cv42934.xml,certification; found in certifications,,,,,,,,,8,conhecimentos tecnicos (linguagens  softwares e tecnologias)
cv42934.xml,certification; found in certifications,,,,,,,,,9,backend
cv42934.xml,certification; found in certifications,,,,,,,,,10,php oo banco de dados
cv42934.xml,certification; found in certifications,,,,,,,,,11,mysql
cv42934.xml,certification; found in certifications,,,,,,,,,12,frontend mobile & 3d
cv42934.xml,certification; found in certifications,,,,,,,,,13,nativo sql server
cv42934.xml,certification; found in certifications,,,,,,,,,14,tecnologias layout & design mobile 3d application
cv42934.xml,certification; found in certifications,,,,,,,,,15,sqlite html5 css3 ionic 3 blender
cv42934.xml,certification; found in certifications,,,,,,,,,16,frameworks firestore javascript es6 bootstrap android sdk 3ds max
cv42934.xml,certification; found in certifications,,,,,,,,,17,laravel realtime db vue js material design admob unity 3d
cv42934.xml,certification; found in certifications,,,,,,,,,18,angular semantic ui cordova unreal engine 4
