culture_country,culture_cultureinfo,culture_language,id
br,pt-br,pt,cv44797.xml
br,en-au,pt,cv45676.xml
br,pt-br,pt,cv44634.xml
br,pt-br,pt,cv2574.xml
br,pt-br,pt,cv42833.xml
br,en-au,pt,cv42771.xml
br,pt-br,pt,cv42473.xml
br,en-au,pt,cv42156.xml
br,pt-br,pt,cv35134.xml
br,en-au,pt,cv43269.xml
br,pt-br,pt,cv45883.xml
br,pt-br,pt,cv45656.xml
br,pt-br,pt,cv39451.xml
br,en-au,pt,cv42227.xml
br,pt-br,en,cv43508.xml
br,en-au,pt,cv43209.xml
br,en-au,pt,cv45110.xml
br,en-au,pt,cv44574.xml
br,pt-br,pt,cv43134.xml
br,nl-nl,pt,cv45219.xml
br,pt-br,pt,cv43851.xml
br,pt-br,pt,cv21862.xml
br,pt-br,en,cv39525.xml
br,pt-br,pt,cv42577.xml
br,pt-br,pt,cv42688.xml
br,en-au,pt,cv42563.xml
br,pt-br,pt,cv42149.xml
br,en-au,pt,cv42355.xml
br,pt-br,pt,cv44211.xml
br,pt-br,pt,cv39591.xml
br,pt-br,pt,cv42117.xml
br,pt-br,pt,cv45082.xml
br,pt-br,pt,cv44760.xml
br,pt-br,pt,cv41379.xml
br,pt-br,pt,cv43492.xml
br,pt-br,pt,cv44985.xml
br,pt-br,pt,cv42522.xml
br,en-au,pt,cv43356.xml
br,en-au,pt,cv39907.xml
br,pt-br,pt,cv45185.xml
br,pt-br,pt,cv42089.xml
br,pt-br,pt,cv43381.xml
br,en-au,pt,cv44598.xml
br,en-au,pt,cv45498.xml
br,en-au,pt,cv45019.xml
br,pt-br,pt,cv43575.xml
br,pt-br,pt,cv43622.xml
br,pt-br,pt,cv45290.xml
br,pt-br,pt,cv45313.xml
br,en-au,pt,cv44344.xml
br,en-au,pt,cv44880.xml
br,pt-br,pt,cv39611.xml
br,nl-nl,pt,cv42895.xml
br,pt-br,pt,cv44235.xml
br,en-au,pt,cv42605.xml
br,pt-br,pt,cv42832.xml
br,pt-br,pt,cv44224.xml
br,en-au,pt,cv40338.xml
br,en-au,pt,cv45016.xml
br,pt-br,pt,cv39608.xml
br,pt-br,pt,cv44770.xml
br,pt-br,pt,cv45956.xml
br,en-au,pt,cv44542.xml
br,pt-br,pt,cv44190.xml
br,pt-br,pt,cv44228.xml
br,en-au,pt,cv45240.xml
br,pt-br,pt,cv44219.xml
br,pt-br,pt,cv45113.xml
br,en-au,pt,cv42913.xml
br,en-au,pt,cv42176.xml
br,pt-br,pt,cv44338.xml
br,pt-br,pt,cv44541.xml
br,en-au,pt,cv45439.xml
br,en-au,pt,cv45325.xml
br,pt-br,pt,cv43515.xml
br,en-au,pt,cv45292.xml
br,pt-br,pt,cv45141.xml
br,pt-br,pt,cv44202.xml
br,en-au,pt,cv42194.xml
br,pt-br,pt,cv44750.xml
br,pt-br,pt,cv42154.xml
br,pt-br,pt,cv44336.xml
br,pt-br,pt,cv42147.xml
br,pt-br,pt,cv44391.xml
br,pt-br,pt,cv43367.xml
br,pt-br,pt,cv44850.xml
br,pt-br,pt,cv44917.xml
br,en-au,pt,cv45017.xml
br,en-au,pt,cv42573.xml
br,pt-br,pt,cv39531.xml
br,pt-br,pt,cv42169.xml
br,pt-br,pt,cv44073.xml
br,en-au,pt,cv42704.xml
br,pt-br,pt,cv45304.xml
br,pt-br,pt,cv39495.xml
br,en-nz,pt,cv45680.xml
br,en-au,pt,cv42787.xml
br,pt-br,pt,cv44949.xml
br,en-au,pt,cv44413.xml
br,pt-br,pt,cv43799.xml
br,en-au,pt,cv43896.xml
br,pt-br,pt,cv39632.xml
br,en-au,pt,cv43405.xml
br,pt-br,pt,cv44597.xml
br,pt-br,pt,cv42136.xml
br,pt-br,pt,cv44893.xml
br,pt-br,pt,cv45868.xml
br,pt-br,pt,cv45080.xml
br,pt-br,pt,cv44196.xml
br,pt-br,pt,cv42145.xml
br,pt-br,pt,cv45056.xml
br,pt-br,pt,cv44655.xml
br,nl-nl,pt,cv45065.xml
br,pt-br,pt,cv43749.xml
br,pt-br,pt,cv43135.xml
br,pt-br,pt,cv34194.xml
br,en-au,pt,cv44298.xml
br,en-in,pt,cv44947.xml
br,en-au,pt,cv45099.xml
br,pt-br,pt,cv43250.xml
br,pt-br,pt,cv44993.xml
br,pt-br,pt,cv43518.xml
br,en-au,pt,cv44530.xml
br,en-au,pt,cv44054.xml
br,pt-br,pt,cv39606.xml
br,pt-br,pt,cv42512.xml
br,pt-br,pt,cv45818.xml
br,pt-br,pt,cv44762.xml
br,en-au,pt,cv43019.xml
br,en-au,pt,cv45393.xml
br,de-de,pt,cv44661.xml
br,en-au,pt,cv45288.xml
br,en-au,pt,cv42506.xml
br,en-au,pt,cv44365.xml
br,en-au,pt,cv42120.xml
br,en-au,pt,cv44328.xml
br,en-au,pt,cv42503.xml
br,pt-br,pt,cv45938.xml
br,en-au,pt,cv42515.xml
br,pt-br,pt,cv43266.xml
br,pt-br,pt,cv39473.xml
br,pt-br,pt,cv43126.xml
br,pt-br,pt,cv44174.xml
br,en-au,pt,cv42143.xml
br,pt-br,pt,cv44805.xml
br,en-au,pt,cv42344.xml
br,en-au,pt,cv42847.xml
br,pt-br,pt,cv42841.xml
br,pt-br,pt,cv44143.xml
br,pt-br,pt,cv44133.xml
br,en-au,pt,cv42343.xml
br,pt-br,pt,cv44039.xml
br,pt-br,pt,cv42683.xml
br,pt-br,pt,cv45106.xml
br,pt-br,pt,cv39466.xml
br,pt-br,pt,cv44636.xml
br,pt-br,pt,cv42969.xml
br,en-au,pt,cv45517.xml
br,pt-br,pt,cv42845.xml
br,en-au,pt,cv42380.xml
br,en-au,pt,cv42855.xml
br,pt-br,pt,cv9118.xml
br,en-au,pt,cv42084.xml
br,pt-br,pt,cv45159.xml
br,pt-br,pt,cv42931.xml
br,pt-br,pt,cv39544.xml
br,en-au,pt,cv45509.xml
br,pt-br,pt,cv44182.xml
br,en-au,pt,cv42400.xml
br,en-au,pt,cv44881.xml
br,pt-br,en,cv39467.xml
us,pt-br,pt,cv45820.xml
br,pt-br,pt,cv44632.xml
br,pt-br,pt,cv44067.xml
br,pt-br,pt,cv45000.xml
br,en-au,pt,cv44154.xml
br,pt-br,pt,cv43119.xml
br,pt-br,pt,cv44838.xml
br,en-au,pt,cv44415.xml
br,pt-br,pt,cv38771.xml
br,en-au,pt,cv42995.xml
br,en-au,pt,cv45264.xml
br,pt-br,pt,cv45127.xml
br,pt-br,pt,cv43781.xml
br,pt-br,pt,cv44765.xml
br,pt-br,pt,cv39655.xml
br,en-au,pt,cv43895.xml
br,en-au,pt,cv42296.xml
br,pt-br,pt,cv44100.xml
br,pt-br,pt,cv45890.xml
br,en-au,pt,cv45402.xml
br,pt-br,pt,cv239.xml
br,pt-br,pt,cv42756.xml
br,en-au,pt,cv43040.xml
br,en-au,pt,cv42373.xml
br,pt-br,pt,cv45020.xml
br,en-au,pt,cv45018.xml
br,en-nz,pt,cv42245.xml
br,en-au,pt,cv38840.xml
br,pt-br,pt,cv40630.xml
br,en-ie,en,cv44215.xml
br,pt-br,pt,cv45003.xml
br,en-au,pt,cv44342.xml
br,pt-br,pt,cv42559.xml
br,pt-br,pt,cv44884.xml
br,pt-br,pt,cv41937.xml
br,en-au,pt,cv42510.xml
br,pt-br,pt,cv42667.xml
br,pt-br,pt,cv33949.xml
br,pt-br,pt,cv42879.xml
br,pt-br,pt,cv39556.xml
br,en-au,pt,cv42371.xml
br,en-au,pt,cv41765.xml
br,en-au,pt,cv45309.xml
br,en-au,pt,cv44771.xml
br,pt-br,es,cv39615.xml
br,en-au,pt,cv42880.xml
br,pt-br,pt,cv42649.xml
br,en-au,pt,cv39850.xml
br,pt-br,pt,cv45114.xml
br,pt-br,pt,cv44038.xml
br,en-au,pt,cv44262.xml
br,pt-br,pt,cv44106.xml
br,pt-br,pt,cv43702.xml
br,pt-br,pt,cv39463.xml
br,en-au,pt,cv44630.xml
br,en-au,pt,cv43184.xml
br,pt-br,pt,cv45186.xml
br,en-au,pt,cv37780.xml
br,pt-br,pt,cv45942.xml
br,pt-br,pt,cv45228.xml
br,pt-br,pt,cv45030.xml
br,pt-br,pt,cv44185.xml
br,pt-br,pt,cv44738.xml
br,en-au,pt,cv43081.xml
br,pt-br,pt,cv43357.xml
br,pt-br,pt,cv45655.xml
br,pt-br,pt,cv44220.xml
br,pt-br,pt,cv42379.xml
br,pt-br,pt,cv44644.xml
br,en-au,pt,cv42653.xml
br,pt-br,pt,cv44967.xml
br,pt-br,pt,cv43979.xml
br,pt-br,pt,cv45052.xml
br,en-au,pt,cv42684.xml
br,pt-br,pt,cv43704.xml
br,pt-br,pt,cv42992.xml
br,pt-br,pt,cv43562.xml
br,pt-br,pt,cv44302.xml
br,pt-br,pt,cv44709.xml
br,pt-br,pt,cv44178.xml
br,pt-br,pt,cv44778.xml
br,pt-br,pt,cv45677.xml
br,en-au,pt,cv42173.xml
br,pt-br,pt,cv44155.xml
br,pt-br,pt,cv44226.xml
br,en-au,pt,cv43835.xml
br,en-au,pt,cv44386.xml
br,en-au,pt,cv43811.xml
br,pt-br,pt,cv45272.xml
br,en-au,pt,cv45848.xml
br,en-au,pt,cv45090.xml
br,pt-br,pt,cv44443.xml
br,en-au,pt,cv42384.xml
br,pt-br,pt,cv39832.xml
br,en-au,pt,cv44258.xml
br,pt-br,pt,cv43808.xml
br,en-au,pt,cv43986.xml
br,pt-br,pt,cv39701.xml
br,pt-br,pt,cv21667.xml
br,pt-br,pt,cv45714.xml
br,en-au,pt,cv45298.xml
br,en-au,pt,cv45377.xml
br,pt-br,pt,cv43242.xml
br,pt-br,pt,cv43933.xml
br,en-au,pt,cv45382.xml
br,en-au,pt,cv43826.xml
br,en-au,pt,cv43048.xml
br,pt-br,en,cv43881.xml
br,en-au,pt,cv42339.xml
br,pt-br,pt,cv43291.xml
br,en-au,pt,cv33959.xml
br,pt-br,pt,cv44357.xml
br,pt-br,pt,cv44561.xml
br,en-au,pt,cv41832.xml
br,pt-br,pt,cv42655.xml
br,pt-br,pt,cv43533.xml
br,en-au,pt,cv41770.xml
br,en-au,pt,cv42834.xml
br,en-au,pt,cv44466.xml
br,en-au,pt,cv44918.xml
br,en-au,pt,cv44395.xml
br,pt-br,pt,cv43737.xml
br,pt-br,pt,cv44124.xml
br,pt-br,pt,cv42399.xml
br,en-au,pt,cv42269.xml
br,pt-br,pt,cv44973.xml
br,en-au,pt,cv43329.xml
br,en-au,pt,cv44701.xml
br,pt-br,pt,cv45673.xml
br,pt-br,pt,cv43517.xml
br,pt-br,pt,cv42382.xml
br,pt-br,pt,cv43147.xml
br,en-au,pt,cv45277.xml
br,pt-br,pt,cv44134.xml
br,en-au,pt,cv43974.xml
br,pt-br,pt,cv45337.xml
br,pt-br,pt,cv42682.xml
br,en-au,pt,cv44011.xml
br,en-au,pt,cv42123.xml
br,en-au,pt,cv45145.xml
br,pt-br,pt,cv43183.xml
br,en-au,pt,cv45057.xml
br,pt-br,pt,cv42564.xml
br,pt-br,pt,cv40281.xml
br,pt-br,pt,cv45522.xml
br,pt-br,pt,cv43088.xml
br,en-au,pt,cv44568.xml
br,en-au,pt,cv41642.xml
br,pt-br,pt,cv43049.xml
br,pt-br,pt,cv43036.xml
br,en-au,pt,cv44373.xml
br,en-au,pt,cv44474.xml
br,en-au,pt,cv45584.xml
br,pt-br,pt,cv44872.xml
br,pt-br,pt,cv39523.xml
br,pt-br,pt,cv44593.xml
br,en-au,pt,cv45650.xml
br,pt-br,pt,cv43917.xml
br,pt-br,pt,cv43332.xml
br,pt-br,pt,cv42954.xml
br,en-au,pt,cv43890.xml
br,pt-br,pt,cv44715.xml
br,en-au,pt,cv42350.xml
br,en-au,pt,cv44352.xml
br,pt-br,pt,cv43526.xml
br,en-au,pt,cv43945.xml
br,pt-br,pt,cv44179.xml
br,en-au,pt,cv42273.xml
br,en-au,pt,cv44512.xml
br,pt-br,pt,cv43434.xml
br,pt-br,en,cv39527.xml
br,pt-br,pt,cv44296.xml
br,pt-br,pt,cv45932.xml
br,en-au,pt,cv42632.xml
br,pt-br,pt,cv45764.xml
br,en-au,pt,cv42251.xml
br,pt-br,pt,cv44557.xml
br,en-au,pt,cv33922.xml
br,pt-br,pt,cv44407.xml
br,pt-br,pt,cv41179.xml
br,en-au,pt,cv43976.xml
br,en-au,pt,cv42135.xml
br,en-au,pt,cv43318.xml
br,pt-br,pt,cv45101.xml
br,pt-br,pt,cv44109.xml
br,pt-br,pt,cv44096.xml
br,en-au,pt,cv44536.xml
br,pt-br,pt,cv44815.xml
br,pt-br,pt,cv43854.xml
br,pt-br,pt,cv44798.xml
br,pt-br,pt,cv44392.xml
br,pt-br,pt,cv44916.xml
br,pt-br,pt,cv45055.xml
br,en-in,pt,cv44737.xml
br,en-au,pt,cv44526.xml
br,en-au,pt,cv44059.xml
br,pt-br,pt,cv44861.xml
br,pt-br,pt,cv45630.xml
br,pt-br,pt,cv44437.xml
br,pt-br,pt,cv45170.xml
br,en-au,pt,cv44866.xml
br,en-au,pt,cv43136.xml
br,pt-br,pt,cv44478.xml
br,en-au,pt,cv42119.xml
br,en-au,pt,cv43247.xml
br,en-au,pt,cv42926.xml
br,en-au,pt,cv44323.xml
br,pt-br,pt,cv42351.xml
br,pt-br,pt,cv43743.xml
br,pt-br,pt,cv39468.xml
br,pt-br,pt,cv42172.xml
br,pt-br,pt,cv44723.xml
br,pt-br,pt,cv44241.xml
br,pt-br,pt,cv44922.xml
br,en-au,pt,cv44079.xml
br,en-au,pt,cv44292.xml
br,pt-br,pt,cv43980.xml
br,pt-br,pt,cv17452.xml
br,en-au,pt,cv41677.xml
br,en-au,pt,cv42690.xml
br,pt-br,pt,cv42394.xml
br,pt-br,pt,cv41873.xml
br,pt-br,pt,cv42740.xml
br,pt-br,pt,cv44183.xml
br,en-au,pt,cv45612.xml
br,pt-br,pt,cv45031.xml
br,pt-br,pt,cv45002.xml
br,pt-br,pt,cv39789.xml
br,pt-br,pt,cv44595.xml
br,en-au,pt,cv44463.xml
br,pt-br,pt,cv44085.xml
br,en-au,pt,cv42256.xml
br,en-au,pt,cv45479.xml
br,pt-br,pt,cv45459.xml
br,pt-br,pt,cv44741.xml
br,pt-br,pt,cv42748.xml
br,en-au,pt,cv44277.xml
br,pt-br,pt,cv42298.xml
br,pt-br,pt,cv42509.xml
br,en-au,pt,cv42936.xml
br,en-au,pt,cv44172.xml
br,en-au,pt,cv19406.xml
br,pt-br,pt,cv43069.xml
br,pt-br,pt,cv43188.xml
br,en-au,pt,cv42937.xml
br,pt-br,pt,cv39555.xml
br,pt-br,pt,cv44242.xml
br,en-au,pt,cv42196.xml
br,en-au,pt,cv43468.xml
br,pt-br,pt,cv38500.xml
br,pt-br,pt,cv42397.xml
br,pt-br,pt,cv42826.xml
br,pt-br,pt,cv44705.xml
br,en-au,pt,cv43828.xml
br,pt-br,pt,cv21807.xml
br,en-au,pt,cv44767.xml
br,en-au,pt,cv45073.xml
br,pt-br,pt,cv38699.xml
br,pt-br,pt,cv45088.xml
br,en-au,pt,cv44297.xml
br,pt-br,pt,cv44255.xml
br,pt-br,pt,cv45627.xml
br,pt-br,pt,cv43065.xml
br,en-au,pt,cv44324.xml
br,en-au,pt,cv44334.xml
br,pt-br,pt,cv45595.xml
br,en-au,pt,cv42637.xml
br,en-au,pt,cv44651.xml
br,pt-br,pt,cv44977.xml
br,pt-br,pt,cv44970.xml
br,en-au,pt,cv44982.xml
br,en-au,pt,cv45023.xml
br,pt-br,pt,cv42675.xml
br,pt-br,pt,cv45084.xml
br,pt-br,pt,cv39496.xml
br,en-au,pt,cv41598.xml
br,en-au,pt,cv42337.xml
br,en-au,pt,cv42893.xml
br,pt-br,pt,cv42029.xml
br,pt-br,pt,cv44012.xml
br,en-au,pt,cv43031.xml
br,pt-br,pt,cv39458.xml
br,en-au,pt,cv44333.xml
br,en-au,pt,cv43966.xml
br,pt-br,pt,cv42665.xml
br,pt-br,pt,cv44274.xml
br,en-au,pt,cv44479.xml
br,pt-br,pt,cv42128.xml
br,pt-br,pt,cv39567.xml
br,en-au,pt,cv42587.xml
br,en-au,pt,cv42402.xml
br,en-au,pt,cv44355.xml
br,en-au,pt,cv42340.xml
br,pt-br,pt,cv44720.xml
br,pt-br,pt,cv44773.xml
br,pt-br,pt,cv45700.xml
br,pt-br,pt,cv45718.xml
br,en-au,pt,cv42260.xml
br,en-au,pt,cv45349.xml
br,pt-br,pt,cv44187.xml
br,pt-br,pt,cv44483.xml
br,pt-br,pt,cv39483.xml
br,pt-br,pt,cv43151.xml
br,pt-br,pt,cv42393.xml
br,pt-br,pt,cv44164.xml
br,pt-br,pt,cv45241.xml
br,en-au,pt,cv44330.xml
br,pt-br,pt,cv43143.xml
br,en-au,pt,cv42685.xml
br,pt-br,pt,cv45457.xml
br,en-au,pt,cv43321.xml
br,pt-br,pt,cv44622.xml
br,pt-br,pt,cv44823.xml
br,en-au,pt,cv42840.xml
br,pt-br,pt,cv44188.xml
br,pt-br,pt,cv44653.xml
br,pt-br,pt,cv44161.xml
br,en-au,pt,cv44203.xml
br,en-au,pt,cv43125.xml
br,en-au,pt,cv43814.xml
br,en-au,pt,cv43994.xml
br,en-au,pt,cv39723.xml
br,pt-br,pt,cv44248.xml
br,pt-br,pt,cv44968.xml
br,pt-br,pt,cv43578.xml
br,pt-br,pt,cv45092.xml
br,pt-br,pt,cv44227.xml
br,pt-br,pt,cv39474.xml
br,en-au,pt,cv43324.xml
br,pt-br,pt,cv41162.xml
br,pt-br,pt,cv39453.xml
br,pt-br,pt,cv45303.xml
br,en-au,pt,cv45403.xml
br,pt-br,pt,cv44263.xml
br,en-au,pt,cv42650.xml
br,en-au,pt,cv42773.xml
br,pt-br,pt,cv41283.xml
br,pt-br,pt,cv39596.xml
br,zh-cn,pt,cv44690.xml
br,pt-br,pt,cv42825.xml
br,pt-br,pt,cv44852.xml
br,en-au,pt,cv43293.xml
br,pt-br,pt,cv40132.xml
br,en-au,pt,cv42961.xml
br,pt-br,pt,cv42219.xml
br,zh-cn,pt,cv43621.xml
br,en-au,pt,cv42432.xml
br,nl-nl,pt,cv42925.xml
br,en-au,pt,cv44019.xml
br,en-au,pt,cv45364.xml
br,en-au,pt,cv44025.xml
br,en-au,pt,cv42229.xml
br,en-au,pt,cv40413.xml
br,en-au,pt,cv39321.xml
br,pt-br,pt,cv40491.xml
br,pt-br,en,cv39497.xml
br,en-au,pt,cv44002.xml
br,en-au,pt,cv44081.xml
br,en-au,pt,cv43718.xml
br,en-au,pt,cv42977.xml
br,en-au,pt,cv40356.xml
br,en-au,pt,cv42775.xml
br,en-au,pt,cv41586.xml
br,pt-br,pt,cv39646.xml
br,pt-br,pt,cv45665.xml
br,pt-br,pt,cv44824.xml
br,en-au,pt,cv44671.xml
br,pt-br,pt,cv43967.xml
br,pt-br,pt,cv39532.xml
br,en-au,pt,cv44409.xml
br,en-au,pt,cv45621.xml
br,pt-br,pt,cv45034.xml
br,en-au,pt,cv42086.xml
br,pt-br,pt,cv43348.xml
br,pt-br,pt,cv44209.xml
br,en-au,pt,cv42608.xml
br,pt-br,pt,cv44928.xml
br,en-au,pt,cv43414.xml
br,pt-br,pt,cv44685.xml
br,en-au,pt,cv42947.xml
br,pt-br,pt,cv43583.xml
br,pt-br,pt,cv21330.xml
br,pt-br,pt,cv41453.xml
br,pt-br,pt,cv43497.xml
br,pt-br,pt,cv42851.xml
br,pt-br,pt,cv44018.xml
br,pt-br,pt,cv42673.xml
br,pt-br,pt,cv43708.xml
br,pt-br,pt,cv44531.xml
br,en-au,pt,cv42152.xml
br,en-au,pt,cv44275.xml
br,en-au,pt,cv45494.xml
br,en-au,pt,cv42297.xml
br,pt-br,pt,cv41539.xml
br,en-au,pt,cv45580.xml
br,pt-br,pt,cv39507.xml
br,en-au,pt,cv43192.xml
br,pt-br,pt,cv45036.xml
br,en-au,pt,cv43448.xml
br,pt-br,pt,cv44964.xml
br,pt-br,pt,cv42171.xml
br,pt-br,pt,cv44234.xml
br,pt-br,pt,cv44684.xml
br,en-au,pt,cv44848.xml
br,pt-br,pt,cv45326.xml
br,en-au,pt,cv44487.xml
br,pt-br,pt,cv44697.xml
br,en-au,pt,cv45193.xml
br,en-au,pt,cv44825.xml
br,en-au,pt,cv42182.xml
br,pt-br,pt,cv41601.xml
br,en-au,pt,cv42568.xml
br,pt-br,pt,cv45075.xml
br,pt-br,pt,cv45884.xml
br,pt-br,pt,cv42565.xml
br,en-au,pt,cv44364.xml
br,pt-br,pt,cv44692.xml
br,pt-br,pt,cv44221.xml
br,pt-br,pt,cv44233.xml
br,en-au,pt,cv45855.xml
br,en-au,pt,cv44387.xml
br,pt-br,pt,cv44571.xml
br,pt-br,pt,cv44560.xml
br,en-au,pt,cv44270.xml
br,en-au,pt,cv42224.xml
br,en-au,pt,cv43286.xml
br,en-au,pt,cv43062.xml
br,en-au,pt,cv42909.xml
br,pt-br,pt,cv44708.xml
br,en-au,pt,cv45125.xml
br,pt-br,en,cv39515.xml
br,en-au,pt,cv45108.xml
br,en-au,pt,cv41940.xml
br,pt-br,pt,cv42212.xml
br,pt-br,pt,cv42085.xml
br,pt-br,pt,cv42536.xml
br,pt-br,pt,cv44785.xml
br,pt-br,pt,cv43509.xml
br,pt-br,pt,cv44289.xml
br,en-au,pt,cv45789.xml
br,pt-br,pt,cv45664.xml
br,pt-br,pt,cv42809.xml
br,en-au,pt,cv43138.xml
br,pt-br,pt,cv41371.xml
br,pt-br,pt,cv42109.xml
br,pt-br,pt,cv44238.xml
br,pt-br,pt,cv44707.xml
br,pt-br,pt,cv38451.xml
br,en-au,pt,cv44287.xml
br,pt-br,pt,cv42687.xml
br,pt-br,pt,cv44631.xml
br,en-au,pt,cv44354.xml
br,pt-br,pt,cv45763.xml
br,en-au,pt,cv42921.xml
br,pt-br,pt,cv43942.xml
br,pt-br,en,cv39648.xml
br,pt-br,pt,cv44191.xml
br,en-au,pt,cv42210.xml
br,pt-br,pt,cv44533.xml
br,pt-br,pt,cv45435.xml
br,en-au,pt,cv43397.xml
br,en-au,pt,cv43975.xml
br,pt-br,pt,cv45912.xml
br,en-au,pt,cv42267.xml
br,en-au,pt,cv45480.xml
br,pt-br,pt,cv43644.xml
br,en-au,pt,cv44457.xml
br,pt-br,pt,cv44776.xml
br,en-au,pt,cv45695.xml
br,pt-br,pt,cv42436.xml
br,pt-br,pt,cv44320.xml
br,en-au,pt,cv44601.xml
br,en-au,pt,cv42504.xml
br,en-au,pt,cv42475.xml
br,en-au,pt,cv41640.xml
br,pt-br,pt,cv43689.xml
br,pt-br,pt,cv44758.xml
br,en-au,pt,cv42362.xml
br,en-au,pt,cv42091.xml
br,en-au,pt,cv42477.xml
br,pt-br,pt,cv44121.xml
br,en-au,pt,cv43469.xml
br,en-au,pt,cv44339.xml
br,pt-br,pt,cv42395.xml
br,pt-br,pt,cv39624.xml
br,pt-br,pt,cv44335.xml
br,pt-br,pt,cv20075.xml
br,pt-br,en,cv43977.xml
br,en-au,pt,cv45262.xml
br,pt-br,pt,cv45359.xml
br,en-au,pt,cv45562.xml
br,en-au,pt,cv43870.xml
br,pt-br,pt,cv44953.xml
br,pt-br,pt,cv44605.xml
br,en-au,pt,cv45283.xml
br,pt-br,pt,cv43625.xml
br,pt-br,pt,cv39534.xml
br,en-au,pt,cv42003.xml
br,pt-br,pt,cv39658.xml
br,pt-br,pt,cv44286.xml
br,pt-br,pt,cv39738.xml
br,en-au,pt,cv43064.xml
br,nl-nl,pt,cv44058.xml
br,pt-br,pt,cv43060.xml
br,en-au,pt,cv43146.xml
br,pt-br,pt,cv42429.xml
br,pt-br,pt,cv42734.xml
br,en-au,pt,cv42365.xml
br,pt-br,pt,cv43510.xml
br,pt-br,pt,cv39666.xml
br,en-nz,pt,cv42861.xml
br,pt-br,pt,cv44306.xml
br,en-au,pt,cv41636.xml
br,pt-br,pt,cv44588.xml
br,en-au,pt,cv43100.xml
br,en-au,pt,cv44350.xml
br,pt-br,pt,cv43240.xml
br,en-au,pt,cv45197.xml
br,pt-br,pt,cv43537.xml
br,pt-br,pt,cv43693.xml
br,en-au,pt,cv44075.xml
br,pt-br,pt,cv43493.xml
br,pt-br,pt,cv44194.xml
br,en-au,pt,cv42785.xml
br,pt-br,pt,cv43516.xml
br,pt-br,pt,cv42211.xml
br,pt-br,pt,cv44833.xml
br,en-au,pt,cv42912.xml
br,pt-br,pt,cv44966.xml
br,pt-br,pt,cv40195.xml
br,en-au,pt,cv45347.xml
br,en-au,pt,cv42471.xml
br,en-au,pt,cv45035.xml
br,en-au,pt,cv42580.xml
br,pt-br,pt,cv44192.xml
br,pt-br,pt,cv45148.xml
br,en-au,pt,cv44573.xml
br,en-au,pt,cv44792.xml
br,cs-cz,cs,cv43110.xml
br,pt-br,pt,cv43731.xml
br,en-au,pt,cv41777.xml
br,pt-br,pt,cv43210.xml
br,pt-br,pt,cv44200.xml
br,en-au,pt,cv42885.xml
br,pt-br,pt,cv44694.xml
br,pt-br,pt,cv45116.xml
br,en-au,pt,cv44855.xml
