id,schoolorinstitution_degree_comments,schoolorinstitution_degree_datesofattendance_enddate_anydate,schoolorinstitution_degree_datesofattendance_enddate_stringdate,schoolorinstitution_degree_datesofattendance_enddate_year,schoolorinstitution_degree_datesofattendance_enddate_yearmonth,schoolorinstitution_degree_datesofattendance_startdate_anydate,schoolorinstitution_degree_datesofattendance_startdate_year,schoolorinstitution_degree_datesofattendance_startdate_yearmonth,schoolorinstitution_degree_degreedate_anydate,schoolorinstitution_degree_degreedate_year,schoolorinstitution_degree_degreedate_yearmonth,schoolorinstitution_degree_degreemajor_name,schoolorinstitution_degree_degreeminor_name,schoolorinstitution_degree_degreename,schoolorinstitution_degree_userarea_degreeuserarea_graduated,schoolorinstitution_degree_userarea_degreeuserarea_id,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreename,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreetype,schoolorinstitution_postaladdress_countrycode,schoolorinstitution_postaladdress_municipality,schoolorinstitution_postaladdress_region,schoolorinstitution_school_schoolname
cv53590.xml,grupo ser consultoria em recursos humanos - atuação universidade bandeirantes inicio: 02/03/06 término:05/01/07 cargo: estagiária recursos humanos,2007-01-05,,,,2006-03-02,,,2007-01-05,,,,,,,deg-1,,,,,,grupo ser consultoria em recursos humanos - atuação universidade bandeirantes
cv53590.xml,• atuei por onze meses em consultoria prestando serviço em instituição de ensino. (universidade bandeirantes)  realizando recrutamento de pessoal  triagem  análise e classificação de currículos  entrevistas de triagem e de seleção  correção de testes  participação em dinâmicas  realizando processo seletivo de cargos operacionais  docentes).  • noronha administração de imóveis ltda início: 01/1996 término:02/02/06 cargo: assistente administrativo  • atuei por nove anos na área administrativa  no ramo imobiliário  participando de toda a rotina administrativa do escritório.  • atendimento ao público (telefônico e recepção)  arquivo  emissão de recibo e compra de material de escritório. com vivências em recrutamento e seleção. graduação,2006-02-02,,,,,,1996-01,2006-02-02,,,,,,,deg-2,,,,,,instituição de ensino
cv53590.xml,pedagoga -universidade guarulhos início-02/2000 término-12/2003 psicologia-universidade guarulhos início-02/2004 término-06/2008,,,,2003-12,,,2000-02,,,2003-12,,,,,deg-3,,,,,,psicologia-universidade guarulhos
cv53590.xml,curso de entrevista por competência -grupo ser consultoria,,,,,,,,,,,,,,,deg-5,,,,,,grupo ser consultoria
cv43942.xml,processamento de dados com ênfase em oracle / sap - faculdade de informática e administração paulistana - fiap - 2000,,,2000,,notknown,,,,2000,,,,,,deg-1,,,,,,faculdade de informática e administração paulistana - fiap
cv42154.xml,• cursando: 8º período  noturno de psicologia  • faculdade estácio de sá,,,,,,,,,,,noturno de psicologia,,,false,deg-1,,,,,,faculdade estácio de sá
cv43498.xml,bacharelado em análise de sistemas - puc campinas - 2001,,,2001,,notknown,,,,2001,,puc campinas,,bacharelado em análise de sistemas,,deg-1,bachelors,bachelors,,,,
cv47675.xml,bacharelado em ciência da computação unip universidade do interior paulista  são paulo/brasil 2006  principais trabalhos acadêmicos ktk um toolkit gráfico que fornece um construtor de interfaces embarcado no aplicativo provendo uma nova maneira de construir gui's que permite ao usuário final construir sua própria interface modificando-a quando necessário. provê componentes de pseudo-transparência  foi desenvolvido em linguagem c++  é multiplataforma e utiliza o toolkit gtkmm. disponível em: http//emface.sf.net snackware projeto de fins recreacionais inspirado no popular software de simulação do projeto robocon,,,2006,,notknown,,,,2006,,gráfico,,bacharelado em ciência da computação,,deg-1,bachelors,bachelors,br,são paulo,,unip universidade do interior paulista
cv34194.xml,•  bacharel em sistemas de informação (2012). facnet - anhanguera.,,,2012,,notknown,,,,2012,,sistemas de informação,,bacharel em sistemas de informação,,deg-1,bachelors,bachelors,,,,facnet - anhanguera
cv34194.xml,•  pós graduação - desenvolvimento de sistemas para web (falta certificado). facnet - anhanguera.,,,,,,,,,,,desenvolvimento de sistemas para web,,pós graduação,,deg-2,bachelors,bachelors,,,,facnet - anhanguera
cv48794.xml,•   certificação como professional coaching e self coaching - instituto menthes (2017).  •   formação em analista avançado em inteligência emocional e comportamento humano -  instituto,,,2017,,notknown,,,,2017,,,,,,deg-1,,,,,,instituto menthes
cv48794.xml,•   orientação e coaching vocacional - instituto maurício sampaio (2017).,,,2017,,notknown,,,,2017,,,,,,deg-2,,,,,,instituto maurício sampaio
cv48794.xml,•   pós-graduada em gestão de pessoas / 2014 (interrompida - universidade católica dom bosco),,,2014,,notknown,,,,2014,,pós-graduada,,,,deg-3,,,,,,universidade católica dom bosco
cv48794.xml,•   graduada em psicologia pela puc minas / 2009,,,2009,,notknown,,,,2009,,psicologia pela puc minas,,,,deg-4,,,,,,puc minas
cv50205.xml,unítalo - centro universitário ítalo brasileiro. graduação  tecnologia da informação  2004 - 2007,,,2007,,,2004,,,2007,,tecnologia da informação,,graduação,,deg-1,bachelors,bachelors,,,,centro universitário ítalo brasileiro
cv53105.xml,superior completo (processamento de dados  mackenzie) conclusão em 1996.,,,1996,,notknown,,,,1996,,,,,true,deg-1,,,,,,mackenzie
cv54171.xml,análise e desenvolvimento de sistemas - unopar rj 02/2015 - trancado (finalização prevista: 07/2018),,,,2018-07,,,2015-02,,,2018-07,,,,,deg-1,,,,,,unopar rj
cv54171.xml,curso profissionalizante em j2ee  senac em rio de janeiro 07/2014 - 09/2014,,,,2014-09,2014-01-07,,,,,2014-09,,,,,deg-2,,,br,rio de janeiro,,senac em rio de janeiro
cv45459.xml,•   pós- graduação em gestão de recursos humanos  uninter 03/2018 -   03/2020,,,,2020-03,,,2018-03,,,,gestão de recursos humanos,,pós- graduação em gestão de recursos humanos,false,deg-2,bachelors,bachelors,,,,uninter
cv45459.xml,•   curso extra-curricular / profissionalizante em psicologia organizacional recrutamento e seleção  portal da educaçao em minas gerais: 06/2015 -   08/2015  •   ensino superior em psicologia  universidade de uberaba em minas,,,,2015-08,,,2015-06,,,2015-08,profissionalizante,,ensino superior,,deg-1,ensino superior,some college,,,,universidade de uberaba em minas
cv42559.xml,psicologia - universidade metodista de são paulo. conclusão: 2018,,,2018,,notknown,,,,,,psicologia,,,false,deg-1,,,br,são paulo,,universidade metodista de são paulo
cv56549.xml,3o grau em ciência da computação instituição: universidade do vale do paraíba - univap cidade: são josé dos campos - sp término: 1999,,,1999,,notknown,,,,1999,,ciência da computação,,,,deg-1,,,br,são josé dos campos,sp,universidade do vale do paraíba - univap
cv38699.xml,unifenas - universidade josé do rosário vellano bacharel em ciência da computação  1997 - 2000,,,2000,,,1997,,,2000,,ciência da computação,,bacharel em ciência da computação,,deg-1,bachelors,bachelors,,,,unifenas - universidade josé do rosário vellano
cv54112.xml,•   bachelor's degree in administration of processes management - uninter (2010),,,2010,,notknown,,,,2010,,administration of processes management,,bachelor's degree in administration of processes management,,deg-2,bachelors,bachelors,,,,uninter
cv54112.xml,•   high scholl technical degree in industrial electronics - cefet/rj (1999)  •   fluent english and advanced spanish,,,1999,,notknown,,,,1999,,industrial electronics,,,,deg-3,,,,,,cefet/rj
cv54112.xml,•   mba in oil  gas  & biofuels engineering - uninter (currently studying),,,,,,,,,,,gas  & biofuels engineering,,mba,false,deg-1,mba,mba,,,,uninter
cv44331.xml,faculdade campos salles pós-graduação em gerenciamento de projetos em e-commerce trancado - 2015,,,2015,,notknown,,,,2015,,trancado,,pós-graduação em gerenciamento de projetos em e-commerce,,deg-2,masters,masters,,,,faculdade campos salles
cv44331.xml,faculdade uninove psicologia incompleto - 2005 á 2009,,,2009,,,2005,,,,,psicologia,,,false,deg-3,,,,,,faculdade uninove
cv44331.xml,fiap - faculdade de informática e administração paulista analise de sistemas completo - 1999 á 2001,,,2001,,,1999,,,2001,,,,,true,deg-1,,,,,,fiap - faculdade de informática e administração paulista
cv41570.xml,graduação em pedagogia * unb - universidade de brasília (faculdade de educação)   cursos especiais  língua estrangeira,,,,,,,,,,,pedagogia,,graduação em pedagogia,,deg-1,bachelors,bachelors,,,,unb - universidade de brasília (faculdade de educação)
cv42655.xml,analise e desenvolvimento de sistemas - universidade cruzeiro do sul,,,,,,,,,,,,,,,deg-1,,,,,,sistemas - universidade cruzeiro do sul
cv56041.xml,ensino superior em psicologia - conclusão 2017 universidade do grande abc,,,2017,,notknown,,,,2017,,psicologia,,ensino superior,,deg-2,ensino superior,some college,,,,universidade do grande abc
cv56041.xml,pós-graduação em psicopedagogia - cursando universidade cruzeiro do sul,,,,,,,,,,,psicopedagogia,,pós-graduação em psicopedagogia,false,deg-1,masters,masters,,,,universidade cruzeiro do sul
cv56041.xml,ensino superior em pedagogia - trancado.,,,,,,,,,,,pedagogia,,ensino superior,,deg-3,ensino superior,some college,,,,
cv53065.xml,pontifícia universidade católica de são paulo (puc - sp) graduação em administração - concluído formação: junho/18,,,,2018-06,notknown,,,,,2018-06,administração,,graduação em administração,true,deg-1,bachelors,bachelors,br,são paulo,,pontifícia universidade católica de são paulo
cv44112.xml,graduação: tecnologia em análise e desenvolvimento de sistema instituição: universidade brasileira de são paulo - (uniban) curso: concluído   principais objetivos profissionais: analista de sistemas .net pleno  conhecimentos técnicos: ferramentas de desenvolvimento: visual studio 2010  2012  2013  2015. visual studi code.  tecnologias de desenvolvimento c#  ef  migration  linq  angular 2  js  jquery  html 5  css 3.  gerenciamento de projetos kanban  scrum  bancos de dados microsoft sql server (2008  2012  2014).,,,2012,,,2008,,,2012,,tecnologia,,graduação,true,deg-1,bachelors,bachelors,br,são paulo,,universidade brasileira de são paulo - (uniban)
cv41179.xml,pós-graduação em terapia cognitivo comportamental instituto de psicologia e controle do stress - ipcs - (05/2016 - 05/2018).,,,,2018-05,,,2016-05,,,,terapia cognitivo comportamental,,pós-graduação em terapia cognitivo comportamental,false,deg-1,masters,masters,,,,instituto de psicologia e controle do stress
cv41179.xml,graduação em psicologia - crp ativo universidade federal de são carlos - ufscar - (03/2012 - 03/2017).,,,,2017-03,,,2012-03,,,2017-03,crp ativo,,graduação em psicologia,,deg-2,bachelors,bachelors,,,,universidade federal de são carlos - ufscar
cv54067.xml,• universidade federal do pará (ufpa) bacharela em psicologia com ênfase em gestão e clínica período: 2013 a 2018.,,,2018,,,2013,,,,,bacharela,,,false,deg-1,,,,,,universidade federal do pará (ufpa)
cv47115.xml,• recrutamento e seleção - senac (2018),,,2018,,notknown,,,,,,,,,false,deg-1,,,,,,senac
cv47115.xml,• técnicas administrativas com ênfase em informática - centro educacional comunitário são paulo apóstolo. (dezembro de 2009),,,,2009-12,notknown,,,,,2009-12,,,,,deg-2,,high school or equivalent,,,,centro educacional comunitário são paulo apóstolo
cv42211.xml,• graduação em psicologia - faculdades metropolitanas unidas fmu - cursando 3º semestre  conclusão em 07/2021.,,,,2021-07,notknown,,,,,,psicologia,,graduação em psicologia,false,deg-1,bachelors,bachelors,,,,faculdades metropolitanas unidas fmu
cv42211.xml,• pós graduação em psicologia organizacional - universidade paulista - unip conclusão 08/2015.,,,,2015-08,notknown,,,,,2015-08,psicologia organizacional,,pós graduação em psicologia organizacional,,deg-2,bachelors,bachelors,,,,universidade paulista - unip
cv42211.xml,• graduação em gestão de recursos humanos - faculdades metropolitanas unidas fmu - conclusão 12/2012.,,,,2012-12,notknown,,,,,2012-12,faculdades metropolitanas unidas,,graduação em gestão de recursos humanos,,deg-3,bachelors,bachelors,,,,fmu
cv6499.xml,igti estratégia em arquitetura de software  ciências da computação e informática 2014 - 2015 centro universitário de brasília ciência da computação  ciências da computação e informática,,,2015,,,2014,,,2015,,estratégia,,,,deg-1,,,,,,centro universitário de brasília
cv52404.xml,• ensino superior - bacharelado em psicologia - faculdade de macapá - fama    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ psicóloga crp10/05846 ap  17/05/2018,2018-05-17,,,,notknown,,,2018-05-17,,,psicologia,,ensino superior,,deg-1,ensino superior,some college,,,,faculdade de macapá - fama
cv38615.xml,centro universitário de brasília specialization  analysis and systems development.  2011 - 2012,,,2012,,,2011,,,2012,,analysis and systems development,,,,deg-1,,,,,,centro universitário de brasília
cv38615.xml,centro universitário de brasília graduation  systems analysis  2007 - 2010 cdi - politec,,,2010,,,2007,,,2010,,,,,,deg-2,,,,,,centro universitário de brasília
cv42155.xml,✓ ensino médio completo. ✓ cursando ensino superior em psicologia na pontifícia universidade católica de goiás. sétimo período.,,,,,,,,,,,psicologia,,ensino médio completo,false,deg-1,ensino médio completo,high school or equivalent,,,,pontifícia universidade católica de goiás
cv42748.xml,o pós - graduação em psicologia organizacional e do trabalho -  unisa - 2012,,,2012,,notknown,,,,2012,,psicologia organizacional e do trabalho,,graduação,,deg-1,bachelors,bachelors,,,,unisa
cv42748.xml,o administração específica em recursos humanos - uninove  - 2010,,,2010,,notknown,,,,2010,,administração específica,,,,deg-2,,,,,,uninove
cv45252.xml,⦁   especialização em ciência de dados para negócios  - johns hopkins university - (em curso com termino em 12/2015) ⦁   especialização em solução criativa de problemas - universidade de minnesota ⦁   responsável por melhores práticas de ti utilizando itil v3 e cobit,,,,2015-12,notknown,,,,,2015-12,,,,,deg-1,,,,,,universidade de minnesota
cv45252.xml,; fgv  2010 ⦁   treinamento para certificação dba em microsoft sql - microsoft brasil,,,2010,,notknown,,,,2010,,,,,,deg-3,,,,,,fgv
cv45252.xml,⦁   especialização em bi - universidade autônoma de barcelona. ⦁   certificação pmp - metodo prof. rita mulcahy ⦁   curso de balanced scorecard,,,,,,,,,,,,,pmp,,deg-2,pmp,certification,es,barcelona,,bi - universidade autônoma de barcelona
cv45252.xml,⦁   academia sap modulo mm  basis e bo  - sap brasil ⦁   treinamento em coaching e gestao. - salinas coaching. ⦁   especialização em servidores x series ibm brasil. ⦁   desenvolvimento e design em php nos frameworks: codeigniter   zend e 1 symphony. ⦁   conhecimento nas principais ferramentas de proteção a trafego de dados (firewall) presentes no mercado como por exemplo watchguard  symantec e ibm. ⦁   execução  planejamento e implantação de projeto de rastreabilidade por rfid em empresa de soluções médico-hospitalares com integração a gestão de estoques em sap  integrado por webservice para controle de consignados. ⦁   gestão do projeto de implantação de soluções fiscais e contábeis utilizando ferramentas totvs   sap  mastersaf e synchro. ⦁   conhecimento em oracle e pl-sql. ⦁   treinamento em google cloud vision e machine learning para aplicações mobile e web - google brasil ; ⦁   treinamento ibm watson- ibm brasil,,,,,,,,,,,basis e bo,,mm,,deg-4,masters,masters,,,,academia sap modulo
cv38677.xml,fundação universa mba  engenharia e desenvolvimento de software.  2013 - 2014,,,2014,,,2013,,,2014,,engenharia e desenvolvimento de software,,mba,,deg-1,mba,mba,,,,fundação universa
cv38677.xml,faculdade projeção bacharel  sistemas de informação  2009 - 2012,,,2012,,,2009,,,2012,,sistemas de informação,,bacharel,,deg-2,bachelors,bachelors,,,,faculdade projeção
