id,schoolorinstitution_degree_comments,schoolorinstitution_degree_datesofattendance_enddate_anydate,schoolorinstitution_degree_datesofattendance_enddate_stringdate,schoolorinstitution_degree_datesofattendance_enddate_year,schoolorinstitution_degree_datesofattendance_enddate_yearmonth,schoolorinstitution_degree_datesofattendance_startdate_anydate,schoolorinstitution_degree_datesofattendance_startdate_year,schoolorinstitution_degree_datesofattendance_startdate_yearmonth,schoolorinstitution_degree_degreedate_anydate,schoolorinstitution_degree_degreedate_year,schoolorinstitution_degree_degreedate_yearmonth,schoolorinstitution_degree_degreemajor_name,schoolorinstitution_degree_degreeminor_name,schoolorinstitution_degree_degreename,schoolorinstitution_degree_userarea_degreeuserarea_graduated,schoolorinstitution_degree_userarea_degreeuserarea_id,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreename,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreetype,schoolorinstitution_postaladdress_countrycode,schoolorinstitution_postaladdress_municipality,schoolorinstitution_postaladdress_region,schoolorinstitution_school_schoolname
cv43324.xml,processamento de dados - ucb - universidade católica de brasília (1999).  certificação: pmp - project management professional certification - pmi csm - certified scrum master - scrum alliance.,,,1999,,notknown,,,,1999,,,,pmp,,deg-1,pmp,certification,,,,dados - ucb - universidade católica de brasília
cv52851.xml,psicóloga pela universidade de brasília  conclusão - 2/2017.,,,,2017-02,notknown,,,,,2017-02,,,,,deg-1,,,,,,universidade de brasília
cv52741.xml,superior em  análise e  desenvolvimento de sistemas unipaulistana  (centro universitário paulistano) período: 2014 - 2018 rua madre cabrini  38 - vila mariana - são paulo - sp. www.unipaulistana.edu.br curso: análise e desenvolvimento de sistemas.  bacharel em sistemas de informação   ( incompleto ),,,2018,,,2014,,,,,sistemas de informação,,bacharel em sistemas de informação,false,deg-1,bachelors,bachelors,br,mariana,são paulo,unipaulistana  (centro universitário paulistano)
cv52741.xml,unisa  (universidade de santo amaro) período: 2006 - 2009 rua isabel schmidt  349 - santo amaro - são paulo - sp. www.unisa.br curso: bacharelado em sistemas de informação. ( 7 semestres concluídos ),,,2009,,,2006,,,2009,,7 semestres concluídos,,bacharelado em sistemas de informação,,deg-2,bachelors,bachelors,br,santo amaro,são paulo,unisa  (universidade de santo amaro)
cv52741.xml,tekno software período: 2000 - 2000 centro de informática  especializado em ferramentas oracle  borland e microsoft av. paulista  807 - 18º andar - são paulo - sp. www.teknosoftware.com.br - curso de banco de dados relacional oracle 8 - curso de linguagem de programação delphi  (versão 5),,,2000,,,2000,,,2000,,curso de banco,,,,deg-3,,,br,são paulo,sp,centro de informática  especializado
cv45664.xml,acadêmica  ult: união latino - americana de tecnologia curso: pós-graduação em  engenharia de software. início: 10/2011 - 06/2013 - concluído.,,,,2013-06,,,2011-10,,,2013-06,engenharia de software,,pós-graduação,true,deg-1,masters,masters,,,,ult
cv45664.xml,fiap: faculdade de informática e administração paulista. curso: tecnologia em análise e desenvolvimento de sistemas. início: 01/2009 - 12/2010 - concluído.  certificações  ●   certificação silk automation test technical specialization  ●   certificação scrum fundamentals certified - sfc  ●   certificação certified tester foundation level - ctfl / bstqb  ●   certificação itil foundation v3,,,,2010-12,,,2009-01,,,2010-12,,,certified tester,true,deg-2,certified tester,certification,,,,fiap
cv47999.xml,dezembro de 2018. administrando e armazenando dados com sql fundação 31 h server 2005 bradesco,,,,2018-12,notknown,,,,,,,,,false,deg-3,,,,,,administrando e armazenando dados com sql fundação
cv47999.xml,cursos  graduando em nome instituição duração desenvolvimento e análise metodologia em teste de software efti 24 h,,,,,,,,,,,,,,,deg-1,,,,,,duração
cv47999.xml,de sistemas pela udf.   modelagem de dados fundação 53 h conclusão prevista para bradesco,,,,,,,,,,,,,,,deg-2,,,,,,udf
cv47999.xml,projetando e implementando dados com sql fundação 58 h server 2005 bradesco system design overview fundação 28 h bradesco análise estruturada de sistemas fundação 31 h bradesco engenharia de requisitos fundação 26 h bradesco contato processo e desenvolvimento de software   fundação 12 h bradesco revisões  verificações e inspeções fundação 16 h bradesco liderança e gestão coach inmaid 24 h 61 9 8444 4394 comunicação efetiva sesi 10 h 61 9 8565 3158 (recado)  redação administrativa sesi 10 h comunicação no foco organizacional sesi 12 h,,,,,,,,,,,system design overview,,,,deg-4,,,,,,projetando e implementando dados com sql fundação
cv47999.xml,lógica de programação                    senai           16 h                            tecnologia da informação e comunicação   senai           14 h  krobertabraga@gmail.com,,,,,,,,,,,tecnologia da informação e comunicação,,,,deg-5,,,,,,senai
cv47294.xml,• ensino superior - bacharelado em sistemas de informação faculdade drummond,,,,,,,,,,,,,ensino superior,,deg-1,ensino superior,some college,,,,faculdade drummond
cv38194.xml,• graduação - sistemas de informação união pioneira de integração social - upis,,,,,,,,,,,sistemas de informação,,graduação,,deg-1,bachelors,bachelors,,,,união pioneira de integração social - upis
cv42788.xml,• bacharel em psicologia certificados e licenças curso básico de informática carga horária: 100 horas. instituição: senac - taguatinga - df localidade: setor g norte  área especial 39 taguatinga norte. conteúdo: windows  microsoft office (word  power point  excel) e internet.  curso de inglês básico (cursando) carga horária: semestral,,,,,,,,,,,certificados e licenças,,bacharel em psicologia,false,deg-1,bachelors,bachelors,br,taguatinga,df,senac
cv42788.xml,instituição: unb idiomas - brasília - df localidade: setor comercial sul - quadra 4 - bloco a  ed. anápolis  6° andar - asa sul  brasília - df  curso de espanhol básico carga horária: semestral,,,,,,,,,,,curso de espanhol básico,,df,,deg-2,doctorate,doctorate,br,brasília,df,unb idiomas
cv42788.xml,instituição: cilt - taguatinga - df  curso de assistente de departamento de pessoal carga horária: 200 horas,,,,,,,,,,,,,,,deg-3,,,br,taguatinga,df,cilt
cv42788.xml,instituição: senac - brasília - df localidade: setor comercial sul - quadra 6 - bloco a - edifício jessé freire - 1º andar - asa sul  brasília - df conteúdo: dinâmica de grupo  folha de pagamento  rescisão  admissão e demissão.   psicodinâmica do trabalho carga horária: 5 horas,,,,,,,,,,,conteúdo,,df,,deg-4,doctorate,doctorate,br,brasília,df,senac
cv42788.xml,instituição: eventologias - brasília - df conteúdo: da psicopatologia à psicodinâmica do trabalho ;  • organização do trabalho: as contradições entre o prescrito e o real e os modos de gestão ;  • trabalho vivo e o trabalhar: o sujeito entre o prazer e o sofrimento ;  • sofrimento patogênico  criativo e ético ;  • as defesas como estratégias de resistência e ação frente ao sofrimento ;  • sofrimento  patologia e adoecimento ;  • mobilização subjetiva e coletiva: inteligência prática  espaço de discussão  coletivo de trabalho/cooperação e reconhecimento ;  • a clínica psicodinâmica do trabalho: método e prática.,,,,,,,,,,,gestão,patologia,,,deg-5,,,br,brasília,df,eventologias
cv48176.xml,•  nível superior (3º semestre).  •  escola: uniplan  •  curso: análise e desenvolvimento de sistemas o  período: noturno o  cidade: aguas claras o  ano de conclusão: 2018   •  nível médio (3º ano).,,,,,,,,,,,,,,false,deg-1,,,,,,uniplan
cv48176.xml,•  escola: centro educacional passionista o  período: matutino o  cidade: riacho fundo 1 o  ano de conclusão: 2016,,,,,,,,,,,,,,,deg-2,,high school or equivalent,,,,centro educacional passionista
cv44221.xml,• gerenciamento do escopo de projeto - fgv - 2017,,,2017,,notknown,,,,2017,,,,,,deg-3,,,,,,fgv
cv44221.xml,• fundamentos da gestão de custos e gestão financeira - fgv - 2014,,,2014,,notknown,,,,2014,,fundamentos da gestão,,,,deg-4,,,,,,fgv
cv44221.xml,• introdução à administração estratégica - fgv - 2013,,,2013,,notknown,,,,2013,,introdução à administração estratégica,,,,deg-5,,,,,,fgv
cv44221.xml,• administração de empresas - conclusão: julho/2009 unia - centro universitário de santo andré,,,,2009-07,notknown,,,,,2009-07,administração de empresas,,,,deg-1,,,,,,unia - centro universitário de santo andré
cv44221.xml,• letras / português - inglês - incompleto: 1992 umc - universidade mogi das cruze cursos de aprimoramento e especialização   • lean it foundation  (cursando),,,1992,,notknown,,,,,,lean it foundation,,,false,deg-2,,,,,,umc - universidade mogi das cruze
cv48867.xml,• gestão de sistemas de informação  unip - conclusão dez/13  • resumo das qualificações profissionais  •  análise  desenvolvimento  implantação e manutenção de sistemas  •  padronização no desenvolvimento de aplicações  •  otimização de rotinas  reduzindo o tempo de resposta ao usuário  •  análise e pesquisa de novas tecnologias e seus impactos para as instituições  •  transposição de tecnologias para sistemas em funcionamento  • cursos recentes,,,,2013-12,notknown,,,,,2013-12,gestão de sistemas,,,,deg-1,,,,,,unip
cv48013.xml,pós-graduação em gestão de processos e análise de negócios maio/2016 - instituto de educação tecnológica - ietec curso superior em sistema de informação,,,,2016-05,notknown,,,,,2016-05,gestão de processos e análise,educação,pós-graduação em gestão de processos e análise de negócios,,deg-1,masters,masters,,,,instituto de educação tecnológica
cv48013.xml,agosto/2010 a julho/2014  - centro universitário una,,,,2014-07,,,2010-08,,,2014-07,,,,,deg-2,,,,,,centro universitário una
cv48915.xml,•  pós-graduação: engenharia de software - unieuro  2015.,,,2015,,notknown,,,,2015,,engenharia de software,,pós-graduação,,deg-1,masters,masters,,,,unieuro
cv48915.xml,•  graduação: sistemas de informação - unip  2012.,,,2012,,notknown,,,,2012,,,,graduação,,deg-2,bachelors,bachelors,,,,unip
cv48915.xml,•  ensino médio:  informática industrial  etb - taguatinga  1999.    •  técnico em administração  centro educacional número 03 - taguatinga  1995.,,,1999,,notknown,,,,1999,,informática industrial,,ensino médio,,deg-3,ensino médio,high school or equivalent,br,taguatinga,,centro educacional
cv51683.xml,espm escola superior de propaganda e marketing pós em propaganda & marketing  2004 - 2006,,,2006,,,2004,,,2006,,,,,,deg-1,,,,,,espm escola superior de propaganda e marketing
cv51683.xml,faculdades metropolitanas unidas graduado em administração de empresas  administração  negócios e marketing  2000 - 2003,,,2003,,,2000,,,2003,,administração de empresas  administração,marketing,,,deg-2,,,,,,faculdades metropolitanas unidas
cv43447.xml,mestrado mestrado em gestão do conhecimento e tecnologia da informação - universidade católica de brasília - conclusão em 2006.,,,2006,,notknown,,,,2006,,gestão do conhecimento e tecnologia,,mestrado,,deg-1,mestrado,masters,,,,informação - universidade católica de brasília
cv43447.xml,mba mba em gestão de empresas - fundação getúlio vargas - conclusão em 2002.,,,2002,,notknown,,,,2002,,gestão de empresas,,mba,,deg-2,mba,mba,,,,fundação getúlio vargas
cv43447.xml,graduação bacharelado em análise de sistemas - universidade salgado de oliveira - conclusão em 2000.,,,2000,,notknown,,,,2000,,,,graduação,,deg-3,bachelors,bachelors,,,,sistemas - universidade salgado de oliveira
cv21862.xml,upis sistemas de informação  information technology  2011 - 2015,,,2015,,,2011,,,2015,,information technology,,,,deg-1,,,,,,upis
cv44974.xml,técnico em informática- 3º semestre escola técnica de brasília - etb engenharia de computação - 1º semestre,,,,,,,,,,,engenharia de computação,,,,deg-1,,high school or equivalent,,,,escola técnica de brasília
cv44974.xml,instituto de educação superior de brasília - iesb,,,,,,,,,,,,,,,deg-2,,,,,,instituto de educação superior de brasília - iesb
cv55088.xml,internacional - uninter (2016-2018),,,2018,,,2016,,,,,,,,false,deg-2,,,,,,uninter
cv55088.xml,ensino superior em psicologia   -  instituto de ensino superior de brasília - iesb (2011-2015),,,2015,,,2011,,,2015,,psicologia,,ensino superior,,deg-3,ensino superior,some college,,,,instituto de ensino superior de brasília - iesb
cv55088.xml,pós-graduação - mba em gestão de recursos humanos - centro universitário,,,,,,,,,,,gestão de recursos humanos,,mba,,deg-1,mba,mba,,,,centro universitário
cv54325.xml,pós-graduação – tecnologia de informação para estratégia de negócios                       universidade paulista – unip                        gestão da tecnologia da informação                       universidade paulista – unip   eventos internacionais glovia user group conference 2004 – orlando  florida  usa,,,2004,,notknown,,,,2004,,tecnologia de informação para estratégia,gestão,pós-graduação,,deg-1,masters,masters,us,orlando,florida,universidade paulista - unip
cv54325.xml,glovia user group conference 2003 - tampa  florida  usa   cursos *   introdução ao big data - fia,,,2003,,notknown,,,,2003,,,,,,deg-2,,,us,tampa,florida,fia
cv54325.xml,*   desvendando a indústria 4.0 - senai sp  *   design thinking - udemy  *   serviços de datacenter e cloud computing - sonda brasil  *   signature selling method - ibm  *   executivo de vendas - datasul s/a  *   inglês (intermediário) - alumni  *   visão sistêmica - datasul s/a  *   técnicas de negociação - círculo dos profissionais de vendas  *   solution selling - sales solution  *   inglês (básico) - berlitz  *   cursos técnicos - vários (linguagens de programação  sistemas operacionais  redes  etc.),,,,,,,,,,,design thinking,,,,deg-3,,,,,,senai sp
cv51587.xml,uninove - universidade nove de julho master of business administration (mba)  negociação e vendas  2013 - 2014,,,2014,,,2013,,,2014,,vendas,,mba,,deg-1,mba,mba,,,,uninove - universidade nove de julho
cv51587.xml,gestão comercial  unip  2010 - 2012 activities and societies: gestão comercial varejista impacta treinamentos,,,2012,,,2010,,,2012,,gestão comercial,,,,deg-3,,,,,,unip
cv51587.xml,universidade paulista,,,,,,,,,,,,,,,deg-2,,,,,,universidade paulista
cv44194.xml,mba em gerenciamento de projetos - concluído em 05/2007 universidade positivo,,,,2007-05,notknown,,,,,2007-05,gerenciamento de projetos,,mba,true,deg-1,mba,mba,,,,universidade positivo
cv44194.xml,graduação em tecnologia em processamento de dados - concluído em 12/1991 sociedade paranaense de ensino e informática - spei,,,,1991-12,notknown,,,,,1991-12,tecnologia,,graduação em tecnologia em processamento de dados,true,deg-2,bachelors,bachelors,,,,
cv48015.xml,- fevereiro 2018  centro universitário do distrito federal  banco do brasil s.a.  brasília  df  brasília  dfanálise e desenvolvimento de sistemas (conclusão:,,,,2018-02,notknown,,,,,2018-02,banco do brasil s,,,,deg-3,,,br,brasília,df,centro universitário do distrito federal
cv48015.xml,- agosto 2014 - dezembro 2015  university of alabama at birmingham  birmingham  al  euaciência da fevereiro 2014 - julho 2014  computação(intercâmbio)   estagiario  equipe de desenvolvimento web,,,,2015-12,,,2014-08,,,2015-12,,,,,deg-2,,,us,birmingham,al,university of alabama at birmingham
cv48015.xml,";dos com base em padrões de a ;vidade real"" mai - ago 2015 instituto fenacon  brasília  df   montagem e configuração de computadores ; assitência presencial e remota para usuários do sistema em todo o território nacional ; instalação  remoção e alteração de soxwares de forma remota.  outros conhecimentos: ssh  linux  windows server  ac ;ve directory. certificado   - aker firewall cer ;fied administrator ;",,,,2015-08,,,2015-05,,,2015-08,,,,,deg-5,,,br,brasília,df,instituto fenacon
cv48015.xml,webdriver api ; montagem e configuração de ambientes para testes de carga  stress e   - março 2011 - agosto 2014  universidade de brasília  estabilidade ; cer ;ficação para aker firewall administrator.  brasília  dfengenharia de soxware (trancado) outros conhecimentos: jira  bugzilla  google spreadsheets  metodologia scrum  mongodb  git.,,,,2014-08,,,2011-03,,,2014-08,,,,,deg-1,,,,,,universidade de brasília
cv48015.xml,"- ago 2014- par ;cipação em pesquisa pela clarkson university (potsdam  ny) ""perfis falsos do twiver: caracterís ;cas de perfis estagiário  assistente no suporte n1 e n2  ob",,,,2014-08,notknown,,,,,2014-08,,,,,deg-4,,,us,potsdam,ny,clarkson university
cv48699.xml,2009 fiap - faculdade de informática e administração paulista   • superior completo em análise de sistemas,,,2009,,notknown,,,,2009,,,,,true,deg-1,,,,,,fiap - faculdade de informática e administração paulista
cv53094.xml,mba pós-graduação - gerenciamento de projetos  programas e portfólios  puc-mg -  uberlândia  mg março de 2011 a março de 2012,,,,2012-03,,,2011-03,,,2012-03,gerenciamento de projetos,,mba,,deg-1,mba,mba,br,uberlândia,mg,puc-mg
cv53094.xml,pós-graduação - desenvolvimento de jogos digitais  instituto superior de brasília  -  brasília  df  março de 2008 a março de 2009,,,,2009-03,,,2008-03,,,2009-03,desenvolvimento de jogos digitais,,pós-graduação,,deg-2,masters,masters,br,brasília,df,instituto superior de brasília
cv53094.xml,graduação bacharelado - engenharia de computação  universidade do estado de minas gerais -  brasília  df  março de 1999 a dezembro de 2004 habilidades e competências  oracle pl/sql  c++  levantamento de requisitos  testes de software  modelagem de processos  liderança  itil  pmbok  oracle (osm  objectel  asap) links  http://br.linkedin.com/in/murilofm/pt,,,,2004-12,,,1999-03,,,2004-12,engenharia de computação,,graduação bacharelado,,deg-3,bachelors,bachelors,br,brasília,df,universidade do estado de minas gerais
cv51897.xml,➢ ensino médio - cursando,,,,,,,,,,,,,ensino médio,false,deg-1,ensino médio,some high school or equivalent,,,,
cv47262.xml,unip 2018 cursando administração - 3º semestre,,,2018,,notknown,,,,,,administração,,,false,deg-1,,,,,,unip
cv51483.xml,universidade católica de brasília / graduação em psicologia fevereiro de 2013 - dezembro de 2017  brasília  best way idiomas/ curso de inglês intermediário,,,,2017-12,,,2013-02,,,2017-12,psicologia,,graduação em psicologia,,deg-1,bachelors,bachelors,,,,universidade católica de brasília
cv51483.xml,• ii seminário internacional “sociedade  cultura e saúde mental” e do xviii  seminário de psicologia da ucb. – 2016    • a diversidade religiosa na percepção de seus fundamentos – 2017,,,2017,,,2016,,,2017,,,,,,deg-2,,,,,,seminário de psicologia da ucb
cv51483.xml,• atuação como voluntária no projeto ciranda/ universidade católica de brasília - 2013,,,2013,,notknown,,,,2013,,,,,,deg-3,,,,,,projeto ciranda/ universidade católica de brasília
