id,language_comments,language_languagecode,language_read,language_speak,language_write
cv45664.xml,[resume_language],pt,true,true,true
cv47999.xml,[resume_language],pt,true,true,true
cv47294.xml,• inglês - intermediário - wise,en,true,true,true
cv47294.xml,[resume_language],pt,true,true,true
cv38194.xml,[resume_language],pt,true,true,true
cv42788.xml,[resume_language],pt,true,true,true
cv48176.xml,[resume_language],pt,true,true,true
cv44221.xml,• inglês intermediário (cursando com professor,en,true,true,true
cv44221.xml,• espanhol básico,es,false,true,false
cv44221.xml,[resume_language],pt,true,true,true
cv55781.xml,inglês técnico,en,false,true,false
cv55781.xml,[resume_language],pt,true,true,true
cv48867.xml,[resume_language],pt,true,true,true
cv48013.xml,[resume_language],pt,true,true,true
cv48915.xml,[resume_language],pt,true,true,true
cv51683.xml,[resume_language],pt,true,true,true
cv43447.xml,inglês - avançado - várias,en,false,true,false
cv43447.xml,espanhol - avançado - senac,es,false,true,false
cv43447.xml,[resume_language],pt,true,true,true
cv21862.xml,[resume_language],pt,true,true,true
cv44974.xml,inglês - intermediário,en,true,true,true
cv44974.xml,[resume_language],pt,true,true,true
cv48829.xml,[resume_language],pt,true,true,true
cv55088.xml,[resume_language],pt,true,true,true
cv54325.xml,* inglês (intermediário) - alumni,en,true,true,true
cv54325.xml,[resume_language],pt,true,true,true
cv51587.xml,[resume_language],pt,true,true,true
cv44194.xml,inglês - de avançado para,en,false,true,false
cv44194.xml,espanhol - intermediário,es,true,true,true
cv44194.xml,[resume_language],pt,true,true,true
cv48015.xml,[resume_language],pt,true,true,true
cv48699.xml,• inglês avançado/fluente,en,true,true,true
cv48699.xml,• espanhol intermediário,es,true,true,true
cv48699.xml,[resume_language],pt,true,true,true
cv53094.xml,[resume_language],pt,true,true,true
cv51897.xml,[resume_language],pt,true,true,true
cv47262.xml,[resume_language],pt,true,true,true
cv51483.xml,responsável; trabalho em equipe e inglês intermediário; pacote office ( [and] best way idiomas/ curso de inglês intermediário,en,true,true,true
cv51483.xml,[resume_language],pt,true,true,true
cv44383.xml,[resume_language],pt,true,true,true
cv55006.xml,[resume_language],pt,true,true,true
cv20844.xml,[resume_language],pt,true,true,true
cv43974.xml,• inglês intermediário,en,true,true,true
cv43974.xml,[resume_language],pt,true,true,true
cv51882.xml,[resume_language],pt,true,true,true
cv37780.xml,[resume_language],pt,true,true,true
cv44924.xml,[resume_language],pt,true,true,true
cv47781.xml,português: fluente,pt,true,true,true
cv47781.xml,inglês: intermediário,en,true,true,true
cv47781.xml,espanhol: básico,es,false,true,false
cv47781.xml,italiano: básico,it,false,true,false
cv49082.xml,inglês,en,false,true,false
cv49082.xml,[resume_language],pt,true,true,true
cv54314.xml,[resume_language],pt,true,true,true
cv43517.xml,inglês básico leitura báscio -,en,false,true,false
cv43517.xml,espanhol básico leitura básico-intermediário  conversação,es,true,true,true
cv43517.xml,[resume_language],pt,true,true,true
cv48105.xml,[resume_language],pt,true,true,true
cv44171.xml,inglês avançado para leitura  escrita [and] inglês instrumental avançado para a,en,true,true,true
cv44171.xml,espanhol básico para leitura e,es,false,true,false
cv44171.xml,[resume_language],pt,true,true,true
cv53850.xml,fluente: inglês (escrita  leitura e fala),en,true,true,true
cv53850.xml,[resume_language],pt,true,true,true
cv38068.xml,inglês técnico -básico.,en,false,true,false
cv38068.xml,[resume_language],pt,true,true,true
cv52538.xml,inglês - nível intermediário -,en,true,true,true
cv52538.xml,[resume_language],pt,true,true,true
cv47198.xml,-inglês intermediário - cooplem idiomas,en,true,true,true
cv47198.xml,[resume_language],pt,true,true,true
cv42700.xml,[resume_language],pt,true,true,true
cv47784.xml,espanhol: leitura básica  escrita básica ,es,true,true,true
cv47784.xml,inglês: leitura avançada  escrita avançada ,en,true,true,true
cv47784.xml,[resume_language],pt,true,true,true
cv44279.xml,[resume_language],pt,true,true,true
cv54026.xml,[resume_language],pt,true,true,true
cv44319.xml,inglês avançado,en,false,true,false
cv44319.xml,[resume_language],pt,true,true,true
cv42880.xml,[resume_language],pt,true,true,true
cv38500.xml,[resume_language],pt,true,true,true
cv41677.xml,inglês: .leitura/escrita: avançado.,en,true,true,true
cv41677.xml,[resume_language],pt,true,true,true
cv42396.xml,inglês avançado,en,false,true,false
cv42396.xml,espanhol intermediário,es,true,true,true
cv42396.xml,[resume_language],pt,true,true,true
cv51908.xml,[resume_language],pt,true,true,true
cv45529.xml,• inglês - intermediário,en,true,true,true
cv45529.xml,[resume_language],pt,true,true,true
cv43994.xml,[resume_language],pt,true,true,true
cv43942.xml,inglês básico/técnico,en,false,true,false
cv43942.xml,[resume_language],pt,true,true,true
cv52252.xml,[resume_language],pt,true,true,true
cv44517.xml,[resume_language],pt,true,true,true
cv48356.xml,[resume_language],pt,true,true,true
cv44330.xml,[resume_language],pt,true,true,true
cv51576.xml,[resume_language],pt,true,true,true
cv42847.xml,[resume_language],pt,true,true,true
cv44510.xml,[resume_language],pt,true,true,true
cv52311.xml,[resume_language],pt,true,true,true
cv51109.xml,• inglês - avançado (toefl itb),en,false,true,false
cv51109.xml,• espanhol - intermediário,es,true,true,true
cv51109.xml,[resume_language],pt,true,true,true
cv43325.xml,inglês técnico,en,false,true,false
cv43325.xml,italiano intermediário,it,true,true,true
cv43325.xml,espanhol básico,es,false,true,false
cv43325.xml,[resume_language],pt,true,true,true
cv34194.xml,[resume_language],pt,true,true,true
cv50205.xml,[resume_language],pt,true,true,true
cv51606.xml,[resume_language],pt,true,true,true
cv48029.xml,[resume_language],pt,true,true,true
cv54185.xml,[resume_language],pt,true,true,true
cv45334.xml,[resume_language],pt,true,true,true
cv48555.xml,inglês técnico - cursando,en,false,true,false
cv48555.xml,[resume_language],pt,true,true,true
cv51693.xml,inglês - fluent,en,true,true,true
cv51693.xml,spanish - intermediate,es,false,true,false
cv51693.xml,[resume_language],pt,true,true,true
cv48205.xml,[resume_language],pt,true,true,true
cv51692.xml,[resume_language],pt,true,true,true
cv41853.xml,inglês intermediário.,en,true,true,true
cv41853.xml,[resume_language],pt,true,true,true
cv2567.xml,[resume_language],pt,true,true,true
cv56549.xml,[resume_language],pt,true,true,true
cv48027.xml,[resume_language],pt,true,true,true
cv44320.xml,[resume_language],pt,true,true,true
cv45912.xml,[resume_language],pt,true,true,true
cv51575.xml,[resume_language],pt,true,true,true
cv53807.xml,inglês- escrita básica- leitura básica-,en,true,true,true
cv53807.xml,espanhol- escrita básica; leitura básica;,es,true,true,true
cv53807.xml,[resume_language],pt,true,true,true
cv55173.xml,[resume_language],pt,true,true,true
cv43369.xml,[resume_language],pt,true,true,true
cv44881.xml,inglês - intermediário,en,true,true,true
cv44881.xml,espanhol - básico,es,false,true,false
cv44881.xml,[resume_language],pt,true,true,true
cv44112.xml,[resume_language],pt,true,true,true
cv43619.xml,• inglês (intermediário);,en,true,true,true
cv43619.xml,[resume_language],pt,true,true,true
cv6499.xml,[resume_language],pt,true,true,true
cv55786.xml,[resume_language],pt,true,true,true
cv44225.xml,● portuguese: native language [mother_tongue],pt,true,true,true
cv44225.xml,● english: advanced,en,false,true,false
cv44225.xml,● spanish: basic,es,false,true,false
cv44059.xml,● espanhol avançado - leitura /,es,false,true,false
cv44059.xml,● inglês instrumental - leitura /,en,false,true,false
cv44059.xml,[resume_language],pt,true,true,true
cv24173.xml,[resume_language],pt,true,true,true
cv47579.xml,[resume_language],pt,true,true,true
cv21807.xml,[resume_language],pt,true,true,true
cv38615.xml,fluent english.,en,true,true,true
cv51585.xml,[resume_language],pt,true,true,true
cv51581.xml,[resume_language],pt,true,true,true
cv48646.xml,[resume_language],pt,true,true,true
cv53023.xml,qualificações e inglês - intermediário,en,true,true,true
cv53023.xml,[resume_language],pt,true,true,true
cv51684.xml,[resume_language],pt,true,true,true
cv47614.xml,[resume_language],pt,true,true,true
cv52102.xml,[resume_language],pt,true,true,true
cv20075.xml,idioma: inglês intermediário  boa leitura e,en,true,true,true
cv20075.xml,[resume_language],pt,true,true,true
cv51154.xml,[resume_language],pt,true,true,true
cv38677.xml,[resume_language],pt,true,true,true
cv42894.xml,[resume_language],pt,true,true,true
cv51662.xml,- inglês fluente (escrita e conversação),en,true,true,true
cv51662.xml,[resume_language],pt,true,true,true
cv45986.xml,inglês escutar  escrever e ler,en,true,true,true
cv45986.xml,[resume_language],pt,true,true,true
cv48026.xml,✓ inglês técnico (leitura) - intermediário.,en,true,true,true
cv48026.xml,[resume_language],pt,true,true,true
cv54224.xml,inglês: leitura: fluente | escrita:,en,true,true,true
cv54224.xml,[resume_language],pt,true,true,true
cv45324.xml,[resume_language],pt,true,true,true
cv43146.xml,[resume_language],pt,true,true,true
cv49830.xml,• inglês - avançado,en,false,true,false
cv49830.xml,• espanhol - intermediário,es,true,true,true
cv49830.xml,[resume_language],pt,true,true,true
cv44629.xml,inglês básico/intermediário - professor particular,en,true,true,true
cv44629.xml,[resume_language],pt,true,true,true
cv44982.xml,[resume_language],pt,true,true,true
cv45616.xml,[resume_language],pt,true,true,true
cv44178.xml,inglês - avançado,en,false,true,false
cv44178.xml,[resume_language],pt,true,true,true
cv51256.xml,inglês: leitura (intermediária)  escrita (intermediária) ,en,true,true,true
cv51256.xml,espanhol: leitura (intermediária)  escrita (intermediária) ,es,true,true,true
cv51256.xml,[resume_language],pt,true,true,true
cv43134.xml,• inglês: intermediário.,en,true,true,true
cv43134.xml,francês: intermediário.,fr,true,true,true
cv43134.xml,[resume_language],pt,true,true,true
cv49350.xml,• espanhol com nível fluente -,es,true,true,true
cv49350.xml,• inglês com nível intermediário para,en,true,true,true
cv49350.xml,[resume_language],pt,true,true,true
cv44536.xml,[resume_language],pt,true,true,true
cv51601.xml,[resume_language],pt,true,true,true
cv51580.xml,[resume_language],pt,true,true,true
cv52563.xml,[resume_language],pt,true,true,true
cv51479.xml,[resume_language],pt,true,true,true
cv55737.xml,[resume_language],pt,true,true,true
cv51685.xml,[resume_language],pt,true,true,true
cv48910.xml,inglês - avançado - leitura ,en,false,true,false
cv48910.xml,espanhol - básico - leitura,es,false,true,false
cv48910.xml,[resume_language],pt,true,true,true
cv44960.xml,curso concluído em inglês avançado.,en,false,true,false
cv44960.xml,[resume_language],pt,true,true,true
cv53095.xml,english fluente,en,true,true,true
cv53095.xml,[resume_language],pt,true,true,true
cv43933.xml,• wiseup (inglês intermediário);,en,true,true,true
cv43933.xml,[resume_language],pt,true,true,true
cv48265.xml,[resume_language],pt,true,true,true
cv44258.xml,[resume_language],pt,true,true,true
cv44242.xml,[resume_language],pt,true,true,true
cv51682.xml,[resume_language],pt,true,true,true
cv44275.xml,[resume_language],pt,true,true,true
cv54891.xml,• inglês - intermediário•,en,true,true,true
cv54891.xml,[resume_language],pt,true,true,true
cv51579.xml,[resume_language],pt,true,true,true
cv51584.xml,[resume_language],pt,true,true,true
cv47921.xml,[resume_language],pt,true,true,true
cv43358.xml,[resume_language],pt,true,true,true
cv44538.xml,[resume_language],pt,true,true,true
cv41283.xml,• inglês avançado,en,false,true,false
cv41283.xml,[resume_language],pt,true,true,true
cv51690.xml,[resume_language],en,true,true,true
cv43315.xml,[resume_language],pt,true,true,true
cv53153.xml,• inglês - avançado,en,false,true,false
cv53153.xml,[resume_language],pt,true,true,true
cv51703.xml,(inglês fluente),en,true,true,true
cv51703.xml,[resume_language],pt,true,true,true
cv45090.xml,[resume_language],pt,true,true,true
cv48381.xml,[resume_language],pt,true,true,true
cv42684.xml,[resume_language],pt,true,true,true
cv47632.xml,inglês - básico,en,false,true,false
cv47632.xml,espanhol - básico,es,false,true,false
cv47632.xml,[resume_language],pt,true,true,true
cv56254.xml,[resume_language],pt,true,true,true
cv43328.xml,[resume_language],pt,true,true,true
cv51430.xml,[resume_language],pt,true,true,true
cv53270.xml,[resume_language],pt,true,true,true
cv52213.xml,inglês intermediário,en,true,true,true
cv52213.xml,[resume_language],pt,true,true,true
cv51385.xml,inglês fluente. [and] onde frequentei um curso de inglês durante seis meses na,en,true,true,true
cv51385.xml,[resume_language],pt,true,true,true
cv37384.xml,[resume_language],pt,true,true,true
cv45902.xml,[resume_language],pt,true,true,true
cv47643.xml,• inglês: técnico,en,false,true,false
cv47643.xml,[resume_language],pt,true,true,true
cv43893.xml,inglês (intermediário)  espanhol (básico)  alemão,en,true,true,true
cv43893.xml,inglês (intermediário)  espanhol (básico)  alemão (básico),es,false,true,false
cv43893.xml,inglês (intermediário)  espanhol (básico)  alemão (básico),de,false,true,false
cv43893.xml,[resume_language],pt,true,true,true
cv44082.xml,inglês (intermediário/técnico) - centro interescolar,en,true,true,true
cv44082.xml,[resume_language],pt,true,true,true
cv53683.xml,inglês: leitura intermediária  escrita intermediária ,en,true,true,true
cv53683.xml,espanhol: leitura intermediária  escrita intermediária ,es,true,true,true
cv53683.xml,[resume_language],pt,true,true,true
cv44200.xml,● inglês at1 - cultura inglesa,en,false,true,false
cv44200.xml,[resume_language],pt,true,true,true
cv44739.xml,[resume_language],pt,true,true,true
cv47938.xml,● inglês - avançado,en,false,true,false
cv47938.xml,● espanhol - básico,es,false,true,false
cv47938.xml,[resume_language],pt,true,true,true
cv44334.xml,• inglês e espanhol básico,en,false,true,false
cv44334.xml,• inglês e espanhol básico,es,false,true,false
cv44334.xml,[resume_language],pt,true,true,true
cv47533.xml,[resume_language],pt,true,true,true
cv41240.xml,[resume_language],pt,true,true,true
cv51663.xml,[resume_language],pt,true,true,true
cv44402.xml,[resume_language],pt,true,true,true
cv51900.xml,[resume_language],pt,true,true,true
cv48760.xml,[resume_language],pt,true,true,true
cv52822.xml,[resume_language],pt,true,true,true
cv44174.xml,• inglês (nível avançado).,en,false,true,false
cv44174.xml,• espanhol (nível médio).,es,false,true,false
cv44174.xml,[resume_language],pt,true,true,true
cv49794.xml,inglês: avançado,en,false,true,false
cv49794.xml,[resume_language],pt,true,true,true
cv45002.xml,[resume_language],pt,true,true,true
cv51624.xml,[resume_language],pt,true,true,true
cv43064.xml,inglês - centro interescolar de,en,false,true,false
cv43064.xml,[resume_language],pt,true,true,true
cv55708.xml,[resume_language],pt,true,true,true
cv54993.xml,[resume_language],pt,true,true,true
cv51928.xml,curso de inglês intermediário - cursando -,en,true,true,true
cv51928.xml,[resume_language],pt,true,true,true
cv35152.xml,inglês - avançado,en,false,true,false
cv35152.xml,espanhol - intermediário,es,true,true,true
cv35152.xml,[resume_language],pt,true,true,true
cv52634.xml,[resume_language],pt,true,true,true
cv49131.xml,• inglês • nível (intermediário).,en,true,true,true
cv49131.xml,[resume_language],pt,true,true,true
cv54561.xml,[resume_language],pt,true,true,true
cv48549.xml,curso de inglês (nível intermediário - avançado) [and] escola de idioma skill - english course,en,true,true,true
cv48549.xml,[resume_language],pt,true,true,true
cv44526.xml,inglês - básico/técnico,en,false,true,false
cv44526.xml,[resume_language],pt,true,true,true
cv48400.xml,[resume_language],pt,true,true,true
cv42896.xml,[resume_language],pt,true,true,true
cv44287.xml,[resume_language],pt,true,true,true
cv55591.xml,english: intermediário,en,true,true,true
cv55591.xml,[resume_language],pt,true,true,true
cv44533.xml,inglês - fala(básico); escreve(intermediário); lê(intermediário),en,true,true,true
cv44533.xml,[resume_language],pt,true,true,true
cv44738.xml,inglês fluente / espanhol intermediário,en,true,true,true
cv44738.xml,inglês fluente / espanhol intermediário,es,true,true,true
cv44738.xml,[resume_language],pt,true,true,true
cv45128.xml,[resume_language],pt,true,true,true
cv46018.xml,inglês: intermediário  escrita e leitura,en,true,true,true
cv46018.xml,[resume_language],pt,true,true,true
cv50476.xml,[resume_language],pt,true,true,true
cv44478.xml,[resume_language],pt,true,true,true
cv51946.xml,inglês técnico avançado conversação básico ,en,false,true,false
cv51946.xml,inglês técnico avançado conversação básico  espanhol  francês e italiano básico.,es,false,true,false
cv51946.xml,técnico avançado conversação básico  espanhol  francês e italiano básico.,fr,false,true,false
cv51946.xml,conversação básico  espanhol  francês e italiano básico.,it,false,true,false
cv51946.xml,[resume_language],pt,true,true,true
cv48197.xml,[resume_language],pt,true,true,true
cv51583.xml,inglês (intermediário),en,true,true,true
cv51583.xml,[resume_language],pt,true,true,true
cv55005.xml,inglês intermediário (cursando),en,true,true,true
cv55005.xml,espanhol (cursando),es,false,true,false
cv55005.xml,manutenção da base de clientes  venda cross.,ve,false,true,false
cv55005.xml,[resume_language],pt,true,true,true
cv51869.xml,[resume_language],pt,true,true,true
cv49382.xml,inglês técnico / pré-intermediário,en,true,true,true
cv49382.xml,[resume_language],pt,true,true,true
cv46062.xml,[resume_language],pt,true,true,true
cv21330.xml,[resume_language],pt,true,true,true
cv51210.xml,[resume_language],pt,true,true,true
cv54016.xml,* inglês fluente,en,true,true,true
cv54016.xml,* espanhol e italiano intermediário,es,true,true,true
cv54016.xml,* espanhol e italiano intermediário,it,true,true,true
cv54016.xml,[resume_language],pt,true,true,true
cv45606.xml,inglês - intermediário,en,true,true,true
cv45606.xml,[resume_language],pt,true,true,true
cv51691.xml,[resume_language],pt,true,true,true
cv49203.xml,[resume_language],pt,true,true,true
cv52054.xml,[resume_language],pt,true,true,true
cv51687.xml,[resume_language],pt,true,true,true
cv45108.xml,• inglês intermediário;,en,true,true,true
cv45108.xml,[resume_language],pt,true,true,true
cv38840.xml,inglês - intermediário,en,true,true,true
cv38840.xml,[resume_language],pt,true,true,true
cv43336.xml,inglês intermediário,en,true,true,true
cv43336.xml,[resume_language],pt,true,true,true
cv52476.xml,[resume_language],pt,true,true,true
cv54968.xml,inglês:,en,false,true,false
cv54968.xml,[resume_language],pt,true,true,true
cv55767.xml,[resume_language],pt,true,true,true
cv51610.xml,[resume_language],pt,true,true,true
cv47640.xml,inglês - nível intermediário,en,true,true,true
cv47640.xml,[resume_language],pt,true,true,true
cv44318.xml,[resume_language],pt,true,true,true
cv52038.xml,[resume_language],pt,true,true,true
cv51577.xml,[resume_language],pt,true,true,true
cv55417.xml,inglês intermediário / leitura,en,true,true,true
cv55417.xml,[resume_language],pt,true,true,true
cv44224.xml,inglês intermediário (cursando),en,true,true,true
cv44224.xml,espanhol básico,es,false,true,false
cv44224.xml,[resume_language],pt,true,true,true
cv55424.xml,inglês - intermediário.,en,true,true,true
cv55424.xml,[resume_language],pt,true,true,true
cv48033.xml,[resume_language],pt,true,true,true
cv43689.xml,➢ português: nativo.,pt,false,true,false
cv43689.xml,➢ inglês: intermediário/avançado.,en,true,true,true
cv43689.xml,➢ espanhol: básico.,es,false,true,false
cv43508.xml,english full professional pro ciency,en,false,true,false
cv43508.xml,portuguese native or bilingual projects,pt,true,true,true
cv45084.xml,espanhol / inglês: básico.,es,false,true,false
cv45084.xml,espanhol / inglês: básico.,en,false,true,false
cv45084.xml,[resume_language],pt,true,true,true
cv56295.xml,[resume_language],pt,true,true,true
cv52105.xml,[resume_language],pt,true,true,true
cv47719.xml,[resume_language],pt,true,true,true
cv48808.xml,inglês - fluente (ability  sete,en,true,true,true
cv48808.xml,[resume_language],pt,true,true,true
cv47519.xml,[resume_language],pt,true,true,true
cv52935.xml,• inglês intermediário,en,true,true,true
cv52935.xml,[resume_language],pt,true,true,true
cv49106.xml,[resume_language],pt,true,true,true
cv48023.xml,● inglês técnico básico,en,false,true,false
cv48023.xml,[resume_language],pt,true,true,true
